[709, 510]
[chapter-title, [230.0, 61.0, 74.0, 30.0], LY72ACpg9Z, 5656523]
[index, [36.0, 92.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 110.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 128.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 146.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 164.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 182.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 200.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 218.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 236.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 254.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 272.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 290.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 308.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 326.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 344.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 362.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 380.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 398.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 416.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 434.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 452.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 470.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 488.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 506.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 524.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 542.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 560.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 578.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 596.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 614.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[index, [36.0, 632.0, 422.0, 18.0], shoonya_0sFFU4WIRNBOGP, 5656523]
[folio, [44.0, 658.0, 129.0, 18.0], 4rAmCvpxwr, 5656523]
