[852, 612]
[section-title, [191.0, 185.0, 98.0, 30.0], shoonya_2s004CLKWBY7G0, 6459483]
[jumpline, [199.0, 220.0, 91.0, 18.0], VE1lPDLoRg, 6459483]
[paragraph, [81.0, 247.0, 320.0, 18.0], shoonya_0sW1CUTMMM938M, 6459483]
[paragraph, [81.0, 265.0, 320.0, 18.0], shoonya_0sW1CUTMMM938M, 6459483]
[paragraph, [81.0, 283.0, 320.0, 18.0], shoonya_0sW1CUTMMM938M, 6459483]
[paragraph, [81.0, 301.0, 320.0, 18.0], shoonya_0sW1CUTMMM938M, 6459483]
[paragraph, [81.0, 319.0, 320.0, 18.0], shoonya_0sW1CUTMMM938M, 6459483]
[paragraph, [81.0, 337.0, 320.0, 18.0], shoonya_0sW1CUTMMM938M, 6459483]
[paragraph, [81.0, 355.0, 320.0, 18.0], shoonya_0sW1CUTMMM938M, 6459483]
[paragraph, [81.0, 373.0, 320.0, 18.0], shoonya_0sW1CUTMMM938M, 6459483]
[paragraph, [81.0, 391.0, 320.0, 18.0], shoonya_0sW1CUTMMM938M, 6459483]
[paragraph, [81.0, 409.0, 320.0, 18.0], shoonya_0sW1CUTMMM938M, 6459483]
[paragraph, [81.0, 427.0, 320.0, 18.0], shoonya_0sW1CUTMMM938M, 6459483]
[paragraph, [81.0, 445.0, 320.0, 18.0], shoonya_0sW1CUTMMM938M, 6459483]
[paragraph, [81.0, 463.0, 320.0, 18.0], shoonya_0sW1CUTMMM938M, 6459483]
[paragraph, [81.0, 481.0, 320.0, 18.0], shoonya_0sW1CUTMMM938M, 6459483]
[paragraph, [81.0, 499.0, 320.0, 18.0], shoonya_0sW1CUTMMM938M, 6459483]
[paragraph, [81.0, 517.0, 320.0, 18.0], shoonya_0sW1CUTMMM938M, 6459483]
[paragraph, [81.0, 535.0, 320.0, 18.0], shoonya_0sW1CUTMMM938M, 6459483]
[paragraph, [81.0, 553.0, 320.0, 18.0], shoonya_0sW1CUTMMM938M, 6459483]
[paragraph, [85.0, 579.0, 314.0, 18.0], shoonya_1sBAUU8Z0I6N7L, 6459483]
[paragraph, [85.0, 597.0, 314.0, 18.0], shoonya_1sBAUU8Z0I6N7L, 6459483]
[paragraph, [85.0, 615.0, 314.0, 18.0], shoonya_1sBAUU8Z0I6N7L, 6459483]
[paragraph, [85.0, 633.0, 314.0, 18.0], shoonya_1sBAUU8Z0I6N7L, 6459483]
[paragraph, [85.0, 651.0, 314.0, 18.0], shoonya_1sBAUU8Z0I6N7L, 6459483]
[paragraph, [85.0, 669.0, 314.0, 18.0], shoonya_1sBAUU8Z0I6N7L, 6459483]
[paragraph, [85.0, 687.0, 314.0, 18.0], shoonya_1sBAUU8Z0I6N7L, 6459483]
[folio, [107.0, 708.0, 59.0, 18.0], zSrzBMaPHy, 6459483]
