[2339, 1653]
[paragraph, [388.0, 198.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 234.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 270.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 306.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 342.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 378.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 414.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 450.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 486.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 522.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 558.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 594.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 630.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 666.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 702.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 738.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 774.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 810.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 846.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 882.0, 1075.0, 36.0], shoonya_0sA5KEYNOIHKD2, 5733749]
[paragraph, [388.0, 959.0, 1076.0, 36.0], shoonya_2s6UO1AFF632IA, 5733749]
[paragraph, [388.0, 995.0, 1076.0, 36.0], shoonya_2s6UO1AFF632IA, 5733749]
[paragraph, [388.0, 1031.0, 1076.0, 36.0], shoonya_2s6UO1AFF632IA, 5733749]
[paragraph, [388.0, 1067.0, 1076.0, 36.0], shoonya_2s6UO1AFF632IA, 5733749]
[paragraph, [388.0, 1103.0, 1076.0, 36.0], shoonya_2s6UO1AFF632IA, 5733749]
[paragraph, [388.0, 1139.0, 1076.0, 36.0], shoonya_2s6UO1AFF632IA, 5733749]
[paragraph, [388.0, 1175.0, 1076.0, 36.0], shoonya_2s6UO1AFF632IA, 5733749]
[paragraph, [387.0, 1247.0, 1073.0, 36.0], shoonya_1s06KKSMIDYXNK, 5733749]
[paragraph, [387.0, 1283.0, 1073.0, 36.0], shoonya_1s06KKSMIDYXNK, 5733749]
[paragraph, [387.0, 1319.0, 1073.0, 36.0], shoonya_1s06KKSMIDYXNK, 5733749]
[paragraph, [387.0, 1355.0, 1073.0, 36.0], shoonya_1s06KKSMIDYXNK, 5733749]
[paragraph, [387.0, 1391.0, 1073.0, 36.0], shoonya_1s06KKSMIDYXNK, 5733749]
[paragraph, [387.0, 1427.0, 1073.0, 36.0], shoonya_1s06KKSMIDYXNK, 5733749]
[paragraph, [387.0, 1463.0, 1073.0, 36.0], shoonya_1s06KKSMIDYXNK, 5733749]
[paragraph, [387.0, 1499.0, 1073.0, 36.0], shoonya_1s06KKSMIDYXNK, 5733749]
[paragraph, [387.0, 1535.0, 1073.0, 36.0], shoonya_1s06KKSMIDYXNK, 5733749]
[paragraph, [387.0, 1571.0, 1073.0, 36.0], shoonya_1s06KKSMIDYXNK, 5733749]
[paragraph, [387.0, 1607.0, 1073.0, 36.0], shoonya_1s06KKSMIDYXNK, 5733749]
[paragraph, [387.0, 1643.0, 1073.0, 36.0], shoonya_1s06KKSMIDYXNK, 5733749]
[paragraph, [387.0, 1679.0, 1073.0, 36.0], shoonya_1s06KKSMIDYXNK, 5733749]
[paragraph, [387.0, 1715.0, 1073.0, 36.0], shoonya_1s06KKSMIDYXNK, 5733749]
[paragraph, [387.0, 1751.0, 1073.0, 36.0], shoonya_1s06KKSMIDYXNK, 5733749]
[paragraph, [387.0, 1787.0, 1073.0, 36.0], shoonya_1s06KKSMIDYXNK, 5733749]
[paragraph, [388.0, 1833.0, 1072.0, 36.0], shoonya_3sH2037NOIIM74, 5733749]
[paragraph, [388.0, 1869.0, 1072.0, 36.0], shoonya_3sH2037NOIIM74, 5733749]
[paragraph, [388.0, 1905.0, 1072.0, 36.0], shoonya_3sH2037NOIIM74, 5733749]
[paragraph, [388.0, 1941.0, 1072.0, 36.0], shoonya_3sH2037NOIIM74, 5733749]
[paragraph, [388.0, 1977.0, 1072.0, 36.0], shoonya_3sH2037NOIIM74, 5733749]
[paragraph, [388.0, 2013.0, 1072.0, 36.0], shoonya_3sH2037NOIIM74, 5733749]
[paragraph, [388.0, 2049.0, 1072.0, 36.0], shoonya_3sH2037NOIIM74, 5733749]
[folio, [856.0, 2180.0, 550.0, 36.0], XuVFOY8u34, 5733749]
