[3509, 2480]
[paragraph, [337.0, 377.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 429.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 482.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 534.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 587.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 639.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 692.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 744.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 797.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 849.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 902.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 954.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 1007.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 1059.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 1112.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 1164.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 1217.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 1269.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 1322.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 1374.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 1427.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 1479.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 1532.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 1584.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 1637.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 1689.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 1742.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 1794.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 1847.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 1899.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 1952.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 2004.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 2057.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 2109.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 2162.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 2214.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 2267.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 2319.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 2372.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 2424.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 2477.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 2529.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 2582.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 2634.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 2687.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 2739.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 2792.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 2844.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 2897.0, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
[paragraph, [337.0, 2949.5, 1820.0, 52.5], shoonya_0sZN1GEX2ESIT2, 5723872]
