[872, 605]
[folio, [37.0, 41.0, 88.0, 18.0], tKwIPr4tJA, 6457020]
[paragraph, [37.0, 74.0, 208.0, 18.0], 4ceWIMDGMO, 6457020]
[paragraph, [304.0, 75.0, 235.0, 18.0], 6EHd7iCSVs, 6457020]
[paragraph, [302.0, 92.0, 199.0, 18.0], XtaLB2v2Z7, 6457020]
[paragraph, [29.0, 95.0, 268.0, 18.0], _pK8HzSmsv, 6457020]
[paragraph, [29.0, 113.0, 268.0, 18.0], _pK8HzSmsv, 6457020]
[paragraph, [29.0, 131.0, 268.0, 18.0], _pK8HzSmsv, 6457020]
[paragraph, [29.0, 149.0, 268.0, 18.0], _pK8HzSmsv, 6457020]
[paragraph, [29.0, 167.0, 268.0, 18.0], _pK8HzSmsv, 6457020]
[paragraph, [300.0, 114.0, 265.0, 18.0], ao8gIHOZx4, 6457020]
[paragraph, [300.0, 132.0, 265.0, 18.0], ao8gIHOZx4, 6457020]
[paragraph, [300.0, 150.0, 265.0, 18.0], ao8gIHOZx4, 6457020]
[paragraph, [304.0, 185.0, 240.0, 18.0], 2eRo_Oeu6E, 6457020]
[paragraph, [303.0, 204.0, 192.0, 18.0], JK88v7Ce94, 6457020]
[paragraph, [38.0, 208.0, 257.0, 18.0], _5-ew_ofmp, 6457020]
[paragraph, [303.0, 221.0, 261.0, 18.0], BW_iB0KQPY, 6457020]
[paragraph, [303.0, 239.0, 261.0, 18.0], BW_iB0KQPY, 6457020]
[paragraph, [30.0, 231.0, 224.0, 18.0], A2Jo_lOEo8, 6457020]
[paragraph, [30.0, 249.0, 224.0, 18.0], A2Jo_lOEo8, 6457020]
[paragraph, [305.0, 255.0, 242.0, 18.0], F4DVXfe95t, 6457020]
[paragraph, [35.0, 271.0, 227.0, 18.0], l1Kzy75F8g, 6457020]
[paragraph, [35.0, 289.0, 227.0, 18.0], l1Kzy75F8g, 6457020]
[paragraph, [300.0, 276.0, 239.0, 18.0], Ds2SRk_HZP, 6457020]
[paragraph, [303.0, 311.0, 256.0, 18.0], kLmeaalGj2, 6457020]
[paragraph, [303.0, 329.0, 256.0, 18.0], kLmeaalGj2, 6457020]
[paragraph, [35.0, 313.0, 232.0, 18.0], bWsNRrHLF1, 6457020]
[paragraph, [35.0, 331.0, 232.0, 18.0], bWsNRrHLF1, 6457020]
[paragraph, [303.0, 348.0, 259.0, 18.0], Cccse7Z5_c, 6457020]
[paragraph, [36.0, 353.0, 233.0, 18.0], V0LK8USBt3, 6457020]
[paragraph, [36.0, 371.0, 233.0, 18.0], V0LK8USBt3, 6457020]
[paragraph, [304.0, 384.0, 259.0, 18.0], oazHUtB5y8, 6457020]
[paragraph, [32.0, 392.0, 256.0, 18.0], qaHTj-VnMe, 6457020]
[paragraph, [32.0, 410.0, 256.0, 18.0], qaHTj-VnMe, 6457020]
[paragraph, [301.0, 414.0, 192.0, 18.0], 3wR5N2Ulpy, 6457020]
[paragraph, [33.0, 430.0, 220.0, 18.0], 7UqcABHs0f, 6457020]
[paragraph, [303.0, 436.0, 261.0, 18.0], 4TymEkNb7n, 6457020]
[paragraph, [37.0, 457.0, 266.0, 18.0], Lwp6qBsL-S, 6457020]
[paragraph, [37.0, 475.0, 266.0, 18.0], Lwp6qBsL-S, 6457020]
[paragraph, [37.0, 493.0, 266.0, 18.0], Lwp6qBsL-S, 6457020]
[paragraph, [37.0, 511.0, 266.0, 18.0], Lwp6qBsL-S, 6457020]
[paragraph, [37.0, 529.0, 266.0, 18.0], Lwp6qBsL-S, 6457020]
[paragraph, [37.0, 547.0, 266.0, 18.0], Lwp6qBsL-S, 6457020]
[paragraph, [37.0, 565.0, 266.0, 18.0], Lwp6qBsL-S, 6457020]
[paragraph, [37.0, 583.0, 266.0, 18.0], Lwp6qBsL-S, 6457020]
[paragraph, [37.0, 601.0, 266.0, 18.0], Lwp6qBsL-S, 6457020]
[paragraph, [306.0, 468.0, 234.0, 18.0], pbkM60iDJy, 6457020]
[paragraph, [306.0, 492.0, 253.0, 18.0], KYCKb82WrI, 6457020]
[paragraph, [306.0, 510.0, 253.0, 18.0], KYCKb82WrI, 6457020]
[paragraph, [305.0, 524.0, 257.0, 18.0], _J-C87Fz3y, 6457020]
[paragraph, [305.0, 542.0, 257.0, 18.0], _J-C87Fz3y, 6457020]
[reference, [307.0, 567.0, 266.0, 18.0], C-ZMslYzXh, 6457020]
[reference, [307.0, 585.0, 266.0, 18.0], C-ZMslYzXh, 6457020]
[reference, [307.0, 603.0, 266.0, 18.0], C-ZMslYzXh, 6457020]
[reference, [307.0, 621.0, 266.0, 18.0], C-ZMslYzXh, 6457020]
[reference, [307.0, 639.0, 266.0, 18.0], C-ZMslYzXh, 6457020]
[reference, [307.0, 657.0, 266.0, 18.0], C-ZMslYzXh, 6457020]
[reference, [307.0, 675.0, 266.0, 18.0], C-ZMslYzXh, 6457020]
[reference, [307.0, 693.0, 266.0, 18.0], C-ZMslYzXh, 6457020]
[reference, [307.0, 711.0, 266.0, 18.0], C-ZMslYzXh, 6457020]
[reference, [307.0, 729.0, 266.0, 18.0], C-ZMslYzXh, 6457020]
[reference, [307.0, 747.0, 266.0, 18.0], C-ZMslYzXh, 6457020]
[reference, [307.0, 765.0, 266.0, 18.0], C-ZMslYzXh, 6457020]
[reference, [307.0, 783.0, 266.0, 18.0], C-ZMslYzXh, 6457020]
[reference, [307.0, 801.0, 266.0, 18.0], C-ZMslYzXh, 6457020]
[reference, [37.0, 643.0, 263.0, 18.0], Ia2x6pusy3, 6457020]
[reference, [37.0, 661.0, 263.0, 18.0], Ia2x6pusy3, 6457020]
[reference, [37.0, 679.0, 263.0, 18.0], Ia2x6pusy3, 6457020]
[reference, [37.0, 697.0, 263.0, 18.0], Ia2x6pusy3, 6457020]
[reference, [37.0, 715.0, 263.0, 18.0], Ia2x6pusy3, 6457020]
[reference, [37.0, 733.0, 263.0, 18.0], Ia2x6pusy3, 6457020]
[reference, [37.0, 751.0, 263.0, 18.0], Ia2x6pusy3, 6457020]
[reference, [37.0, 769.0, 263.0, 18.0], Ia2x6pusy3, 6457020]
[reference, [37.0, 787.0, 263.0, 18.0], Ia2x6pusy3, 6457020]
[reference, [37.0, 805.0, 263.0, 18.0], Ia2x6pusy3, 6457020]
