[2640, 2040]
[folio, [213.0, 119.0, 229.0, 46.5], mhP2jTz1Lf, 5693738]
[section-title, [188.0, 259.0, 876.0, 79.5], VnUbahdnEj, 5693738]
[author, [193.0, 417.0, 534.0, 46.5], _u_J6szxSn, 5693738]
[paragraph, [749.0, 493.0, 533.0, 46.5], MKQUb57caa, 5693738]
[paragraph, [749.0, 539.5, 533.0, 46.5], MKQUb57caa, 5693738]
[paragraph, [749.0, 586.0, 533.0, 46.5], MKQUb57caa, 5693738]
[paragraph, [201.0, 511.0, 511.0, 46.5], __wq5WQvWt, 5693738]
[paragraph, [201.0, 557.5, 511.0, 46.5], __wq5WQvWt, 5693738]
[paragraph, [201.0, 604.0, 511.0, 46.5], __wq5WQvWt, 5693738]
[paragraph, [201.0, 650.5, 511.0, 46.5], __wq5WQvWt, 5693738]
[paragraph, [201.0, 697.0, 511.0, 46.5], __wq5WQvWt, 5693738]
[paragraph, [201.0, 743.5, 511.0, 46.5], __wq5WQvWt, 5693738]
[paragraph, [201.0, 790.0, 511.0, 46.5], __wq5WQvWt, 5693738]
[paragraph, [201.0, 836.5, 511.0, 46.5], __wq5WQvWt, 5693738]
[paragraph, [201.0, 883.0, 511.0, 46.5], __wq5WQvWt, 5693738]
[paragraph, [201.0, 929.5, 511.0, 46.5], __wq5WQvWt, 5693738]
[paragraph, [201.0, 976.0, 511.0, 46.5], __wq5WQvWt, 5693738]
[paragraph, [201.0, 1022.5, 511.0, 46.5], __wq5WQvWt, 5693738]
[paragraph, [201.0, 1069.0, 511.0, 46.5], __wq5WQvWt, 5693738]
[paragraph, [201.0, 1115.5, 511.0, 46.5], __wq5WQvWt, 5693738]
[paragraph, [201.0, 1162.0, 511.0, 46.5], __wq5WQvWt, 5693738]
[paragraph, [201.0, 1208.5, 511.0, 46.5], __wq5WQvWt, 5693738]
[paragraph, [201.0, 1255.0, 511.0, 46.5], __wq5WQvWt, 5693738]
[paragraph, [201.0, 1301.5, 511.0, 46.5], __wq5WQvWt, 5693738]
[paragraph, [201.0, 1348.0, 511.0, 46.5], __wq5WQvWt, 5693738]
[paragraph, [756.0, 638.0, 519.0, 46.5], 6Kum9RpEI9, 5693738]
[paragraph, [756.0, 684.5, 519.0, 46.5], 6Kum9RpEI9, 5693738]
[paragraph, [756.0, 731.0, 519.0, 46.5], 6Kum9RpEI9, 5693738]
[paragraph, [756.0, 777.5, 519.0, 46.5], 6Kum9RpEI9, 5693738]
[paragraph, [756.0, 824.0, 519.0, 46.5], 6Kum9RpEI9, 5693738]
[paragraph, [756.0, 870.5, 519.0, 46.5], 6Kum9RpEI9, 5693738]
[paragraph, [756.0, 917.0, 519.0, 46.5], 6Kum9RpEI9, 5693738]
[paragraph, [756.0, 963.5, 519.0, 46.5], 6Kum9RpEI9, 5693738]
[paragraph, [756.0, 1010.0, 519.0, 46.5], 6Kum9RpEI9, 5693738]
[paragraph, [756.0, 1056.5, 519.0, 46.5], 6Kum9RpEI9, 5693738]
[paragraph, [756.0, 1103.0, 519.0, 46.5], 6Kum9RpEI9, 5693738]
[paragraph, [756.0, 1149.5, 519.0, 46.5], 6Kum9RpEI9, 5693738]
[paragraph, [756.0, 1196.0, 519.0, 46.5], 6Kum9RpEI9, 5693738]
[paragraph, [756.0, 1242.5, 519.0, 46.5], 6Kum9RpEI9, 5693738]
[paragraph, [756.0, 1289.0, 519.0, 46.5], 6Kum9RpEI9, 5693738]
[paragraph, [756.0, 1335.5, 519.0, 46.5], 6Kum9RpEI9, 5693738]
[paragraph, [1319.0, 1326.0, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 1372.5, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 1419.0, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 1465.5, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 1512.0, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 1558.5, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 1605.0, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 1651.5, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 1698.0, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 1744.5, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 1791.0, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 1837.5, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 1884.0, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 1930.5, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 1977.0, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 2023.5, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 2070.0, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 2116.5, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 2163.0, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 2209.5, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 2256.0, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 2302.5, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 2349.0, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [1319.0, 2395.5, 517.0, 46.5], VaugtvCxlc, 5693738]
[paragraph, [198.0, 1425.0, 522.0, 46.5], FoEXjc-uBq, 5693738]
[paragraph, [198.0, 1471.5, 522.0, 46.5], FoEXjc-uBq, 5693738]
[paragraph, [198.0, 1518.0, 522.0, 46.5], FoEXjc-uBq, 5693738]
[paragraph, [198.0, 1564.5, 522.0, 46.5], FoEXjc-uBq, 5693738]
[paragraph, [198.0, 1611.0, 522.0, 46.5], FoEXjc-uBq, 5693738]
[paragraph, [198.0, 1657.5, 522.0, 46.5], FoEXjc-uBq, 5693738]
[paragraph, [198.0, 1704.0, 522.0, 46.5], FoEXjc-uBq, 5693738]
[paragraph, [198.0, 1750.5, 522.0, 46.5], FoEXjc-uBq, 5693738]
[paragraph, [198.0, 1797.0, 522.0, 46.5], FoEXjc-uBq, 5693738]
[paragraph, [198.0, 1843.5, 522.0, 46.5], FoEXjc-uBq, 5693738]
[paragraph, [198.0, 1890.0, 522.0, 46.5], FoEXjc-uBq, 5693738]
[paragraph, [758.0, 1428.0, 509.0, 46.5], i3RQpZqwHW, 5693738]
[paragraph, [758.0, 1474.5, 509.0, 46.5], i3RQpZqwHW, 5693738]
[paragraph, [758.0, 1521.0, 509.0, 46.5], i3RQpZqwHW, 5693738]
[paragraph, [758.0, 1567.5, 509.0, 46.5], i3RQpZqwHW, 5693738]
[paragraph, [758.0, 1614.0, 509.0, 46.5], i3RQpZqwHW, 5693738]
[paragraph, [758.0, 1660.5, 509.0, 46.5], i3RQpZqwHW, 5693738]
[paragraph, [758.0, 1707.0, 509.0, 46.5], i3RQpZqwHW, 5693738]
[paragraph, [758.0, 1753.5, 509.0, 46.5], i3RQpZqwHW, 5693738]
[paragraph, [758.0, 1800.0, 509.0, 46.5], i3RQpZqwHW, 5693738]
[paragraph, [758.0, 1846.5, 509.0, 46.5], i3RQpZqwHW, 5693738]
[paragraph, [758.0, 1893.0, 509.0, 46.5], i3RQpZqwHW, 5693738]
