[2338, 1654]
[paragraph, [286.0, 195.0, 1175.0, 36.0], shoonya_0sG6R61F0UTWHS, 5753767]
[paragraph, [286.0, 231.0, 1175.0, 36.0], shoonya_0sG6R61F0UTWHS, 5753767]
[paragraph, [286.0, 267.0, 1175.0, 36.0], shoonya_0sG6R61F0UTWHS, 5753767]
[paragraph, [286.0, 303.0, 1175.0, 36.0], shoonya_0sG6R61F0UTWHS, 5753767]
[paragraph, [286.0, 339.0, 1175.0, 36.0], shoonya_0sG6R61F0UTWHS, 5753767]
[paragraph, [286.0, 375.0, 1175.0, 36.0], shoonya_0sG6R61F0UTWHS, 5753767]
[paragraph, [286.0, 411.0, 1175.0, 36.0], shoonya_0sG6R61F0UTWHS, 5753767]
[paragraph, [286.0, 447.0, 1175.0, 36.0], shoonya_0sG6R61F0UTWHS, 5753767]
[paragraph, [286.0, 483.0, 1175.0, 36.0], shoonya_0sG6R61F0UTWHS, 5753767]
[paragraph, [286.0, 519.0, 1175.0, 36.0], shoonya_0sG6R61F0UTWHS, 5753767]
[paragraph, [286.0, 555.0, 1175.0, 36.0], shoonya_0sG6R61F0UTWHS, 5753767]
[paragraph, [286.0, 591.0, 1175.0, 36.0], shoonya_0sG6R61F0UTWHS, 5753767]
[paragraph, [286.0, 627.0, 1175.0, 36.0], shoonya_0sG6R61F0UTWHS, 5753767]
[paragraph, [282.0, 696.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 732.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 768.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 804.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 840.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 876.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 912.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 948.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 984.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1020.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1056.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1092.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1128.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1164.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1200.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1236.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1272.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1308.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1344.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1380.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1416.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1452.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1488.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1524.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1560.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1596.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1632.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1668.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1704.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1740.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1776.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1812.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1848.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1884.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1920.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1956.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 1992.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
[paragraph, [282.0, 2028.0, 1188.0, 36.0], shoonya_1s9R0MFNM1N0O5, 5753767]
