[1545, 2000]
[section-title, [807.0, 29.0, 420.0, 49.5], hnWNasdE8y, 6490720]
[section-title, [807.0, 78.5, 420.0, 49.5], hnWNasdE8y, 6490720]
[section-title, [807.0, 128.0, 420.0, 49.5], hnWNasdE8y, 6490720]
[section-title, [66.0, 47.0, 543.0, 49.5], shoonya_0sLXXDTVAB8I8U, 6490720]
[section-title, [66.0, 96.5, 543.0, 49.5], shoonya_0sLXXDTVAB8I8U, 6490720]
[section-title, [66.0, 146.0, 543.0, 49.5], shoonya_0sLXXDTVAB8I8U, 6490720]
[section-title, [66.0, 195.5, 543.0, 49.5], shoonya_0sLXXDTVAB8I8U, 6490720]
[section-title, [66.0, 245.0, 543.0, 49.5], shoonya_0sLXXDTVAB8I8U, 6490720]
[paragraph, [1517.0, 94.0, 282.0, 36.0], wCQEYhZjN9, 6490720]
[paragraph, [1517.0, 130.0, 282.0, 36.0], wCQEYhZjN9, 6490720]
[contact-info, [1348.0, 223.0, 613.0, 36.0], ZWh2afEhod, 6490720]
[contact-info, [1348.0, 259.0, 613.0, 36.0], ZWh2afEhod, 6490720]
[contact-info, [1348.0, 295.0, 613.0, 36.0], ZWh2afEhod, 6490720]
[contact-info, [1348.0, 331.0, 613.0, 36.0], ZWh2afEhod, 6490720]
[contact-info, [1348.0, 367.0, 613.0, 36.0], ZWh2afEhod, 6490720]
[contact-info, [1348.0, 403.0, 613.0, 36.0], ZWh2afEhod, 6490720]
[contact-info, [1348.0, 439.0, 613.0, 36.0], ZWh2afEhod, 6490720]
[contact-info, [1348.0, 475.0, 613.0, 36.0], ZWh2afEhod, 6490720]
[contact-info, [1348.0, 511.0, 613.0, 36.0], ZWh2afEhod, 6490720]
[contact-info, [1348.0, 547.0, 613.0, 36.0], ZWh2afEhod, 6490720]
[contact-info, [1348.0, 583.0, 613.0, 36.0], ZWh2afEhod, 6490720]
[contact-info, [1348.0, 619.0, 613.0, 36.0], ZWh2afEhod, 6490720]
[contact-info, [1348.0, 655.0, 613.0, 36.0], ZWh2afEhod, 6490720]
[contact-info, [1348.0, 691.0, 613.0, 36.0], ZWh2afEhod, 6490720]
[contact-info, [1348.0, 727.0, 613.0, 36.0], ZWh2afEhod, 6490720]
[contact-info, [1348.0, 763.0, 613.0, 36.0], ZWh2afEhod, 6490720]
[unordered-list, [755.0, 250.0, 537.0, 36.0], c35H6TS9H_, 6490720]
[unordered-list, [755.0, 286.0, 537.0, 36.0], c35H6TS9H_, 6490720]
[unordered-list, [755.0, 322.0, 537.0, 36.0], c35H6TS9H_, 6490720]
[unordered-list, [755.0, 358.0, 537.0, 36.0], c35H6TS9H_, 6490720]
[unordered-list, [755.0, 394.0, 537.0, 36.0], c35H6TS9H_, 6490720]
[unordered-list, [755.0, 430.0, 537.0, 36.0], c35H6TS9H_, 6490720]
[unordered-list, [755.0, 466.0, 537.0, 36.0], c35H6TS9H_, 6490720]
[unordered-list, [755.0, 502.0, 537.0, 36.0], c35H6TS9H_, 6490720]
