[1723, 1092]
[paragraph, [101.0, 99.0, 886.0, 36.0], shoonya_0s6JGS2FSSACIH, 5680662]
[paragraph, [101.0, 135.0, 886.0, 36.0], shoonya_0s6JGS2FSSACIH, 5680662]
[paragraph, [101.0, 171.0, 886.0, 36.0], shoonya_0s6JGS2FSSACIH, 5680662]
[paragraph, [101.0, 207.0, 886.0, 36.0], shoonya_0s6JGS2FSSACIH, 5680662]
[paragraph, [101.0, 243.0, 886.0, 36.0], shoonya_0s6JGS2FSSACIH, 5680662]
[paragraph, [101.0, 279.0, 886.0, 36.0], shoonya_0s6JGS2FSSACIH, 5680662]
[paragraph, [101.0, 315.0, 886.0, 36.0], shoonya_0s6JGS2FSSACIH, 5680662]
[paragraph, [101.0, 351.0, 886.0, 36.0], shoonya_0s6JGS2FSSACIH, 5680662]
[paragraph, [101.0, 387.0, 886.0, 36.0], shoonya_0s6JGS2FSSACIH, 5680662]
[paragraph, [101.0, 423.0, 886.0, 36.0], shoonya_0s6JGS2FSSACIH, 5680662]
[paragraph, [101.0, 459.0, 886.0, 36.0], shoonya_0s6JGS2FSSACIH, 5680662]
[paragraph, [105.0, 505.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 541.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 577.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 613.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 649.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 685.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 721.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 757.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 793.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 829.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 865.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 901.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 937.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 973.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 1009.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 1045.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 1081.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 1117.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 1153.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 1189.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 1225.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 1261.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 1297.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 1333.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [105.0, 1369.0, 888.0, 36.0], shoonya_1sJBO8KNWI9P8F, 5680662]
[paragraph, [98.0, 1436.0, 891.0, 36.0], KivsUtUe69, 5680662]
[paragraph, [98.0, 1472.0, 891.0, 36.0], KivsUtUe69, 5680662]
[paragraph, [98.0, 1508.0, 891.0, 36.0], KivsUtUe69, 5680662]
[folio, [451.0, 1586.0, 140.0, 36.0], QIO7FROr-x, 5680662]
