[1367, 834]
[folio, [610.0, 63.0, 116.0, 18.0], pBGDow5_wy, 5781619]
[folio, [610.0, 81.0, 116.0, 18.0], pBGDow5_wy, 5781619]
[folio, [610.0, 99.0, 116.0, 18.0], pBGDow5_wy, 5781619]
[folio, [235.0, 128.0, 346.0, 18.0], shoonya_7sQJ57GJOQH8VF, 5781619]
[ordered-list, [75.0, 159.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 177.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 195.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 213.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 231.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 249.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 267.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 285.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 303.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 321.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 339.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 357.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 375.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 393.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 411.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 429.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 447.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 465.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 483.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 501.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 519.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 537.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 555.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 573.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 591.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 609.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 627.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 645.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 663.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 681.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 699.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 717.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 735.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 753.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 771.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 789.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 807.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 825.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 843.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 861.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 879.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 897.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 915.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[ordered-list, [75.0, 933.0, 672.0, 18.0], shoonya_9sQ4QDQYPV6VPC, 5781619]
[sub-ordered-list, [81.0, 187.0, 657.0, 18.0], HTmyxQf1uS, 5781619]
[sub-ordered-list, [81.0, 205.0, 657.0, 18.0], HTmyxQf1uS, 5781619]
[sub-ordered-list, [81.0, 223.0, 657.0, 18.0], HTmyxQf1uS, 5781619]
[sub-ordered-list, [81.0, 241.0, 657.0, 18.0], HTmyxQf1uS, 5781619]
[sub-ordered-list, [81.0, 259.0, 657.0, 18.0], HTmyxQf1uS, 5781619]
[sub-ordered-list, [81.0, 277.0, 657.0, 18.0], HTmyxQf1uS, 5781619]
[sub-ordered-list, [81.0, 295.0, 657.0, 18.0], HTmyxQf1uS, 5781619]
[sub-ordered-list, [81.0, 313.0, 657.0, 18.0], HTmyxQf1uS, 5781619]
[sub-ordered-list, [81.0, 331.0, 657.0, 18.0], HTmyxQf1uS, 5781619]
[sub-ordered-list, [81.0, 349.0, 657.0, 18.0], HTmyxQf1uS, 5781619]
[sub-ordered-list, [81.0, 367.0, 657.0, 18.0], HTmyxQf1uS, 5781619]
[sub-ordered-list, [81.0, 385.0, 657.0, 18.0], HTmyxQf1uS, 5781619]
[sub-ordered-list, [81.0, 403.0, 657.0, 18.0], HTmyxQf1uS, 5781619]
[sub-ordered-list, [81.0, 421.0, 657.0, 18.0], HTmyxQf1uS, 5781619]
[sub-ordered-list, [81.0, 439.0, 657.0, 18.0], HTmyxQf1uS, 5781619]
[sub-ordered-list, [81.0, 457.0, 657.0, 18.0], HTmyxQf1uS, 5781619]
[sub-ordered-list, [81.0, 475.0, 657.0, 18.0], HTmyxQf1uS, 5781619]
[sub-ordered-list, [80.0, 520.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 538.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 556.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 574.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 592.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 610.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 628.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 646.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 664.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 682.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 700.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 718.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 736.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 754.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 772.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 790.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 808.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 826.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 844.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 862.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 880.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 898.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 916.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[sub-ordered-list, [80.0, 934.0, 662.0, 18.0], rmhHJ8pGU6, 5781619]
[ordered-list, [79.0, 967.0, 666.0, 18.0], shoonya_0sLR1OP8H8SK7W, 5781619]
[ordered-list, [79.0, 985.0, 666.0, 18.0], shoonya_0sLR1OP8H8SK7W, 5781619]
[ordered-list, [79.0, 1003.0, 666.0, 18.0], shoonya_0sLR1OP8H8SK7W, 5781619]
[ordered-list, [79.0, 1021.0, 666.0, 18.0], shoonya_0sLR1OP8H8SK7W, 5781619]
[ordered-list, [79.0, 1039.0, 666.0, 18.0], shoonya_0sLR1OP8H8SK7W, 5781619]
[ordered-list, [79.0, 1057.0, 666.0, 18.0], shoonya_0sLR1OP8H8SK7W, 5781619]
[ordered-list, [79.0, 1075.0, 666.0, 18.0], shoonya_0sLR1OP8H8SK7W, 5781619]
[ordered-list, [79.0, 1093.0, 666.0, 18.0], shoonya_0sLR1OP8H8SK7W, 5781619]
[ordered-list, [79.0, 1111.0, 666.0, 18.0], shoonya_0sLR1OP8H8SK7W, 5781619]
[ordered-list, [79.0, 1129.0, 666.0, 18.0], shoonya_0sLR1OP8H8SK7W, 5781619]
[ordered-list, [79.0, 1147.0, 666.0, 18.0], shoonya_0sLR1OP8H8SK7W, 5781619]
[ordered-list, [79.0, 1165.0, 666.0, 18.0], shoonya_0sLR1OP8H8SK7W, 5781619]
[ordered-list, [79.0, 1183.0, 666.0, 18.0], shoonya_0sLR1OP8H8SK7W, 5781619]
[ordered-list, [79.0, 1201.0, 666.0, 18.0], shoonya_0sLR1OP8H8SK7W, 5781619]
[ordered-list, [79.0, 1219.0, 666.0, 18.0], shoonya_0sLR1OP8H8SK7W, 5781619]
[sub-ordered-list, [88.0, 1002.0, 650.0, 18.0], gnCY8tqrBr, 5781619]
[sub-ordered-list, [88.0, 1020.0, 650.0, 18.0], gnCY8tqrBr, 5781619]
[sub-ordered-list, [88.0, 1038.0, 650.0, 18.0], gnCY8tqrBr, 5781619]
[sub-ordered-list, [88.0, 1056.0, 650.0, 18.0], gnCY8tqrBr, 5781619]
[sub-ordered-list, [88.0, 1074.0, 650.0, 18.0], gnCY8tqrBr, 5781619]
[sub-ordered-list, [88.0, 1092.0, 650.0, 18.0], gnCY8tqrBr, 5781619]
[sub-ordered-list, [88.0, 1110.0, 650.0, 18.0], gnCY8tqrBr, 5781619]
[sub-ordered-list, [88.0, 1128.0, 650.0, 18.0], gnCY8tqrBr, 5781619]
