[1945, 1492]
[headline, [316.0, 169.0, 835.0, 37.5], shoonya_1sWDU8GDCNTKGQ, 5750061]
[paragraph, [202.0, 276.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 312.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 348.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 384.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 420.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 456.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 492.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 528.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 564.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 600.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 636.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 672.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 708.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 744.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 780.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 816.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 852.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 888.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 924.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 960.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 996.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 1032.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 1068.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 1104.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 1140.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 1176.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 1212.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 1248.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 1284.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [202.0, 1320.0, 1045.0, 36.0], shoonya_0sXH3YV9XWFGY8, 5750061]
[paragraph, [205.0, 1367.0, 1046.0, 36.0], shoonya_2sXDMZVYSFSRXU, 5750061]
[paragraph, [205.0, 1403.0, 1046.0, 36.0], shoonya_2sXDMZVYSFSRXU, 5750061]
[paragraph, [205.0, 1439.0, 1046.0, 36.0], shoonya_2sXDMZVYSFSRXU, 5750061]
[paragraph, [205.0, 1475.0, 1046.0, 36.0], shoonya_2sXDMZVYSFSRXU, 5750061]
[paragraph, [205.0, 1511.0, 1046.0, 36.0], shoonya_2sXDMZVYSFSRXU, 5750061]
[paragraph, [205.0, 1547.0, 1046.0, 36.0], shoonya_2sXDMZVYSFSRXU, 5750061]
[paragraph, [205.0, 1583.0, 1046.0, 36.0], shoonya_2sXDMZVYSFSRXU, 5750061]
[paragraph, [205.0, 1619.0, 1046.0, 36.0], shoonya_2sXDMZVYSFSRXU, 5750061]
