[2230, 1704]
[paragraph, [135.0, 132.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 168.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 204.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 240.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 276.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 312.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 348.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 384.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 420.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 456.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 492.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 528.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 564.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 600.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 636.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 672.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 708.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 744.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 780.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 816.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 852.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 888.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 924.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 960.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 996.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 1032.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 1068.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [135.0, 1104.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [957.0, 151.0, 733.0, 36.0], shoonya_4sCP6NQSS8TEST, 5654526]
[paragraph, [957.0, 187.0, 733.0, 36.0], shoonya_4sCP6NQSS8TEST, 5654526]
[paragraph, [957.0, 223.0, 733.0, 36.0], shoonya_4sCP6NQSS8TEST, 5654526]
[paragraph, [957.0, 259.0, 733.0, 36.0], shoonya_4sCP6NQSS8TEST, 5654526]
[paragraph, [957.0, 295.0, 733.0, 36.0], shoonya_4sCP6NQSS8TEST, 5654526]
[paragraph, [949.0, 353.0, 741.0, 36.0], shoonya_3sCIIQHMBESNKM, 5654526]
[paragraph, [949.0, 389.0, 741.0, 36.0], shoonya_3sCIIQHMBESNKM, 5654526]
[paragraph, [949.0, 425.0, 741.0, 36.0], shoonya_3sCIIQHMBESNKM, 5654526]
[paragraph, [949.0, 461.0, 741.0, 36.0], shoonya_3sCIIQHMBESNKM, 5654526]
[paragraph, [949.0, 497.0, 741.0, 36.0], shoonya_3sCIIQHMBESNKM, 5654526]
[paragraph, [949.0, 533.0, 741.0, 36.0], shoonya_3sCIIQHMBESNKM, 5654526]
[paragraph, [949.0, 569.0, 741.0, 36.0], shoonya_3sCIIQHMBESNKM, 5654526]
[paragraph, [949.0, 605.0, 741.0, 36.0], shoonya_3sCIIQHMBESNKM, 5654526]
[paragraph, [949.0, 641.0, 741.0, 36.0], shoonya_3sCIIQHMBESNKM, 5654526]
[paragraph, [949.0, 677.0, 741.0, 36.0], shoonya_3sCIIQHMBESNKM, 5654526]
[paragraph, [949.0, 713.0, 741.0, 36.0], shoonya_3sCIIQHMBESNKM, 5654526]
[paragraph, [949.0, 749.0, 741.0, 36.0], shoonya_3sCIIQHMBESNKM, 5654526]
[paragraph, [949.0, 785.0, 741.0, 36.0], shoonya_3sCIIQHMBESNKM, 5654526]
[paragraph, [949.0, 821.0, 741.0, 36.0], shoonya_3sCIIQHMBESNKM, 5654526]
[paragraph, [949.0, 857.0, 741.0, 36.0], shoonya_3sCIIQHMBESNKM, 5654526]
[paragraph, [949.0, 893.0, 741.0, 36.0], shoonya_3sCIIQHMBESNKM, 5654526]
[paragraph, [949.0, 929.0, 741.0, 36.0], shoonya_3sCIIQHMBESNKM, 5654526]
[contact-info, [1340.0, 1051.0, 355.0, 36.0], XfhA_N5G9y, 5654526]
[contact-info, [1340.0, 1087.0, 355.0, 36.0], XfhA_N5G9y, 5654526]
[contact-info, [1340.0, 1123.0, 355.0, 36.0], XfhA_N5G9y, 5654526]
[section-title, [504.0, 1209.0, 850.0, 52.5], shoonya_10sVT7BQ4I0TG5, 5654526]
[section-title, [504.0, 1261.5, 850.0, 52.5], shoonya_10sVT7BQ4I0TG5, 5654526]
[paragraph, [118.0, 1353.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [118.0, 1389.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [118.0, 1425.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [118.0, 1461.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [118.0, 1497.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [118.0, 1533.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [118.0, 1569.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [118.0, 1605.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [118.0, 1641.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [118.0, 1677.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [118.0, 1713.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [118.0, 1749.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [118.0, 1785.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [118.0, 1821.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [118.0, 1857.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [118.0, 1893.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [118.0, 1929.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [118.0, 1965.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [118.0, 2001.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [118.0, 2037.0, 772.0, 36.0], shoonya_0sTZ6IDQ7FTTM0, 5654526]
[paragraph, [933.0, 1387.0, 751.0, 36.0], shoonya_2sKAF0D4YUQMTP, 5654526]
