[1630, 1241]
[reference, [617.0, 156.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 192.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 228.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 264.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 300.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 336.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 372.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 408.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 444.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 480.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 516.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 552.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 588.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 624.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 660.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 696.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 732.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 768.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 804.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 840.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 876.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 912.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 948.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 984.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 1020.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 1056.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 1092.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 1128.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 1164.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 1200.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 1236.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 1272.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 1308.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 1344.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 1380.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 1416.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[reference, [617.0, 1452.0, 526.0, 36.0], shoonya_2sTDPXDA5YZEJO, 5778637]
[section-title, [90.0, 285.0, 499.0, 49.5], shoonya_5sSHXW633GZK50, 5778637]
[paragraph, [88.0, 368.0, 520.0, 36.0], shoonya_0sKWSHXC1YHESU, 5778637]
[paragraph, [88.0, 404.0, 520.0, 36.0], shoonya_0sKWSHXC1YHESU, 5778637]
[paragraph, [88.0, 440.0, 520.0, 36.0], shoonya_0sKWSHXC1YHESU, 5778637]
[paragraph, [88.0, 476.0, 520.0, 36.0], shoonya_0sKWSHXC1YHESU, 5778637]
[paragraph, [88.0, 512.0, 520.0, 36.0], shoonya_0sKWSHXC1YHESU, 5778637]
[paragraph, [88.0, 548.0, 520.0, 36.0], shoonya_0sKWSHXC1YHESU, 5778637]
[paragraph, [88.0, 584.0, 520.0, 36.0], shoonya_0sKWSHXC1YHESU, 5778637]
[paragraph, [88.0, 620.0, 520.0, 36.0], shoonya_0sKWSHXC1YHESU, 5778637]
[paragraph, [88.0, 656.0, 520.0, 36.0], shoonya_0sKWSHXC1YHESU, 5778637]
[paragraph, [88.0, 692.0, 520.0, 36.0], shoonya_0sKWSHXC1YHESU, 5778637]
[paragraph, [88.0, 728.0, 520.0, 36.0], shoonya_0sKWSHXC1YHESU, 5778637]
[paragraph, [88.0, 764.0, 520.0, 36.0], shoonya_0sKWSHXC1YHESU, 5778637]
[paragraph, [88.0, 800.0, 520.0, 36.0], shoonya_0sKWSHXC1YHESU, 5778637]
[paragraph, [88.0, 836.0, 520.0, 36.0], shoonya_0sKWSHXC1YHESU, 5778637]
[paragraph, [88.0, 872.0, 520.0, 36.0], shoonya_0sKWSHXC1YHESU, 5778637]
[paragraph, [88.0, 908.0, 520.0, 36.0], shoonya_0sKWSHXC1YHESU, 5778637]
[paragraph, [89.0, 992.0, 518.0, 36.0], shoonya_3sQ2SIVHO5N4I7, 5778637]
[paragraph, [89.0, 1028.0, 518.0, 36.0], shoonya_3sQ2SIVHO5N4I7, 5778637]
[paragraph, [89.0, 1064.0, 518.0, 36.0], shoonya_3sQ2SIVHO5N4I7, 5778637]
[paragraph, [89.0, 1128.0, 518.0, 36.0], shoonya_1s2I2R6O8TVJN1, 5778637]
[paragraph, [89.0, 1164.0, 518.0, 36.0], shoonya_1s2I2R6O8TVJN1, 5778637]
[paragraph, [89.0, 1200.0, 518.0, 36.0], shoonya_1s2I2R6O8TVJN1, 5778637]
[paragraph, [89.0, 1236.0, 518.0, 36.0], shoonya_1s2I2R6O8TVJN1, 5778637]
[paragraph, [89.0, 1272.0, 518.0, 36.0], shoonya_1s2I2R6O8TVJN1, 5778637]
[paragraph, [89.0, 1308.0, 518.0, 36.0], shoonya_1s2I2R6O8TVJN1, 5778637]
