[593, 394]
[section-title, [76.0, 68.0, 231.0, 30.0], shoonya_5sV86YVM056NGI, 6492043]
[paragraph, [35.0, 113.0, 315.0, 18.0], shoonya_3sRJOFEKKV3OP8, 6492043]
[paragraph, [35.0, 131.0, 315.0, 18.0], shoonya_3sRJOFEKKV3OP8, 6492043]
[paragraph, [35.0, 149.0, 315.0, 18.0], shoonya_3sRJOFEKKV3OP8, 6492043]
[paragraph, [35.0, 167.0, 315.0, 18.0], shoonya_3sRJOFEKKV3OP8, 6492043]
[paragraph, [35.0, 185.0, 315.0, 18.0], shoonya_3sRJOFEKKV3OP8, 6492043]
[paragraph, [36.0, 213.0, 310.0, 18.0], shoonya_0s428NYY370423, 6492043]
[paragraph, [36.0, 231.0, 310.0, 18.0], shoonya_0s428NYY370423, 6492043]
[paragraph, [36.0, 249.0, 310.0, 18.0], shoonya_0s428NYY370423, 6492043]
[paragraph, [35.0, 279.0, 309.0, 18.0], 9QfyaBBG08, 6492043]
[paragraph, [35.0, 297.0, 309.0, 18.0], 9QfyaBBG08, 6492043]
[paragraph, [34.0, 329.0, 312.0, 18.0], CXzPWehzps, 6492043]
[paragraph, [34.0, 347.0, 312.0, 18.0], CXzPWehzps, 6492043]
[paragraph, [34.0, 365.0, 312.0, 18.0], CXzPWehzps, 6492043]
[paragraph, [34.0, 383.0, 312.0, 18.0], CXzPWehzps, 6492043]
[paragraph, [34.0, 401.0, 312.0, 18.0], CXzPWehzps, 6492043]
[paragraph, [34.0, 419.0, 312.0, 18.0], CXzPWehzps, 6492043]
[paragraph, [34.0, 437.0, 312.0, 18.0], CXzPWehzps, 6492043]
[paragraph, [34.0, 455.0, 312.0, 18.0], CXzPWehzps, 6492043]
[paragraph, [34.0, 473.0, 312.0, 18.0], CXzPWehzps, 6492043]
[paragraph, [34.0, 491.0, 312.0, 18.0], CXzPWehzps, 6492043]
