[842, 596]
[section-title, [228.0, 101.0, 138.0, 30.0], YgVX9hNXBo, 6462486]
[sidebar, [419.0, 131.0, 95.0, 18.0], thJKg3w351, 6462486]
[sidebar, [428.0, 157.0, 85.0, 18.0], JR_Dmoxqpo, 6462486]
[ordered-list, [67.0, 179.0, 466.0, 18.0], MYxRhfn2k_, 6462486]
[ordered-list, [67.0, 197.0, 466.0, 18.0], MYxRhfn2k_, 6462486]
[ordered-list, [67.0, 215.0, 466.0, 18.0], MYxRhfn2k_, 6462486]
[ordered-list, [67.0, 233.0, 466.0, 18.0], MYxRhfn2k_, 6462486]
[ordered-list, [67.0, 251.0, 466.0, 18.0], MYxRhfn2k_, 6462486]
[ordered-list, [67.0, 269.0, 466.0, 18.0], MYxRhfn2k_, 6462486]
[ordered-list, [67.0, 287.0, 466.0, 18.0], MYxRhfn2k_, 6462486]
[ordered-list, [67.0, 305.0, 466.0, 18.0], MYxRhfn2k_, 6462486]
[ordered-list, [67.0, 323.0, 466.0, 18.0], MYxRhfn2k_, 6462486]
[ordered-list, [67.0, 341.0, 466.0, 18.0], MYxRhfn2k_, 6462486]
[ordered-list, [67.0, 359.0, 466.0, 18.0], MYxRhfn2k_, 6462486]
[ordered-list, [67.0, 377.0, 466.0, 18.0], MYxRhfn2k_, 6462486]
[ordered-list, [67.0, 395.0, 466.0, 18.0], MYxRhfn2k_, 6462486]
[folio, [66.0, 741.0, 68.0, 18.0], wdxGbAdXQL, 6462486]
