[1200, 825]
[paragraph, [139.0, 106.0, 541.0, 18.0], BuliEo52jo, 5691100]
[paragraph, [139.0, 124.0, 541.0, 18.0], BuliEo52jo, 5691100]
[paragraph, [139.0, 142.0, 541.0, 18.0], BuliEo52jo, 5691100]
[paragraph, [139.0, 160.0, 541.0, 18.0], BuliEo52jo, 5691100]
[paragraph, [139.0, 178.0, 541.0, 18.0], BuliEo52jo, 5691100]
[paragraph, [139.0, 196.0, 541.0, 18.0], BuliEo52jo, 5691100]
[paragraph, [139.0, 214.0, 541.0, 18.0], BuliEo52jo, 5691100]
[paragraph, [138.0, 241.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 259.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 277.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 295.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 313.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 331.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 349.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 367.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 385.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 403.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 421.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 439.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 457.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 475.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 493.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 511.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 529.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 547.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 565.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 583.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 601.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 619.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 637.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [138.0, 655.0, 547.0, 18.0], kZOj6_Fu4Q, 5691100]
[paragraph, [137.0, 692.0, 546.0, 18.0], FLBO1ARgs_, 5691100]
[paragraph, [137.0, 710.0, 546.0, 18.0], FLBO1ARgs_, 5691100]
[paragraph, [137.0, 728.0, 546.0, 18.0], FLBO1ARgs_, 5691100]
[paragraph, [137.0, 746.0, 546.0, 18.0], FLBO1ARgs_, 5691100]
[paragraph, [137.0, 764.0, 546.0, 18.0], FLBO1ARgs_, 5691100]
[paragraph, [137.0, 782.0, 546.0, 18.0], FLBO1ARgs_, 5691100]
[paragraph, [137.0, 800.0, 546.0, 18.0], FLBO1ARgs_, 5691100]
[paragraph, [137.0, 818.0, 546.0, 18.0], FLBO1ARgs_, 5691100]
[paragraph, [137.0, 836.0, 546.0, 18.0], FLBO1ARgs_, 5691100]
[paragraph, [137.0, 854.0, 546.0, 18.0], FLBO1ARgs_, 5691100]
[paragraph, [137.0, 872.0, 546.0, 18.0], FLBO1ARgs_, 5691100]
[paragraph, [137.0, 890.0, 546.0, 18.0], FLBO1ARgs_, 5691100]
[paragraph, [134.0, 924.0, 550.0, 18.0], 9JoUt87dNX, 5691100]
[paragraph, [134.0, 942.0, 550.0, 18.0], 9JoUt87dNX, 5691100]
[paragraph, [134.0, 960.0, 550.0, 18.0], 9JoUt87dNX, 5691100]
[paragraph, [134.0, 978.0, 550.0, 18.0], 9JoUt87dNX, 5691100]
[paragraph, [134.0, 996.0, 550.0, 18.0], 9JoUt87dNX, 5691100]
[paragraph, [134.0, 1014.0, 550.0, 18.0], 9JoUt87dNX, 5691100]
[paragraph, [14542.0, 69180.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69198.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69216.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69234.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69252.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69270.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69288.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69306.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69324.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69342.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69360.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
