[2200, 1700]
[section-title, [182.0, 184.0, 466.0, 52.5], vkUXT9oS7c, 5658835]
[paragraph, [176.0, 305.0, 1362.0, 36.0], shoonya_1sY2QH7SLPD9WJ, 5658835]
[paragraph, [176.0, 341.0, 1362.0, 36.0], shoonya_1sY2QH7SLPD9WJ, 5658835]
[paragraph, [176.0, 377.0, 1362.0, 36.0], shoonya_1sY2QH7SLPD9WJ, 5658835]
[paragraph, [176.0, 413.0, 1362.0, 36.0], shoonya_1sY2QH7SLPD9WJ, 5658835]
[paragraph, [176.0, 449.0, 1362.0, 36.0], shoonya_1sY2QH7SLPD9WJ, 5658835]
[section-title, [174.0, 543.0, 1080.0, 52.5], jPzd-uRbr2, 5658835]
[paragraph, [167.0, 657.0, 1363.0, 36.0], shoonya_3sDTG4SWS8ZSCT, 5658835]
[paragraph, [167.0, 693.0, 1363.0, 36.0], shoonya_3sDTG4SWS8ZSCT, 5658835]
[paragraph, [167.0, 729.0, 1363.0, 36.0], shoonya_3sDTG4SWS8ZSCT, 5658835]
[paragraph, [167.0, 765.0, 1363.0, 36.0], shoonya_3sDTG4SWS8ZSCT, 5658835]
[paragraph, [167.0, 801.0, 1363.0, 36.0], shoonya_3sDTG4SWS8ZSCT, 5658835]
[paragraph, [167.0, 837.0, 1363.0, 36.0], shoonya_3sDTG4SWS8ZSCT, 5658835]
[paragraph, [167.0, 873.0, 1363.0, 36.0], shoonya_3sDTG4SWS8ZSCT, 5658835]
[paragraph, [167.0, 909.0, 1363.0, 36.0], shoonya_3sDTG4SWS8ZSCT, 5658835]
[paragraph, [159.0, 984.0, 1373.0, 36.0], shoonya_2sM0UL6F9QB23U, 5658835]
[paragraph, [159.0, 1020.0, 1373.0, 36.0], shoonya_2sM0UL6F9QB23U, 5658835]
[paragraph, [159.0, 1056.0, 1373.0, 36.0], shoonya_2sM0UL6F9QB23U, 5658835]
[paragraph, [159.0, 1092.0, 1373.0, 36.0], shoonya_2sM0UL6F9QB23U, 5658835]
[paragraph, [159.0, 1128.0, 1373.0, 36.0], shoonya_2sM0UL6F9QB23U, 5658835]
[paragraph, [159.0, 1164.0, 1373.0, 36.0], shoonya_2sM0UL6F9QB23U, 5658835]
[section-title, [165.0, 1272.0, 730.0, 52.5], TRniyieBrK, 5658835]
[paragraph, [170.0, 1384.0, 1357.0, 36.0], shoonya_0sL8GG41N43EKL, 5658835]
[paragraph, [170.0, 1420.0, 1357.0, 36.0], shoonya_0sL8GG41N43EKL, 5658835]
[paragraph, [170.0, 1456.0, 1357.0, 36.0], shoonya_0sL8GG41N43EKL, 5658835]
[paragraph, [170.0, 1492.0, 1357.0, 36.0], shoonya_0sL8GG41N43EKL, 5658835]
[paragraph, [170.0, 1528.0, 1357.0, 36.0], shoonya_0sL8GG41N43EKL, 5658835]
[paragraph, [170.0, 1564.0, 1357.0, 36.0], shoonya_0sL8GG41N43EKL, 5658835]
[paragraph, [170.0, 1600.0, 1357.0, 36.0], shoonya_0sL8GG41N43EKL, 5658835]
[paragraph, [170.0, 1636.0, 1357.0, 36.0], shoonya_0sL8GG41N43EKL, 5658835]
[paragraph, [171.0, 1705.0, 1358.0, 36.0], shoonya_7sVC0293Z66P5H, 5658835]
[paragraph, [171.0, 1741.0, 1358.0, 36.0], shoonya_7sVC0293Z66P5H, 5658835]
[paragraph, [171.0, 1777.0, 1358.0, 36.0], shoonya_7sVC0293Z66P5H, 5658835]
[paragraph, [171.0, 1813.0, 1358.0, 36.0], shoonya_7sVC0293Z66P5H, 5658835]
[paragraph, [170.0, 1893.0, 930.0, 36.0], shoonya_6sI872FCMTB7OI, 5658835]
[paragraph, [170.0, 1929.0, 930.0, 36.0], shoonya_6sI872FCMTB7OI, 5658835]
