[2339, 1656]
[ordered-list, [188.0, 154.0, 1288.0, 36.0], shoonya_0sINIRC2RW4HXV, 5735565]
[ordered-list, [188.0, 190.0, 1288.0, 36.0], shoonya_0sINIRC2RW4HXV, 5735565]
[ordered-list, [188.0, 226.0, 1288.0, 36.0], shoonya_0sINIRC2RW4HXV, 5735565]
[ordered-list, [188.0, 262.0, 1288.0, 36.0], shoonya_0sINIRC2RW4HXV, 5735565]
[ordered-list, [188.0, 298.0, 1288.0, 36.0], shoonya_0sINIRC2RW4HXV, 5735565]
[ordered-list, [188.0, 334.0, 1288.0, 36.0], shoonya_0sINIRC2RW4HXV, 5735565]
[ordered-list, [188.0, 370.0, 1288.0, 36.0], shoonya_0sINIRC2RW4HXV, 5735565]
[ordered-list, [188.0, 406.0, 1288.0, 36.0], shoonya_0sINIRC2RW4HXV, 5735565]
[ordered-list, [188.0, 442.0, 1288.0, 36.0], shoonya_0sINIRC2RW4HXV, 5735565]
[ordered-list, [188.0, 478.0, 1288.0, 36.0], shoonya_0sINIRC2RW4HXV, 5735565]
[ordered-list, [188.0, 514.0, 1288.0, 36.0], shoonya_0sINIRC2RW4HXV, 5735565]
[ordered-list, [188.0, 550.0, 1288.0, 36.0], shoonya_0sINIRC2RW4HXV, 5735565]
[ordered-list, [188.0, 586.0, 1288.0, 36.0], shoonya_0sINIRC2RW4HXV, 5735565]
[ordered-list, [188.0, 622.0, 1288.0, 36.0], shoonya_0sINIRC2RW4HXV, 5735565]
[ordered-list, [188.0, 658.0, 1288.0, 36.0], shoonya_0sINIRC2RW4HXV, 5735565]
[paragraph, [192.0, 851.0, 1274.0, 36.0], shoonya_2sJB91BFB9QSDK, 5735565]
[paragraph, [192.0, 887.0, 1274.0, 36.0], shoonya_2sJB91BFB9QSDK, 5735565]
[paragraph, [192.0, 923.0, 1274.0, 36.0], shoonya_2sJB91BFB9QSDK, 5735565]
[paragraph, [192.0, 959.0, 1274.0, 36.0], shoonya_2sJB91BFB9QSDK, 5735565]
[paragraph, [192.0, 995.0, 1274.0, 36.0], shoonya_2sJB91BFB9QSDK, 5735565]
[paragraph, [192.0, 1031.0, 1274.0, 36.0], shoonya_2sJB91BFB9QSDK, 5735565]
[paragraph, [192.0, 1067.0, 1274.0, 36.0], shoonya_2sJB91BFB9QSDK, 5735565]
[paragraph, [188.0, 1248.0, 1277.0, 36.0], shoonya_3sYQ8EM35BKS4J, 5735565]
[paragraph, [188.0, 1284.0, 1277.0, 36.0], shoonya_3sYQ8EM35BKS4J, 5735565]
[paragraph, [188.0, 1320.0, 1277.0, 36.0], shoonya_3sYQ8EM35BKS4J, 5735565]
[paragraph, [188.0, 1356.0, 1277.0, 36.0], shoonya_3sYQ8EM35BKS4J, 5735565]
[paragraph, [188.0, 1392.0, 1277.0, 36.0], shoonya_3sYQ8EM35BKS4J, 5735565]
[paragraph, [188.0, 1428.0, 1277.0, 36.0], shoonya_3sYQ8EM35BKS4J, 5735565]
[unordered-list, [190.0, 1546.0, 1283.0, 36.0], shoonya_1sTBBCS9POXS8P, 5735565]
[unordered-list, [190.0, 1582.0, 1283.0, 36.0], shoonya_1sTBBCS9POXS8P, 5735565]
[unordered-list, [190.0, 1618.0, 1283.0, 36.0], shoonya_1sTBBCS9POXS8P, 5735565]
[unordered-list, [190.0, 1654.0, 1283.0, 36.0], shoonya_1sTBBCS9POXS8P, 5735565]
[unordered-list, [190.0, 1690.0, 1283.0, 36.0], shoonya_1sTBBCS9POXS8P, 5735565]
[unordered-list, [190.0, 1726.0, 1283.0, 36.0], shoonya_1sTBBCS9POXS8P, 5735565]
[unordered-list, [190.0, 1762.0, 1283.0, 36.0], shoonya_1sTBBCS9POXS8P, 5735565]
[unordered-list, [190.0, 1798.0, 1283.0, 36.0], shoonya_1sTBBCS9POXS8P, 5735565]
[unordered-list, [190.0, 1834.0, 1283.0, 36.0], shoonya_1sTBBCS9POXS8P, 5735565]
[unordered-list, [190.0, 1870.0, 1283.0, 36.0], shoonya_1sTBBCS9POXS8P, 5735565]
[unordered-list, [190.0, 1906.0, 1283.0, 36.0], shoonya_1sTBBCS9POXS8P, 5735565]
[unordered-list, [190.0, 1942.0, 1283.0, 36.0], shoonya_1sTBBCS9POXS8P, 5735565]
[unordered-list, [190.0, 1978.0, 1283.0, 36.0], shoonya_1sTBBCS9POXS8P, 5735565]
[unordered-list, [190.0, 2014.0, 1283.0, 36.0], shoonya_1sTBBCS9POXS8P, 5735565]
