[2164, 1428]
[folio, [137.0, 114.0, 182.0, 36.0], TeUikPLm1d, 5655140]
[paragraph, [135.0, 225.0, 1191.0, 36.0], shoonya_2sNDSAD6H6A7V3, 5655140]
[paragraph, [135.0, 261.0, 1191.0, 36.0], shoonya_2sNDSAD6H6A7V3, 5655140]
[paragraph, [135.0, 297.0, 1191.0, 36.0], shoonya_2sNDSAD6H6A7V3, 5655140]
[paragraph, [135.0, 333.0, 1191.0, 36.0], shoonya_2sNDSAD6H6A7V3, 5655140]
[paragraph, [131.0, 402.0, 1200.0, 36.0], shoonya_1sTU4OE4WQE88D, 5655140]
[paragraph, [131.0, 438.0, 1200.0, 36.0], shoonya_1sTU4OE4WQE88D, 5655140]
[paragraph, [131.0, 474.0, 1200.0, 36.0], shoonya_1sTU4OE4WQE88D, 5655140]
[paragraph, [131.0, 510.0, 1200.0, 36.0], shoonya_1sTU4OE4WQE88D, 5655140]
[paragraph, [131.0, 546.0, 1200.0, 36.0], shoonya_1sTU4OE4WQE88D, 5655140]
[paragraph, [131.0, 582.0, 1200.0, 36.0], shoonya_1sTU4OE4WQE88D, 5655140]
[paragraph, [136.0, 660.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 696.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 732.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 768.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 804.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 840.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 876.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 912.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 948.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 984.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1020.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1056.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1092.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1128.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1164.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1200.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1236.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1272.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1308.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1344.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1380.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1416.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1452.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1488.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1524.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1560.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1596.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1632.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1668.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1704.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1740.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1776.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1812.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1848.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1884.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1920.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1956.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 1992.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
[paragraph, [136.0, 2028.0, 1203.0, 36.0], shoonya_0sAPPWMH6VFRPY, 5655140]
