[3968, 2806]
[headline, [861.0, 350.0, 1040.0, 52.5], GLwedHm4jo, 5684444]
[headline, [861.0, 402.5, 1040.0, 52.5], GLwedHm4jo, 5684444]
[headline, [861.0, 455.0, 1040.0, 52.5], GLwedHm4jo, 5684444]
[headline, [861.0, 507.5, 1040.0, 52.5], GLwedHm4jo, 5684444]
[headline, [861.0, 560.0, 1040.0, 52.5], GLwedHm4jo, 5684444]
[headline, [861.0, 612.5, 1040.0, 52.5], GLwedHm4jo, 5684444]
[headline, [861.0, 665.0, 1040.0, 52.5], GLwedHm4jo, 5684444]
[headline, [861.0, 717.5, 1040.0, 52.5], GLwedHm4jo, 5684444]
[author, [1191.0, 816.0, 690.0, 52.5], eT7qHuvM6G, 5684444]
[author, [1191.0, 868.5, 690.0, 52.5], eT7qHuvM6G, 5684444]
[author, [1191.0, 921.0, 690.0, 52.5], eT7qHuvM6G, 5684444]
[paragraph, [1384.0, 1525.0, 1217.0, 52.5], shoonya_0sAAMMQG6N39GV, 5684444]
[paragraph, [1384.0, 1577.5, 1217.0, 52.5], shoonya_0sAAMMQG6N39GV, 5684444]
[paragraph, [1384.0, 1630.0, 1217.0, 52.5], shoonya_0sAAMMQG6N39GV, 5684444]
[paragraph, [1384.0, 1682.5, 1217.0, 52.5], shoonya_0sAAMMQG6N39GV, 5684444]
[paragraph, [1384.0, 1735.0, 1217.0, 52.5], shoonya_0sAAMMQG6N39GV, 5684444]
[paragraph, [1384.0, 1787.5, 1217.0, 52.5], shoonya_0sAAMMQG6N39GV, 5684444]
[paragraph, [1384.0, 1840.0, 1217.0, 52.5], shoonya_0sAAMMQG6N39GV, 5684444]
[paragraph, [1384.0, 1892.5, 1217.0, 52.5], shoonya_0sAAMMQG6N39GV, 5684444]
[paragraph, [1384.0, 1945.0, 1217.0, 52.5], shoonya_0sAAMMQG6N39GV, 5684444]
[paragraph, [1384.0, 1997.5, 1217.0, 52.5], shoonya_0sAAMMQG6N39GV, 5684444]
[paragraph, [1384.0, 2050.0, 1217.0, 52.5], shoonya_0sAAMMQG6N39GV, 5684444]
[paragraph, [1384.0, 2102.5, 1217.0, 52.5], shoonya_0sAAMMQG6N39GV, 5684444]
[paragraph, [1384.0, 2155.0, 1217.0, 52.5], shoonya_0sAAMMQG6N39GV, 5684444]
[paragraph, [1384.0, 2207.5, 1217.0, 52.5], shoonya_0sAAMMQG6N39GV, 5684444]
[paragraph, [1384.0, 2260.0, 1217.0, 52.5], shoonya_0sAAMMQG6N39GV, 5684444]
