[2640, 2040]
[folio, [1600.0, 122.0, 234.0, 46.5], 3iCtbz6OKn, 5694662]
[dateline, [1396.0, 130.0, 194.0, 64.5], PJALwSJCmI, 5694662]
[paragraph, [189.0, 247.0, 523.0, 46.5], shoonya_3s0Q4OYEXB1I64, 5694662]
[paragraph, [189.0, 293.5, 523.0, 46.5], shoonya_3s0Q4OYEXB1I64, 5694662]
[paragraph, [189.0, 340.0, 523.0, 46.5], shoonya_3s0Q4OYEXB1I64, 5694662]
[paragraph, [189.0, 386.5, 523.0, 46.5], shoonya_3s0Q4OYEXB1I64, 5694662]
[paragraph, [189.0, 433.0, 523.0, 46.5], shoonya_3s0Q4OYEXB1I64, 5694662]
[paragraph, [189.0, 479.5, 523.0, 46.5], shoonya_3s0Q4OYEXB1I64, 5694662]
[paragraph, [189.0, 526.0, 523.0, 46.5], shoonya_3s0Q4OYEXB1I64, 5694662]
[paragraph, [189.0, 572.5, 523.0, 46.5], shoonya_3s0Q4OYEXB1I64, 5694662]
[paragraph, [189.0, 619.0, 523.0, 46.5], shoonya_3s0Q4OYEXB1I64, 5694662]
[paragraph, [189.0, 665.5, 523.0, 46.5], shoonya_3s0Q4OYEXB1I64, 5694662]
[paragraph, [189.0, 712.0, 523.0, 46.5], shoonya_3s0Q4OYEXB1I64, 5694662]
[paragraph, [189.0, 758.5, 523.0, 46.5], shoonya_3s0Q4OYEXB1I64, 5694662]
[paragraph, [189.0, 805.0, 523.0, 46.5], shoonya_3s0Q4OYEXB1I64, 5694662]
[paragraph, [189.0, 851.5, 523.0, 46.5], shoonya_3s0Q4OYEXB1I64, 5694662]
[paragraph, [189.0, 898.0, 523.0, 46.5], shoonya_3s0Q4OYEXB1I64, 5694662]
[paragraph, [189.0, 944.5, 523.0, 46.5], shoonya_3s0Q4OYEXB1I64, 5694662]
[paragraph, [189.0, 991.0, 523.0, 46.5], shoonya_3s0Q4OYEXB1I64, 5694662]
[paragraph, [189.0, 1037.5, 523.0, 46.5], shoonya_3s0Q4OYEXB1I64, 5694662]
[paragraph, [189.0, 1084.0, 523.0, 46.5], shoonya_3s0Q4OYEXB1I64, 5694662]
[paragraph, [755.0, 248.0, 514.0, 46.5], shoonya_11sZ2KLJMZQND1, 5694662]
[paragraph, [755.0, 294.5, 514.0, 46.5], shoonya_11sZ2KLJMZQND1, 5694662]
[paragraph, [1319.0, 249.0, 514.0, 46.5], shoonya_8sS6WW8UGR2XA8, 5694662]
[paragraph, [1319.0, 295.5, 514.0, 46.5], shoonya_8sS6WW8UGR2XA8, 5694662]
[paragraph, [1317.0, 380.0, 523.0, 46.5], shoonya_4s0R450SGMGWBI, 5694662]
[paragraph, [1317.0, 426.5, 523.0, 46.5], shoonya_4s0R450SGMGWBI, 5694662]
[paragraph, [1317.0, 473.0, 523.0, 46.5], shoonya_4s0R450SGMGWBI, 5694662]
[paragraph, [1317.0, 519.5, 523.0, 46.5], shoonya_4s0R450SGMGWBI, 5694662]
[paragraph, [1317.0, 566.0, 523.0, 46.5], shoonya_4s0R450SGMGWBI, 5694662]
[paragraph, [1317.0, 612.5, 523.0, 46.5], shoonya_4s0R450SGMGWBI, 5694662]
[paragraph, [1317.0, 659.0, 523.0, 46.5], shoonya_4s0R450SGMGWBI, 5694662]
[paragraph, [1317.0, 705.5, 523.0, 46.5], shoonya_4s0R450SGMGWBI, 5694662]
[paragraph, [1317.0, 752.0, 523.0, 46.5], shoonya_4s0R450SGMGWBI, 5694662]
[paragraph, [1317.0, 798.5, 523.0, 46.5], shoonya_4s0R450SGMGWBI, 5694662]
[paragraph, [1317.0, 845.0, 523.0, 46.5], shoonya_4s0R450SGMGWBI, 5694662]
[paragraph, [1317.0, 891.5, 523.0, 46.5], shoonya_4s0R450SGMGWBI, 5694662]
[paragraph, [1317.0, 938.0, 523.0, 46.5], shoonya_4s0R450SGMGWBI, 5694662]
[paragraph, [757.0, 381.0, 526.0, 46.5], shoonya_2sDCB57X6QPPFR, 5694662]
[paragraph, [757.0, 427.5, 526.0, 46.5], shoonya_2sDCB57X6QPPFR, 5694662]
[paragraph, [757.0, 474.0, 526.0, 46.5], shoonya_2sDCB57X6QPPFR, 5694662]
[paragraph, [757.0, 520.5, 526.0, 46.5], shoonya_2sDCB57X6QPPFR, 5694662]
[paragraph, [757.0, 567.0, 526.0, 46.5], shoonya_2sDCB57X6QPPFR, 5694662]
[paragraph, [757.0, 613.5, 526.0, 46.5], shoonya_2sDCB57X6QPPFR, 5694662]
[paragraph, [757.0, 660.0, 526.0, 46.5], shoonya_2sDCB57X6QPPFR, 5694662]
[paragraph, [757.0, 706.5, 526.0, 46.5], shoonya_2sDCB57X6QPPFR, 5694662]
[paragraph, [757.0, 753.0, 526.0, 46.5], shoonya_2sDCB57X6QPPFR, 5694662]
[paragraph, [757.0, 799.5, 526.0, 46.5], shoonya_2sDCB57X6QPPFR, 5694662]
[paragraph, [757.0, 846.0, 526.0, 46.5], shoonya_2sDCB57X6QPPFR, 5694662]
[paragraph, [757.0, 892.5, 526.0, 46.5], shoonya_2sDCB57X6QPPFR, 5694662]
[paragraph, [757.0, 939.0, 526.0, 46.5], shoonya_2sDCB57X6QPPFR, 5694662]
[paragraph, [757.0, 985.5, 526.0, 46.5], shoonya_2sDCB57X6QPPFR, 5694662]
[paragraph, [757.0, 1032.0, 526.0, 46.5], shoonya_2sDCB57X6QPPFR, 5694662]
[paragraph, [757.0, 1078.5, 526.0, 46.5], shoonya_2sDCB57X6QPPFR, 5694662]
[author, [1396.0, 1060.0, 438.0, 46.5], shoonya_16sA5ZNLK45N01, 5694662]
[paragraph, [1319.0, 1246.0, 513.0, 46.5], shoonya_9s97IC0HBKOJ1R, 5694662]
[paragraph, [1319.0, 1292.5, 513.0, 46.5], shoonya_9s97IC0HBKOJ1R, 5694662]
[paragraph, [1319.0, 1339.0, 513.0, 46.5], shoonya_9s97IC0HBKOJ1R, 5694662]
[paragraph, [1319.0, 1385.5, 513.0, 46.5], shoonya_9s97IC0HBKOJ1R, 5694662]
[paragraph, [1319.0, 1432.0, 513.0, 46.5], shoonya_9s97IC0HBKOJ1R, 5694662]
[paragraph, [1319.0, 1478.5, 513.0, 46.5], shoonya_9s97IC0HBKOJ1R, 5694662]
[paragraph, [199.0, 1249.0, 502.0, 46.5], shoonya_12s9I3R58KDD90, 5694662]
[paragraph, [199.0, 1295.5, 502.0, 46.5], shoonya_12s9I3R58KDD90, 5694662]
[paragraph, [199.0, 1342.0, 502.0, 46.5], shoonya_12s9I3R58KDD90, 5694662]
[paragraph, [199.0, 1388.5, 502.0, 46.5], shoonya_12s9I3R58KDD90, 5694662]
[paragraph, [193.0, 1465.0, 506.0, 46.5], shoonya_5s8CI8RPPC2SFU, 5694662]
[paragraph, [193.0, 1511.5, 506.0, 46.5], shoonya_5s8CI8RPPC2SFU, 5694662]
[paragraph, [193.0, 1558.0, 506.0, 46.5], shoonya_5s8CI8RPPC2SFU, 5694662]
[paragraph, [193.0, 1604.5, 506.0, 46.5], shoonya_5s8CI8RPPC2SFU, 5694662]
[paragraph, [193.0, 1651.0, 506.0, 46.5], shoonya_5s8CI8RPPC2SFU, 5694662]
[paragraph, [193.0, 1697.5, 506.0, 46.5], shoonya_5s8CI8RPPC2SFU, 5694662]
[paragraph, [193.0, 1744.0, 506.0, 46.5], shoonya_5s8CI8RPPC2SFU, 5694662]
[paragraph, [193.0, 1790.5, 506.0, 46.5], shoonya_5s8CI8RPPC2SFU, 5694662]
[paragraph, [193.0, 1837.0, 506.0, 46.5], shoonya_5s8CI8RPPC2SFU, 5694662]
[paragraph, [1321.0, 1556.0, 518.0, 46.5], shoonya_10s96RDXGJCTPE, 5694662]
[paragraph, [1321.0, 1602.5, 518.0, 46.5], shoonya_10s96RDXGJCTPE, 5694662]
[paragraph, [1321.0, 1649.0, 518.0, 46.5], shoonya_10s96RDXGJCTPE, 5694662]
[paragraph, [1321.0, 1695.5, 518.0, 46.5], shoonya_10s96RDXGJCTPE, 5694662]
[paragraph, [1321.0, 1742.0, 518.0, 46.5], shoonya_10s96RDXGJCTPE, 5694662]
[paragraph, [1321.0, 1788.5, 518.0, 46.5], shoonya_10s96RDXGJCTPE, 5694662]
[paragraph, [1321.0, 1835.0, 518.0, 46.5], shoonya_10s96RDXGJCTPE, 5694662]
[paragraph, [1321.0, 1881.5, 518.0, 46.5], shoonya_10s96RDXGJCTPE, 5694662]
[paragraph, [1321.0, 1928.0, 518.0, 46.5], shoonya_10s96RDXGJCTPE, 5694662]
[paragraph, [1321.0, 1974.5, 518.0, 46.5], shoonya_10s96RDXGJCTPE, 5694662]
[paragraph, [195.0, 1897.0, 521.0, 46.5], shoonya_0sN4Y2ZEEFLM8P, 5694662]
[paragraph, [195.0, 1943.5, 521.0, 46.5], shoonya_0sN4Y2ZEEFLM8P, 5694662]
[paragraph, [195.0, 1990.0, 521.0, 46.5], shoonya_0sN4Y2ZEEFLM8P, 5694662]
[paragraph, [195.0, 2036.5, 521.0, 46.5], shoonya_0sN4Y2ZEEFLM8P, 5694662]
[paragraph, [195.0, 2083.0, 521.0, 46.5], shoonya_0sN4Y2ZEEFLM8P, 5694662]
[paragraph, [195.0, 2129.5, 521.0, 46.5], shoonya_0sN4Y2ZEEFLM8P, 5694662]
[paragraph, [195.0, 2176.0, 521.0, 46.5], shoonya_0sN4Y2ZEEFLM8P, 5694662]
[paragraph, [195.0, 2222.5, 521.0, 46.5], shoonya_0sN4Y2ZEEFLM8P, 5694662]
[paragraph, [195.0, 2269.0, 521.0, 46.5], shoonya_0sN4Y2ZEEFLM8P, 5694662]
[paragraph, [195.0, 2315.5, 521.0, 46.5], shoonya_0sN4Y2ZEEFLM8P, 5694662]
[paragraph, [195.0, 2362.0, 521.0, 46.5], shoonya_0sN4Y2ZEEFLM8P, 5694662]
[paragraph, [195.0, 2408.5, 521.0, 46.5], shoonya_0sN4Y2ZEEFLM8P, 5694662]
[paragraph, [195.0, 2455.0, 521.0, 46.5], shoonya_0sN4Y2ZEEFLM8P, 5694662]
[paragraph, [757.0, 1982.0, 479.0, 46.5], shoonya_14s4JTL9HCKJ8W, 5694662]
[paragraph, [1320.0, 2032.0, 520.0, 46.5], shoonya_6sNX5NPIE59XFC, 5694662]
[paragraph, [1320.0, 2078.5, 520.0, 46.5], shoonya_6sNX5NPIE59XFC, 5694662]
[paragraph, [1320.0, 2125.0, 520.0, 46.5], shoonya_6sNX5NPIE59XFC, 5694662]
[paragraph, [1320.0, 2171.5, 520.0, 46.5], shoonya_6sNX5NPIE59XFC, 5694662]
