[1447, 1093]
[headline, [186.0, 80.0, 698.0, 25.5], shoonya_2s8GMP3IXIJ5QK, 5716177]
[headline, [186.0, 105.5, 698.0, 25.5], shoonya_2s8GMP3IXIJ5QK, 5716177]
[headline, [186.0, 131.0, 698.0, 25.5], shoonya_2s8GMP3IXIJ5QK, 5716177]
[headline, [186.0, 156.5, 698.0, 25.5], shoonya_2s8GMP3IXIJ5QK, 5716177]
[sub-headline, [353.0, 189.0, 374.0, 25.5], shoonya_6sHJDH3KV8I2Z2, 5716177]
[sub-headline, [353.0, 214.5, 374.0, 25.5], shoonya_6sHJDH3KV8I2Z2, 5716177]
[figure-caption, [467.0, 502.0, 151.0, 18.0], xDC3LgSyqd, 5716177]
[figure-caption, [467.0, 520.0, 151.0, 18.0], xDC3LgSyqd, 5716177]
[figure-caption, [210.0, 506.0, 62.0, 18.0], 3gNyAxJBkV, 5716177]
[figure-caption, [210.0, 524.0, 62.0, 18.0], 3gNyAxJBkV, 5716177]
[figure-caption, [732.0, 511.0, 222.0, 18.0], shoonya_1sBQ6SBZ5BAYK5, 5716177]
[section-title, [324.0, 563.0, 437.0, 30.0], shoonya_0sZ3GHMAHJI1OE, 5716177]
[section-title, [324.0, 593.0, 437.0, 30.0], shoonya_0sZ3GHMAHJI1OE, 5716177]
[section-title, [324.0, 623.0, 437.0, 30.0], shoonya_0sZ3GHMAHJI1OE, 5716177]
[section-title, [324.0, 653.0, 437.0, 30.0], shoonya_0sZ3GHMAHJI1OE, 5716177]
[unordered-list, [270.0, 698.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 716.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 734.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 752.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 770.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 788.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 806.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 824.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 842.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 860.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 878.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 896.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 914.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 932.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 950.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 968.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 986.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 1004.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 1022.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 1040.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 1058.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 1076.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 1094.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 1112.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 1130.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 1148.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 1166.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 1184.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 1202.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 1220.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 1238.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[unordered-list, [270.0, 1256.0, 617.0, 18.0], 34iQ_sFALf, 5716177]
[sidebar, [830.0, 1280.0, 166.0, 18.0], shoonya_3s0K5WIZ9WHNFY, 5716177]
