[1625, 1211]
[sub-section-title, [115.0, 177.0, 635.0, 36.0], jvkzoe_qOb, 5742676]
[paragraph, [791.0, 242.0, 337.0, 36.0], oCiyfMc58X, 5742676]
[paragraph, [791.0, 278.0, 337.0, 36.0], oCiyfMc58X, 5742676]
[paragraph, [434.0, 246.0, 336.0, 36.0], shoonya_3sPBJG2NPQZCZP, 5742676]
[paragraph, [434.0, 282.0, 336.0, 36.0], shoonya_3sPBJG2NPQZCZP, 5742676]
[paragraph, [434.0, 318.0, 336.0, 36.0], shoonya_3sPBJG2NPQZCZP, 5742676]
[paragraph, [434.0, 354.0, 336.0, 36.0], shoonya_3sPBJG2NPQZCZP, 5742676]
[paragraph, [72.0, 248.0, 338.0, 36.0], shoonya_4sO4GI87T0Y2WU, 5742676]
[paragraph, [72.0, 284.0, 338.0, 36.0], shoonya_4sO4GI87T0Y2WU, 5742676]
[paragraph, [72.0, 320.0, 338.0, 36.0], shoonya_4sO4GI87T0Y2WU, 5742676]
[paragraph, [72.0, 356.0, 338.0, 36.0], shoonya_4sO4GI87T0Y2WU, 5742676]
[paragraph, [72.0, 392.0, 338.0, 36.0], shoonya_4sO4GI87T0Y2WU, 5742676]
[paragraph, [72.0, 428.0, 338.0, 36.0], shoonya_4sO4GI87T0Y2WU, 5742676]
[paragraph, [788.0, 325.0, 343.0, 36.0], TJt5f8AIw7, 5742676]
[paragraph, [788.0, 361.0, 343.0, 36.0], TJt5f8AIw7, 5742676]
[paragraph, [788.0, 397.0, 343.0, 36.0], TJt5f8AIw7, 5742676]
[paragraph, [788.0, 433.0, 343.0, 36.0], TJt5f8AIw7, 5742676]
[paragraph, [788.0, 469.0, 343.0, 36.0], TJt5f8AIw7, 5742676]
[paragraph, [788.0, 505.0, 343.0, 36.0], TJt5f8AIw7, 5742676]
[paragraph, [788.0, 541.0, 343.0, 36.0], TJt5f8AIw7, 5742676]
[paragraph, [788.0, 577.0, 343.0, 36.0], TJt5f8AIw7, 5742676]
[paragraph, [788.0, 613.0, 343.0, 36.0], TJt5f8AIw7, 5742676]
[paragraph, [788.0, 649.0, 343.0, 36.0], TJt5f8AIw7, 5742676]
[paragraph, [788.0, 685.0, 343.0, 36.0], TJt5f8AIw7, 5742676]
[paragraph, [788.0, 721.0, 343.0, 36.0], TJt5f8AIw7, 5742676]
[author, [479.0, 433.0, 225.0, 36.0], NYAVpWAOGE, 5742676]
[paragraph, [77.0, 498.0, 333.0, 36.0], uX5eywKpjJ, 5742676]
[paragraph, [77.0, 534.0, 333.0, 36.0], uX5eywKpjJ, 5742676]
[paragraph, [77.0, 570.0, 333.0, 36.0], uX5eywKpjJ, 5742676]
[paragraph, [77.0, 606.0, 333.0, 36.0], uX5eywKpjJ, 5742676]
[paragraph, [77.0, 642.0, 333.0, 36.0], uX5eywKpjJ, 5742676]
[paragraph, [77.0, 678.0, 333.0, 36.0], uX5eywKpjJ, 5742676]
[paragraph, [77.0, 714.0, 333.0, 36.0], uX5eywKpjJ, 5742676]
[paragraph, [77.0, 750.0, 333.0, 36.0], uX5eywKpjJ, 5742676]
[paragraph, [77.0, 786.0, 333.0, 36.0], uX5eywKpjJ, 5742676]
[paragraph, [431.0, 508.0, 339.0, 36.0], p7-H_M1cyL, 5742676]
[paragraph, [431.0, 544.0, 339.0, 36.0], p7-H_M1cyL, 5742676]
[paragraph, [431.0, 580.0, 339.0, 36.0], p7-H_M1cyL, 5742676]
[paragraph, [431.0, 616.0, 339.0, 36.0], p7-H_M1cyL, 5742676]
[paragraph, [431.0, 652.0, 339.0, 36.0], p7-H_M1cyL, 5742676]
[paragraph, [431.0, 688.0, 339.0, 36.0], p7-H_M1cyL, 5742676]
[paragraph, [431.0, 724.0, 339.0, 36.0], p7-H_M1cyL, 5742676]
[paragraph, [431.0, 760.0, 339.0, 36.0], p7-H_M1cyL, 5742676]
[paragraph, [431.0, 796.0, 339.0, 36.0], p7-H_M1cyL, 5742676]
[paragraph, [431.0, 832.0, 339.0, 36.0], p7-H_M1cyL, 5742676]
[paragraph, [431.0, 868.0, 339.0, 36.0], p7-H_M1cyL, 5742676]
[paragraph, [791.0, 774.0, 343.0, 36.0], shoonya_2s6F9QUIQBX7YS, 5742676]
[paragraph, [791.0, 810.0, 343.0, 36.0], shoonya_2s6F9QUIQBX7YS, 5742676]
[paragraph, [791.0, 846.0, 343.0, 36.0], shoonya_2s6F9QUIQBX7YS, 5742676]
[paragraph, [791.0, 882.0, 343.0, 36.0], shoonya_2s6F9QUIQBX7YS, 5742676]
[paragraph, [791.0, 918.0, 343.0, 36.0], shoonya_2s6F9QUIQBX7YS, 5742676]
[paragraph, [791.0, 954.0, 343.0, 36.0], shoonya_2s6F9QUIQBX7YS, 5742676]
[paragraph, [791.0, 990.0, 343.0, 36.0], shoonya_2s6F9QUIQBX7YS, 5742676]
[paragraph, [791.0, 1026.0, 343.0, 36.0], shoonya_2s6F9QUIQBX7YS, 5742676]
[paragraph, [791.0, 1062.0, 343.0, 36.0], shoonya_2s6F9QUIQBX7YS, 5742676]
