[4767, 3325]
[section-title, [1446.0, 827.0, 241.0, 93.0], 3xG-bwyHgM, 5709899]
[sub-section-title, [976.0, 1063.0, 1255.0, 73.5], Q7FQoog5zV, 5709899]
[sub-section-title, [976.0, 1136.5, 1255.0, 73.5], Q7FQoog5zV, 5709899]
[subsub-section-title, [1439.0, 1306.0, 217.0, 73.5], shoonya_0sNFX3A9O26AEV, 5709899]
[subsub-section-title, [1439.0, 1379.5, 217.0, 73.5], shoonya_0sNFX3A9O26AEV, 5709899]
[paragraph, [371.0, 1518.0, 1212.0, 52.5], eb_VQ9CMDJ, 5709899]
[paragraph, [371.0, 1570.5, 1212.0, 52.5], eb_VQ9CMDJ, 5709899]
[paragraph, [341.0, 1636.0, 2404.0, 52.5], M4Mf_onu_S, 5709899]
[paragraph, [341.0, 1688.5, 2404.0, 52.5], M4Mf_onu_S, 5709899]
[paragraph, [341.0, 1741.0, 2404.0, 52.5], M4Mf_onu_S, 5709899]
[paragraph, [341.0, 1793.5, 2404.0, 52.5], M4Mf_onu_S, 5709899]
[paragraph, [341.0, 1846.0, 2404.0, 52.5], M4Mf_onu_S, 5709899]
[paragraph, [341.0, 1898.5, 2404.0, 52.5], M4Mf_onu_S, 5709899]
[paragraph, [341.0, 1951.0, 2404.0, 52.5], M4Mf_onu_S, 5709899]
[paragraph, [341.0, 2003.5, 2404.0, 52.5], M4Mf_onu_S, 5709899]
[paragraph, [341.0, 2056.0, 2404.0, 52.5], M4Mf_onu_S, 5709899]
[paragraph, [341.0, 2111.0, 2404.0, 52.5], iINzOdVqqI, 5709899]
[paragraph, [341.0, 2163.5, 2404.0, 52.5], iINzOdVqqI, 5709899]
[paragraph, [341.0, 2216.0, 2404.0, 52.5], iINzOdVqqI, 5709899]
[paragraph, [341.0, 2268.5, 2404.0, 52.5], iINzOdVqqI, 5709899]
[quote, [588.0, 2353.0, 697.0, 52.5], RIIwJMsFq3, 5709899]
[quote, [588.0, 2405.5, 697.0, 52.5], RIIwJMsFq3, 5709899]
[paragraph, [1489.0, 2447.0, 1236.0, 52.5], 9FODeaPNLv, 5709899]
[paragraph, [1489.0, 2499.5, 1236.0, 52.5], 9FODeaPNLv, 5709899]
[paragraph, [1489.0, 2552.0, 1236.0, 52.5], 9FODeaPNLv, 5709899]
[quote, [583.0, 2482.0, 905.0, 52.5], Na3gaSo_tf, 5709899]
[quote, [583.0, 2534.5, 905.0, 52.5], Na3gaSo_tf, 5709899]
[paragraph, [371.0, 2610.0, 930.0, 52.5], DL16KZ_Hn0, 5709899]
[quote, [608.0, 2724.0, 1281.0, 52.5], vMbpruQZhv, 5709899]
[quote, [608.0, 2776.5, 1281.0, 52.5], vMbpruQZhv, 5709899]
[paragraph, [361.0, 2833.0, 2394.0, 52.5], -hd15UwvCI, 5709899]
[paragraph, [361.0, 2885.5, 2394.0, 52.5], -hd15UwvCI, 5709899]
[paragraph, [361.0, 2938.0, 2394.0, 52.5], -hd15UwvCI, 5709899]
[paragraph, [361.0, 2990.5, 2394.0, 52.5], -hd15UwvCI, 5709899]
[paragraph, [361.0, 3043.0, 2394.0, 52.5], -hd15UwvCI, 5709899]
[paragraph, [361.0, 3095.5, 2394.0, 52.5], -hd15UwvCI, 5709899]
[paragraph, [361.0, 3148.0, 2394.0, 52.5], -hd15UwvCI, 5709899]
[paragraph, [361.0, 3200.5, 2394.0, 52.5], -hd15UwvCI, 5709899]
[paragraph, [361.0, 3253.0, 2394.0, 52.5], -hd15UwvCI, 5709899]
[paragraph, [361.0, 3305.5, 2394.0, 52.5], -hd15UwvCI, 5709899]
[paragraph, [361.0, 3358.0, 2394.0, 52.5], -hd15UwvCI, 5709899]
[quote, [578.0, 3451.0, 316.0, 52.5], Z5stAu4y6g, 5709899]
[paragraph, [371.0, 3550.0, 2360.0, 52.5], ifEULyTOud, 5709899]
[paragraph, [371.0, 3602.5, 2360.0, 52.5], ifEULyTOud, 5709899]
[paragraph, [371.0, 3655.0, 2360.0, 52.5], ifEULyTOud, 5709899]
[paragraph, [371.0, 3707.5, 2360.0, 52.5], ifEULyTOud, 5709899]
[paragraph, [549.0, 3822.0, 1123.0, 52.5], NJt9a57a6M, 5709899]
[paragraph, [549.0, 3874.5, 1123.0, 52.5], NJt9a57a6M, 5709899]
[quote, [623.0, 3931.0, 974.0, 52.5], CyChm5rGaq, 5709899]
[quote, [623.0, 3983.5, 974.0, 52.5], CyChm5rGaq, 5709899]
[paragraph, [593.0, 4054.0, 2162.0, 52.5], YMXhmL9OST, 5709899]
[paragraph, [593.0, 4106.5, 2162.0, 52.5], YMXhmL9OST, 5709899]
