[1755, 1240]
[paragraph, [121.0, 135.0, 536.0, 36.0], shoonya_11sJRYETNEJ4ZJ, 5771939]
[paragraph, [121.0, 171.0, 536.0, 36.0], shoonya_11sJRYETNEJ4ZJ, 5771939]
[paragraph, [121.0, 207.0, 536.0, 36.0], shoonya_11sJRYETNEJ4ZJ, 5771939]
[paragraph, [121.0, 243.0, 536.0, 36.0], shoonya_11sJRYETNEJ4ZJ, 5771939]
[paragraph, [119.0, 304.0, 539.0, 36.0], shoonya_5sNR21KST0FXKU, 5771939]
[paragraph, [119.0, 340.0, 539.0, 36.0], shoonya_5sNR21KST0FXKU, 5771939]
[paragraph, [119.0, 376.0, 539.0, 36.0], shoonya_5sNR21KST0FXKU, 5771939]
[paragraph, [119.0, 412.0, 539.0, 36.0], shoonya_5sNR21KST0FXKU, 5771939]
[paragraph, [119.0, 448.0, 539.0, 36.0], shoonya_5sNR21KST0FXKU, 5771939]
[paragraph, [119.0, 484.0, 539.0, 36.0], shoonya_5sNR21KST0FXKU, 5771939]
[paragraph, [119.0, 520.0, 539.0, 36.0], shoonya_5sNR21KST0FXKU, 5771939]
[paragraph, [119.0, 556.0, 539.0, 36.0], shoonya_5sNR21KST0FXKU, 5771939]
[paragraph, [665.0, 508.0, 535.0, 36.0], shoonya_6sKQEANK6PN3AS, 5771939]
[paragraph, [665.0, 544.0, 535.0, 36.0], shoonya_6sKQEANK6PN3AS, 5771939]
[paragraph, [665.0, 580.0, 535.0, 36.0], shoonya_6sKQEANK6PN3AS, 5771939]
[paragraph, [665.0, 616.0, 535.0, 36.0], shoonya_6sKQEANK6PN3AS, 5771939]
[paragraph, [665.0, 652.0, 535.0, 36.0], shoonya_6sKQEANK6PN3AS, 5771939]
[paragraph, [665.0, 688.0, 535.0, 36.0], shoonya_6sKQEANK6PN3AS, 5771939]
[paragraph, [665.0, 724.0, 535.0, 36.0], shoonya_6sKQEANK6PN3AS, 5771939]
[paragraph, [118.0, 622.0, 540.0, 36.0], shoonya_10sPQK63HEAHNQ, 5771939]
[paragraph, [120.0, 690.0, 538.0, 36.0], shoonya_7s5J8HDJ6XYKA4, 5771939]
[paragraph, [120.0, 726.0, 538.0, 36.0], shoonya_7s5J8HDJ6XYKA4, 5771939]
[paragraph, [120.0, 762.0, 538.0, 36.0], shoonya_7s5J8HDJ6XYKA4, 5771939]
[paragraph, [120.0, 798.0, 538.0, 36.0], shoonya_7s5J8HDJ6XYKA4, 5771939]
[paragraph, [120.0, 834.0, 538.0, 36.0], shoonya_7s5J8HDJ6XYKA4, 5771939]
[paragraph, [664.0, 794.0, 534.0, 36.0], shoonya_0sFR6I5IFBLLRM, 5771939]
[paragraph, [664.0, 830.0, 534.0, 36.0], shoonya_0sFR6I5IFBLLRM, 5771939]
[paragraph, [664.0, 866.0, 534.0, 36.0], shoonya_0sFR6I5IFBLLRM, 5771939]
[paragraph, [664.0, 902.0, 534.0, 36.0], shoonya_0sFR6I5IFBLLRM, 5771939]
[paragraph, [664.0, 938.0, 534.0, 36.0], shoonya_0sFR6I5IFBLLRM, 5771939]
[paragraph, [664.0, 974.0, 534.0, 36.0], shoonya_0sFR6I5IFBLLRM, 5771939]
[paragraph, [664.0, 1010.0, 534.0, 36.0], shoonya_0sFR6I5IFBLLRM, 5771939]
[paragraph, [117.0, 885.0, 539.0, 36.0], shoonya_1sZAR4293YQK5Y, 5771939]
[paragraph, [117.0, 921.0, 539.0, 36.0], shoonya_1sZAR4293YQK5Y, 5771939]
[paragraph, [117.0, 957.0, 539.0, 36.0], shoonya_1sZAR4293YQK5Y, 5771939]
[paragraph, [117.0, 993.0, 539.0, 36.0], shoonya_1sZAR4293YQK5Y, 5771939]
[paragraph, [117.0, 1029.0, 539.0, 36.0], shoonya_1sZAR4293YQK5Y, 5771939]
[paragraph, [117.0, 1065.0, 539.0, 36.0], shoonya_1sZAR4293YQK5Y, 5771939]
[paragraph, [117.0, 1101.0, 539.0, 36.0], shoonya_1sZAR4293YQK5Y, 5771939]
[paragraph, [665.0, 1054.0, 533.0, 36.0], shoonya_4sEZMA87GTVIAD, 5771939]
[paragraph, [665.0, 1090.0, 533.0, 36.0], shoonya_4sEZMA87GTVIAD, 5771939]
[paragraph, [665.0, 1126.0, 533.0, 36.0], shoonya_4sEZMA87GTVIAD, 5771939]
[paragraph, [665.0, 1162.0, 533.0, 36.0], shoonya_4sEZMA87GTVIAD, 5771939]
[paragraph, [665.0, 1198.0, 533.0, 36.0], shoonya_4sEZMA87GTVIAD, 5771939]
[paragraph, [119.0, 1171.0, 538.0, 36.0], shoonya_2sS7ZHED3LW8J0, 5771939]
[paragraph, [119.0, 1207.0, 538.0, 36.0], shoonya_2sS7ZHED3LW8J0, 5771939]
[paragraph, [119.0, 1243.0, 538.0, 36.0], shoonya_2sS7ZHED3LW8J0, 5771939]
[paragraph, [119.0, 1279.0, 538.0, 36.0], shoonya_2sS7ZHED3LW8J0, 5771939]
[paragraph, [119.0, 1315.0, 538.0, 36.0], shoonya_2sS7ZHED3LW8J0, 5771939]
[paragraph, [119.0, 1351.0, 538.0, 36.0], shoonya_2sS7ZHED3LW8J0, 5771939]
[paragraph, [665.0, 1244.0, 533.0, 36.0], shoonya_8sJA3ZSAYRJLJ8, 5771939]
[paragraph, [665.0, 1280.0, 533.0, 36.0], shoonya_8sJA3ZSAYRJLJ8, 5771939]
[paragraph, [665.0, 1316.0, 533.0, 36.0], shoonya_8sJA3ZSAYRJLJ8, 5771939]
[paragraph, [665.0, 1352.0, 533.0, 36.0], shoonya_8sJA3ZSAYRJLJ8, 5771939]
[paragraph, [665.0, 1388.0, 533.0, 36.0], shoonya_8sJA3ZSAYRJLJ8, 5771939]
[paragraph, [119.0, 1397.0, 537.0, 36.0], shoonya_9sAGUBTVDI6EZC, 5771939]
[paragraph, [119.0, 1433.0, 537.0, 36.0], shoonya_9sAGUBTVDI6EZC, 5771939]
[paragraph, [119.0, 1469.0, 537.0, 36.0], shoonya_9sAGUBTVDI6EZC, 5771939]
