[1755, 1240]
[headline, [442.0, 223.0, 404.0, 37.5], shoonya_9s4DCJBN2VJIEU, 6471524]
[headline, [442.0, 260.5, 404.0, 37.5], shoonya_9s4DCJBN2VJIEU, 6471524]
[sidebar, [57.0, 333.0, 180.0, 36.0], MemVE-YnJ2, 6471524]
[paragraph, [444.0, 342.0, 361.0, 36.0], shoonya_3sKR4TDHS10N70, 6471524]
[paragraph, [444.0, 378.0, 361.0, 36.0], shoonya_3sKR4TDHS10N70, 6471524]
[paragraph, [444.0, 414.0, 361.0, 36.0], shoonya_3sKR4TDHS10N70, 6471524]
[paragraph, [444.0, 450.0, 361.0, 36.0], shoonya_3sKR4TDHS10N70, 6471524]
[paragraph, [444.0, 486.0, 361.0, 36.0], shoonya_3sKR4TDHS10N70, 6471524]
[paragraph, [444.0, 522.0, 361.0, 36.0], shoonya_3sKR4TDHS10N70, 6471524]
[paragraph, [444.0, 558.0, 361.0, 36.0], shoonya_3sKR4TDHS10N70, 6471524]
[paragraph, [444.0, 594.0, 361.0, 36.0], shoonya_3sKR4TDHS10N70, 6471524]
[paragraph, [810.0, 343.0, 369.0, 36.0], shoonya_1sTN1WWIF964PJ, 6471524]
[paragraph, [810.0, 379.0, 369.0, 36.0], shoonya_1sTN1WWIF964PJ, 6471524]
[paragraph, [59.0, 401.0, 367.0, 36.0], shoonya_0sSSTQLVDHH9JX, 6471524]
[paragraph, [59.0, 437.0, 367.0, 36.0], shoonya_0sSSTQLVDHH9JX, 6471524]
[paragraph, [59.0, 473.0, 367.0, 36.0], shoonya_0sSSTQLVDHH9JX, 6471524]
[paragraph, [59.0, 509.0, 367.0, 36.0], shoonya_0sSSTQLVDHH9JX, 6471524]
[paragraph, [59.0, 545.0, 367.0, 36.0], shoonya_0sSSTQLVDHH9JX, 6471524]
[paragraph, [59.0, 581.0, 367.0, 36.0], shoonya_0sSSTQLVDHH9JX, 6471524]
[paragraph, [59.0, 617.0, 367.0, 36.0], shoonya_0sSSTQLVDHH9JX, 6471524]
[paragraph, [59.0, 653.0, 367.0, 36.0], shoonya_0sSSTQLVDHH9JX, 6471524]
[paragraph, [59.0, 689.0, 367.0, 36.0], shoonya_0sSSTQLVDHH9JX, 6471524]
[paragraph, [59.0, 725.0, 367.0, 36.0], shoonya_0sSSTQLVDHH9JX, 6471524]
[paragraph, [59.0, 761.0, 367.0, 36.0], shoonya_0sSSTQLVDHH9JX, 6471524]
[paragraph, [59.0, 797.0, 367.0, 36.0], shoonya_0sSSTQLVDHH9JX, 6471524]
[paragraph, [59.0, 833.0, 367.0, 36.0], shoonya_0sSSTQLVDHH9JX, 6471524]
[paragraph, [59.0, 869.0, 367.0, 36.0], shoonya_0sSSTQLVDHH9JX, 6471524]
[paragraph, [59.0, 905.0, 367.0, 36.0], shoonya_0sSSTQLVDHH9JX, 6471524]
[paragraph, [59.0, 941.0, 367.0, 36.0], shoonya_0sSSTQLVDHH9JX, 6471524]
[paragraph, [816.0, 436.0, 356.0, 36.0], W6uPmLMkjy, 6471524]
