[3509, 2480]
[paragraph, [341.0, 393.0, 1872.0, 52.5], 9EF7sbq-wX, 5724391]
[paragraph, [341.0, 445.5, 1872.0, 52.5], 9EF7sbq-wX, 5724391]
[paragraph, [341.0, 498.0, 1872.0, 52.5], 9EF7sbq-wX, 5724391]
[paragraph, [341.0, 550.5, 1872.0, 52.5], 9EF7sbq-wX, 5724391]
[paragraph, [341.0, 603.0, 1872.0, 52.5], 9EF7sbq-wX, 5724391]
[paragraph, [341.0, 655.5, 1872.0, 52.5], 9EF7sbq-wX, 5724391]
[paragraph, [341.0, 708.0, 1872.0, 52.5], 9EF7sbq-wX, 5724391]
[paragraph, [341.0, 760.5, 1872.0, 52.5], 9EF7sbq-wX, 5724391]
[paragraph, [341.0, 813.0, 1872.0, 52.5], 9EF7sbq-wX, 5724391]
[paragraph, [341.0, 865.5, 1872.0, 52.5], 9EF7sbq-wX, 5724391]
[paragraph, [341.0, 918.0, 1872.0, 52.5], 9EF7sbq-wX, 5724391]
[paragraph, [341.0, 970.5, 1872.0, 52.5], 9EF7sbq-wX, 5724391]
[paragraph, [341.0, 1023.0, 1872.0, 52.5], 9EF7sbq-wX, 5724391]
[paragraph, [347.0, 1146.0, 1828.0, 52.5], 5P1sJdw-w5, 5724391]
[paragraph, [347.0, 1198.5, 1828.0, 52.5], 5P1sJdw-w5, 5724391]
[paragraph, [347.0, 1251.0, 1828.0, 52.5], 5P1sJdw-w5, 5724391]
[paragraph, [347.0, 1303.5, 1828.0, 52.5], 5P1sJdw-w5, 5724391]
[paragraph, [347.0, 1356.0, 1828.0, 52.5], 5P1sJdw-w5, 5724391]
[paragraph, [347.0, 1408.5, 1828.0, 52.5], 5P1sJdw-w5, 5724391]
[paragraph, [347.0, 1461.0, 1828.0, 52.5], 5P1sJdw-w5, 5724391]
[paragraph, [347.0, 1513.5, 1828.0, 52.5], 5P1sJdw-w5, 5724391]
[paragraph, [347.0, 1566.0, 1828.0, 52.5], 5P1sJdw-w5, 5724391]
[paragraph, [347.0, 1618.5, 1828.0, 52.5], 5P1sJdw-w5, 5724391]
[paragraph, [347.0, 1671.0, 1828.0, 52.5], 5P1sJdw-w5, 5724391]
[paragraph, [496.0, 1782.0, 1240.0, 52.5], Pa84mdyY2Z, 5724391]
[paragraph, [496.0, 1834.5, 1240.0, 52.5], Pa84mdyY2Z, 5724391]
[paragraph, [496.0, 1887.0, 1240.0, 52.5], Pa84mdyY2Z, 5724391]
[paragraph, [347.0, 2002.0, 1816.0, 52.5], 5r_GzF4npV, 5724391]
[paragraph, [347.0, 2054.5, 1816.0, 52.5], 5r_GzF4npV, 5724391]
[paragraph, [347.0, 2107.0, 1816.0, 52.5], 5r_GzF4npV, 5724391]
[paragraph, [347.0, 2159.5, 1816.0, 52.5], 5r_GzF4npV, 5724391]
[paragraph, [347.0, 2212.0, 1816.0, 52.5], 5r_GzF4npV, 5724391]
[paragraph, [347.0, 2264.5, 1816.0, 52.5], 5r_GzF4npV, 5724391]
[paragraph, [347.0, 2317.0, 1816.0, 52.5], 5r_GzF4npV, 5724391]
[paragraph, [347.0, 2369.5, 1816.0, 52.5], 5r_GzF4npV, 5724391]
[paragraph, [347.0, 2422.0, 1816.0, 52.5], 5r_GzF4npV, 5724391]
[paragraph, [347.0, 2474.5, 1816.0, 52.5], 5r_GzF4npV, 5724391]
[paragraph, [347.0, 2527.0, 1816.0, 52.5], 5r_GzF4npV, 5724391]
[paragraph, [347.0, 2579.5, 1816.0, 52.5], 5r_GzF4npV, 5724391]
[paragraph, [347.0, 2632.0, 1816.0, 52.5], 5r_GzF4npV, 5724391]
[paragraph, [347.0, 2684.5, 1816.0, 52.5], 5r_GzF4npV, 5724391]
[paragraph, [347.0, 2737.0, 1816.0, 52.5], 5r_GzF4npV, 5724391]
[paragraph, [465.0, 2833.0, 864.0, 52.5], x4gMcuK7jv, 5724391]
[paragraph, [465.0, 2885.5, 864.0, 52.5], x4gMcuK7jv, 5724391]
[paragraph, [465.0, 2938.0, 864.0, 52.5], x4gMcuK7jv, 5724391]
[paragraph, [465.0, 2990.5, 864.0, 52.5], x4gMcuK7jv, 5724391]
