[3778, 2310]
[paragraph, [35.0, 305.0, 2177.0, 52.5], shoonya_0sNYQM8CDFBX9E, 5720135]
[paragraph, [35.0, 357.5, 2177.0, 52.5], shoonya_0sNYQM8CDFBX9E, 5720135]
[paragraph, [35.0, 410.0, 2177.0, 52.5], shoonya_0sNYQM8CDFBX9E, 5720135]
[paragraph, [35.0, 462.5, 2177.0, 52.5], shoonya_0sNYQM8CDFBX9E, 5720135]
[paragraph, [35.0, 515.0, 2177.0, 52.5], shoonya_0sNYQM8CDFBX9E, 5720135]
[paragraph, [35.0, 567.5, 2177.0, 52.5], shoonya_0sNYQM8CDFBX9E, 5720135]
[paragraph, [54.0, 676.0, 2159.0, 52.5], DZa6J9ogUF, 5720135]
[paragraph, [54.0, 728.5, 2159.0, 52.5], DZa6J9ogUF, 5720135]
[paragraph, [54.0, 781.0, 2159.0, 52.5], DZa6J9ogUF, 5720135]
[paragraph, [54.0, 833.5, 2159.0, 52.5], DZa6J9ogUF, 5720135]
[paragraph, [54.0, 886.0, 2159.0, 52.5], DZa6J9ogUF, 5720135]
[paragraph, [54.0, 938.5, 2159.0, 52.5], DZa6J9ogUF, 5720135]
[paragraph, [54.0, 991.0, 2159.0, 52.5], DZa6J9ogUF, 5720135]
[paragraph, [54.0, 1043.5, 2159.0, 52.5], DZa6J9ogUF, 5720135]
[paragraph, [54.0, 1096.0, 2159.0, 52.5], DZa6J9ogUF, 5720135]
[paragraph, [54.0, 1148.5, 2159.0, 52.5], DZa6J9ogUF, 5720135]
[paragraph, [54.0, 1201.0, 2159.0, 52.5], DZa6J9ogUF, 5720135]
[paragraph, [49.0, 1300.0, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 1352.5, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 1405.0, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 1457.5, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 1510.0, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 1562.5, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 1615.0, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 1667.5, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 1720.0, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 1772.5, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 1825.0, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 1877.5, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 1930.0, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 1982.5, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 2035.0, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 2087.5, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 2140.0, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 2192.5, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 2245.0, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 2297.5, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 2350.0, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 2402.5, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 2455.0, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 2507.5, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 2560.0, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 2612.5, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 2665.0, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 2717.5, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 2770.0, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 2822.5, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 2875.0, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 2927.5, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 2980.0, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [49.0, 3032.5, 2174.0, 52.5], ZlNavUTRN_, 5720135]
[paragraph, [40.0, 3124.0, 2203.0, 52.5], OpvR6ZeQBR, 5720135]
[paragraph, [40.0, 3176.5, 2203.0, 52.5], OpvR6ZeQBR, 5720135]
[paragraph, [40.0, 3229.0, 2203.0, 52.5], OpvR6ZeQBR, 5720135]
[paragraph, [40.0, 3281.5, 2203.0, 52.5], OpvR6ZeQBR, 5720135]
[paragraph, [40.0, 3334.0, 2203.0, 52.5], OpvR6ZeQBR, 5720135]
[paragraph, [40.0, 3386.5, 2203.0, 52.5], OpvR6ZeQBR, 5720135]
[paragraph, [40.0, 3439.0, 2203.0, 52.5], OpvR6ZeQBR, 5720135]
[paragraph, [40.0, 3491.5, 2203.0, 52.5], OpvR6ZeQBR, 5720135]
[paragraph, [40.0, 3544.0, 2203.0, 52.5], OpvR6ZeQBR, 5720135]
