[2067, 1567]
[folio, [185.0, 195.0, 301.0, 36.0], djsKp1JMAj, 5735839]
[folio, [1248.0, 195.0, 123.0, 36.0], TgK9UKX82X, 5735839]
[paragraph, [191.0, 251.0, 579.0, 36.0], shoonya_1sYIH4X45YMGCD, 5735839]
[paragraph, [191.0, 287.0, 579.0, 36.0], shoonya_1sYIH4X45YMGCD, 5735839]
[paragraph, [191.0, 323.0, 579.0, 36.0], shoonya_1sYIH4X45YMGCD, 5735839]
[paragraph, [191.0, 359.0, 579.0, 36.0], shoonya_1sYIH4X45YMGCD, 5735839]
[paragraph, [191.0, 395.0, 579.0, 36.0], shoonya_1sYIH4X45YMGCD, 5735839]
[paragraph, [191.0, 431.0, 579.0, 36.0], shoonya_1sYIH4X45YMGCD, 5735839]
[paragraph, [191.0, 467.0, 579.0, 36.0], shoonya_1sYIH4X45YMGCD, 5735839]
[paragraph, [191.0, 503.0, 579.0, 36.0], shoonya_1sYIH4X45YMGCD, 5735839]
[paragraph, [191.0, 539.0, 579.0, 36.0], shoonya_1sYIH4X45YMGCD, 5735839]
[paragraph, [191.0, 575.0, 579.0, 36.0], shoonya_1sYIH4X45YMGCD, 5735839]
[paragraph, [191.0, 611.0, 579.0, 36.0], shoonya_1sYIH4X45YMGCD, 5735839]
[paragraph, [191.0, 647.0, 579.0, 36.0], shoonya_1sYIH4X45YMGCD, 5735839]
[paragraph, [191.0, 683.0, 579.0, 36.0], shoonya_1sYIH4X45YMGCD, 5735839]
[paragraph, [191.0, 719.0, 579.0, 36.0], shoonya_1sYIH4X45YMGCD, 5735839]
[paragraph, [191.0, 755.0, 579.0, 36.0], shoonya_1sYIH4X45YMGCD, 5735839]
[paragraph, [1047.0, 254.0, 333.0, 36.0], shoonya_4s6LTPXNJFH4GL, 5735839]
[paragraph, [1047.0, 290.0, 333.0, 36.0], shoonya_4s6LTPXNJFH4GL, 5735839]
[paragraph, [1047.0, 326.0, 333.0, 36.0], shoonya_4s6LTPXNJFH4GL, 5735839]
[paragraph, [1047.0, 362.0, 333.0, 36.0], shoonya_4s6LTPXNJFH4GL, 5735839]
[paragraph, [1047.0, 398.0, 333.0, 36.0], shoonya_4s6LTPXNJFH4GL, 5735839]
[paragraph, [1047.0, 434.0, 333.0, 36.0], shoonya_4s6LTPXNJFH4GL, 5735839]
[paragraph, [1047.0, 470.0, 333.0, 36.0], shoonya_4s6LTPXNJFH4GL, 5735839]
[paragraph, [1047.0, 506.0, 333.0, 36.0], shoonya_4s6LTPXNJFH4GL, 5735839]
[paragraph, [1047.0, 542.0, 333.0, 36.0], shoonya_4s6LTPXNJFH4GL, 5735839]
[paragraph, [791.0, 606.0, 581.0, 36.0], shoonya_3sOWEBA2WGCW1M, 5735839]
[paragraph, [791.0, 642.0, 581.0, 36.0], shoonya_3sOWEBA2WGCW1M, 5735839]
[paragraph, [791.0, 678.0, 581.0, 36.0], shoonya_3sOWEBA2WGCW1M, 5735839]
[paragraph, [791.0, 714.0, 581.0, 36.0], shoonya_3sOWEBA2WGCW1M, 5735839]
[paragraph, [791.0, 750.0, 581.0, 36.0], shoonya_3sOWEBA2WGCW1M, 5735839]
[paragraph, [791.0, 786.0, 581.0, 36.0], shoonya_3sOWEBA2WGCW1M, 5735839]
[paragraph, [791.0, 822.0, 581.0, 36.0], shoonya_3sOWEBA2WGCW1M, 5735839]
[paragraph, [791.0, 858.0, 581.0, 36.0], shoonya_3sOWEBA2WGCW1M, 5735839]
[paragraph, [791.0, 894.0, 581.0, 36.0], shoonya_3sOWEBA2WGCW1M, 5735839]
[paragraph, [791.0, 930.0, 581.0, 36.0], shoonya_3sOWEBA2WGCW1M, 5735839]
[paragraph, [791.0, 966.0, 581.0, 36.0], shoonya_3sOWEBA2WGCW1M, 5735839]
[paragraph, [791.0, 1002.0, 581.0, 36.0], shoonya_3sOWEBA2WGCW1M, 5735839]
[paragraph, [791.0, 1038.0, 581.0, 36.0], shoonya_3sOWEBA2WGCW1M, 5735839]
[paragraph, [791.0, 1074.0, 581.0, 36.0], shoonya_3sOWEBA2WGCW1M, 5735839]
[paragraph, [791.0, 1110.0, 581.0, 36.0], shoonya_3sOWEBA2WGCW1M, 5735839]
[paragraph, [791.0, 1146.0, 581.0, 36.0], shoonya_3sOWEBA2WGCW1M, 5735839]
[paragraph, [194.0, 831.0, 578.0, 36.0], shoonya_0sY9SOZV51RWF9, 5735839]
[paragraph, [194.0, 867.0, 578.0, 36.0], shoonya_0sY9SOZV51RWF9, 5735839]
[paragraph, [194.0, 903.0, 578.0, 36.0], shoonya_0sY9SOZV51RWF9, 5735839]
[paragraph, [194.0, 939.0, 578.0, 36.0], shoonya_0sY9SOZV51RWF9, 5735839]
[paragraph, [194.0, 975.0, 578.0, 36.0], shoonya_0sY9SOZV51RWF9, 5735839]
[paragraph, [194.0, 1011.0, 578.0, 36.0], shoonya_0sY9SOZV51RWF9, 5735839]
[paragraph, [194.0, 1047.0, 578.0, 36.0], shoonya_0sY9SOZV51RWF9, 5735839]
[paragraph, [194.0, 1083.0, 578.0, 36.0], shoonya_0sY9SOZV51RWF9, 5735839]
[paragraph, [194.0, 1119.0, 578.0, 36.0], shoonya_0sY9SOZV51RWF9, 5735839]
[paragraph, [194.0, 1155.0, 578.0, 36.0], shoonya_0sY9SOZV51RWF9, 5735839]
[paragraph, [194.0, 1191.0, 578.0, 36.0], shoonya_0sY9SOZV51RWF9, 5735839]
[paragraph, [194.0, 1227.0, 578.0, 36.0], shoonya_0sY9SOZV51RWF9, 5735839]
[paragraph, [194.0, 1263.0, 578.0, 36.0], shoonya_0sY9SOZV51RWF9, 5735839]
[paragraph, [194.0, 1299.0, 578.0, 36.0], shoonya_0sY9SOZV51RWF9, 5735839]
[paragraph, [194.0, 1335.0, 578.0, 36.0], shoonya_0sY9SOZV51RWF9, 5735839]
[paragraph, [194.0, 1371.0, 578.0, 36.0], shoonya_0sY9SOZV51RWF9, 5735839]
[paragraph, [194.0, 1407.0, 578.0, 36.0], shoonya_0sY9SOZV51RWF9, 5735839]
[paragraph, [194.0, 1443.0, 578.0, 36.0], shoonya_0sY9SOZV51RWF9, 5735839]
[paragraph, [793.0, 1183.0, 578.0, 36.0], shoonya_8sB0O1XR3VBY3U, 5735839]
[paragraph, [793.0, 1219.0, 578.0, 36.0], shoonya_8sB0O1XR3VBY3U, 5735839]
[paragraph, [793.0, 1255.0, 578.0, 36.0], shoonya_8sB0O1XR3VBY3U, 5735839]
[paragraph, [793.0, 1291.0, 578.0, 36.0], shoonya_8sB0O1XR3VBY3U, 5735839]
[paragraph, [793.0, 1327.0, 578.0, 36.0], shoonya_8sB0O1XR3VBY3U, 5735839]
[paragraph, [793.0, 1363.0, 578.0, 36.0], shoonya_8sB0O1XR3VBY3U, 5735839]
[paragraph, [793.0, 1399.0, 578.0, 36.0], shoonya_8sB0O1XR3VBY3U, 5735839]
[paragraph, [793.0, 1435.0, 578.0, 36.0], shoonya_8sB0O1XR3VBY3U, 5735839]
[paragraph, [793.0, 1471.0, 578.0, 36.0], shoonya_8sB0O1XR3VBY3U, 5735839]
[paragraph, [793.0, 1507.0, 578.0, 36.0], shoonya_8sB0O1XR3VBY3U, 5735839]
[paragraph, [793.0, 1543.0, 578.0, 36.0], shoonya_8sB0O1XR3VBY3U, 5735839]
[paragraph, [793.0, 1579.0, 578.0, 36.0], shoonya_8sB0O1XR3VBY3U, 5735839]
[sidebar, [17.0, 1242.0, 138.0, 36.0], NJpIhLbRg_, 5735839]
[author, [583.0, 1491.0, 189.0, 36.0], shoonya_5sDNKJ4THEVG2H, 5735839]
[paragraph, [191.0, 1630.0, 201.0, 36.0], rk4QwFm7MJ, 5735839]
[paragraph, [792.0, 1630.0, 581.0, 36.0], shoonya_7sEPPL9GPV14I4, 5735839]
[paragraph, [792.0, 1666.0, 581.0, 36.0], shoonya_7sEPPL9GPV14I4, 5735839]
[paragraph, [792.0, 1702.0, 581.0, 36.0], shoonya_7sEPPL9GPV14I4, 5735839]
[paragraph, [792.0, 1738.0, 581.0, 36.0], shoonya_7sEPPL9GPV14I4, 5735839]
[paragraph, [199.0, 1722.0, 577.0, 36.0], 6ZFMi_zR-B, 5735839]
[paragraph, [199.0, 1758.0, 577.0, 36.0], 6ZFMi_zR-B, 5735839]
[folio, [1144.0, 1824.0, 224.0, 36.0], l6wuzO61G7, 5735839]
