[6000, 4167]
[folio, [1213.0, 588.0, 1854.0, 52.5], Omz5Xo1u61, 5721108]
[folio, [1213.0, 640.5, 1854.0, 52.5], Omz5Xo1u61, 5721108]
[folio, [1213.0, 693.0, 1854.0, 52.5], Omz5Xo1u61, 5721108]
[folio, [1213.0, 745.5, 1854.0, 52.5], Omz5Xo1u61, 5721108]
[paragraph, [593.0, 927.0, 3000.0, 52.5], RhfazSapLx, 5721108]
[paragraph, [593.0, 979.5, 3000.0, 52.5], RhfazSapLx, 5721108]
[paragraph, [593.0, 1032.0, 3000.0, 52.5], RhfazSapLx, 5721108]
[paragraph, [593.0, 1084.5, 3000.0, 52.5], RhfazSapLx, 5721108]
[paragraph, [593.0, 1137.0, 3000.0, 52.5], RhfazSapLx, 5721108]
[paragraph, [593.0, 1189.5, 3000.0, 52.5], RhfazSapLx, 5721108]
[paragraph, [593.0, 1242.0, 3000.0, 52.5], RhfazSapLx, 5721108]
[paragraph, [593.0, 1294.5, 3000.0, 52.5], RhfazSapLx, 5721108]
[paragraph, [593.0, 1347.0, 3000.0, 52.5], RhfazSapLx, 5721108]
[paragraph, [593.0, 1399.5, 3000.0, 52.5], RhfazSapLx, 5721108]
[paragraph, [593.0, 1452.0, 3000.0, 52.5], RhfazSapLx, 5721108]
[paragraph, [593.0, 1504.5, 3000.0, 52.5], RhfazSapLx, 5721108]
[paragraph, [593.0, 1557.0, 3000.0, 52.5], RhfazSapLx, 5721108]
[paragraph, [593.0, 1609.5, 3000.0, 52.5], RhfazSapLx, 5721108]
[paragraph, [593.0, 1662.0, 3000.0, 52.5], RhfazSapLx, 5721108]
[paragraph, [593.0, 1714.5, 3000.0, 52.5], RhfazSapLx, 5721108]
[paragraph, [593.0, 1767.0, 3000.0, 52.5], RhfazSapLx, 5721108]
[paragraph, [578.0, 1817.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 1869.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 1922.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 1974.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 2027.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 2079.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 2132.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 2184.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 2237.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 2289.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 2342.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 2394.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 2447.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 2499.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 2552.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 2604.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 2657.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 2709.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 2762.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 2814.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 2867.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 2919.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 2972.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 3024.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 3077.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 3129.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 3182.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 3234.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 3287.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 3339.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 3392.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 3444.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 3497.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 3549.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 3602.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 3654.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 3707.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 3759.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 3812.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 3864.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 3917.0, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [578.0, 3969.5, 3026.0, 52.5], hUoyVurtaB, 5721108]
[paragraph, [594.0, 4161.0, 3006.0, 52.5], shoonya_0sRUUGLJRKRQ4C, 5721108]
[paragraph, [594.0, 4213.5, 3006.0, 52.5], shoonya_0sRUUGLJRKRQ4C, 5721108]
[paragraph, [594.0, 4266.0, 3006.0, 52.5], shoonya_0sRUUGLJRKRQ4C, 5721108]
[paragraph, [594.0, 4318.5, 3006.0, 52.5], shoonya_0sRUUGLJRKRQ4C, 5721108]
[paragraph, [594.0, 4371.0, 3006.0, 52.5], shoonya_0sRUUGLJRKRQ4C, 5721108]
[paragraph, [594.0, 4423.5, 3006.0, 52.5], shoonya_0sRUUGLJRKRQ4C, 5721108]
[paragraph, [594.0, 4476.0, 3006.0, 52.5], shoonya_0sRUUGLJRKRQ4C, 5721108]
[paragraph, [594.0, 4528.5, 3006.0, 52.5], shoonya_0sRUUGLJRKRQ4C, 5721108]
[paragraph, [594.0, 4581.0, 3006.0, 52.5], shoonya_0sRUUGLJRKRQ4C, 5721108]
[paragraph, [594.0, 4633.5, 3006.0, 52.5], shoonya_0sRUUGLJRKRQ4C, 5721108]
[paragraph, [594.0, 4686.0, 3006.0, 52.5], shoonya_0sRUUGLJRKRQ4C, 5721108]
[paragraph, [594.0, 4738.5, 3006.0, 52.5], shoonya_0sRUUGLJRKRQ4C, 5721108]
[paragraph, [594.0, 4791.0, 3006.0, 52.5], shoonya_0sRUUGLJRKRQ4C, 5721108]
[paragraph, [594.0, 4843.5, 3006.0, 52.5], shoonya_0sRUUGLJRKRQ4C, 5721108]
[paragraph, [594.0, 4896.0, 3006.0, 52.5], shoonya_0sRUUGLJRKRQ4C, 5721108]
[paragraph, [594.0, 4948.5, 3006.0, 52.5], shoonya_0sRUUGLJRKRQ4C, 5721108]
