[2339, 1653]
[paragraph, [325.0, 164.0, 1170.0, 36.0], shoonya_2sH3Y7H95V3CX9, 5734097]
[paragraph, [325.0, 200.0, 1170.0, 36.0], shoonya_2sH3Y7H95V3CX9, 5734097]
[paragraph, [325.0, 236.0, 1170.0, 36.0], shoonya_2sH3Y7H95V3CX9, 5734097]
[paragraph, [325.0, 272.0, 1170.0, 36.0], shoonya_2sH3Y7H95V3CX9, 5734097]
[paragraph, [325.0, 308.0, 1170.0, 36.0], shoonya_2sH3Y7H95V3CX9, 5734097]
[paragraph, [325.0, 344.0, 1170.0, 36.0], shoonya_2sH3Y7H95V3CX9, 5734097]
[paragraph, [325.0, 380.0, 1170.0, 36.0], shoonya_2sH3Y7H95V3CX9, 5734097]
[paragraph, [325.0, 443.0, 1139.0, 36.0], shoonya_0sH0M0IMCVUODQ, 5734097]
[paragraph, [325.0, 479.0, 1139.0, 36.0], shoonya_0sH0M0IMCVUODQ, 5734097]
[paragraph, [325.0, 515.0, 1139.0, 36.0], shoonya_0sH0M0IMCVUODQ, 5734097]
[paragraph, [325.0, 551.0, 1139.0, 36.0], shoonya_0sH0M0IMCVUODQ, 5734097]
[paragraph, [325.0, 587.0, 1139.0, 36.0], shoonya_0sH0M0IMCVUODQ, 5734097]
[paragraph, [325.0, 623.0, 1139.0, 36.0], shoonya_0sH0M0IMCVUODQ, 5734097]
[paragraph, [325.0, 659.0, 1139.0, 36.0], shoonya_0sH0M0IMCVUODQ, 5734097]
[paragraph, [325.0, 695.0, 1139.0, 36.0], shoonya_0sH0M0IMCVUODQ, 5734097]
[paragraph, [325.0, 731.0, 1139.0, 36.0], shoonya_0sH0M0IMCVUODQ, 5734097]
[paragraph, [325.0, 767.0, 1139.0, 36.0], shoonya_0sH0M0IMCVUODQ, 5734097]
[paragraph, [325.0, 803.0, 1139.0, 36.0], shoonya_0sH0M0IMCVUODQ, 5734097]
[paragraph, [325.0, 839.0, 1139.0, 36.0], shoonya_0sH0M0IMCVUODQ, 5734097]
[paragraph, [325.0, 875.0, 1139.0, 36.0], shoonya_0sH0M0IMCVUODQ, 5734097]
[paragraph, [325.0, 911.0, 1139.0, 36.0], shoonya_0sH0M0IMCVUODQ, 5734097]
[paragraph, [325.0, 947.0, 1139.0, 36.0], shoonya_0sH0M0IMCVUODQ, 5734097]
[paragraph, [325.0, 983.0, 1139.0, 36.0], shoonya_0sH0M0IMCVUODQ, 5734097]
[paragraph, [325.0, 1019.0, 1139.0, 36.0], shoonya_0sH0M0IMCVUODQ, 5734097]
[paragraph, [325.0, 1055.0, 1139.0, 36.0], shoonya_0sH0M0IMCVUODQ, 5734097]
[paragraph, [325.0, 1091.0, 1139.0, 36.0], shoonya_0sH0M0IMCVUODQ, 5734097]
[paragraph, [325.0, 1169.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1205.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1241.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1277.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1313.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1349.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1385.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1421.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1457.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1493.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1529.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1565.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1601.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1637.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1673.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1709.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1745.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1781.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1817.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1853.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1889.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1925.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1961.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 1997.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[paragraph, [325.0, 2033.0, 1144.0, 36.0], shoonya_1sU7LP5N6GWD5T, 5734097]
[folio, [1116.0, 2157.0, 280.0, 36.0], BLbrU9CIG2, 5734097]
