[3508, 2481]
[ordered-list, [220.0, 90.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 142.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 195.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 247.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 300.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 352.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 405.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 457.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 510.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 562.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 615.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 667.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 720.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 772.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 825.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 877.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 930.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 982.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 1035.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 1087.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 1140.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 1192.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 1245.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 1297.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 1350.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 1402.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 1455.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 1507.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 1560.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 1612.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 1665.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 1717.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 1770.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 1822.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 1875.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 1927.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 1980.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 2032.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 2085.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 2137.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 2190.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
