[1951, 1219]
[folio, [786.0, 123.0, 207.0, 36.0], shoonya_0sBRP3A3PFBG3D, 5682850]
[paragraph, [114.0, 205.0, 972.0, 36.0], yYC57erJ0V, 5682850]
[paragraph, [114.0, 241.0, 972.0, 36.0], yYC57erJ0V, 5682850]
[paragraph, [114.0, 277.0, 972.0, 36.0], yYC57erJ0V, 5682850]
[paragraph, [114.0, 313.0, 972.0, 36.0], yYC57erJ0V, 5682850]
[paragraph, [114.0, 349.0, 972.0, 36.0], yYC57erJ0V, 5682850]
[paragraph, [114.0, 385.0, 972.0, 36.0], yYC57erJ0V, 5682850]
[paragraph, [114.0, 421.0, 972.0, 36.0], yYC57erJ0V, 5682850]
[paragraph, [114.0, 457.0, 972.0, 36.0], yYC57erJ0V, 5682850]
[paragraph, [114.0, 493.0, 972.0, 36.0], yYC57erJ0V, 5682850]
[paragraph, [112.0, 564.0, 975.0, 36.0], zbcF4d5vEb, 5682850]
[paragraph, [112.0, 600.0, 975.0, 36.0], zbcF4d5vEb, 5682850]
[paragraph, [112.0, 636.0, 975.0, 36.0], zbcF4d5vEb, 5682850]
[paragraph, [112.0, 672.0, 975.0, 36.0], zbcF4d5vEb, 5682850]
[paragraph, [112.0, 708.0, 975.0, 36.0], zbcF4d5vEb, 5682850]
[paragraph, [112.0, 744.0, 975.0, 36.0], zbcF4d5vEb, 5682850]
[paragraph, [112.0, 780.0, 975.0, 36.0], zbcF4d5vEb, 5682850]
[paragraph, [112.0, 816.0, 975.0, 36.0], zbcF4d5vEb, 5682850]
[paragraph, [112.0, 852.0, 975.0, 36.0], zbcF4d5vEb, 5682850]
[paragraph, [112.0, 888.0, 975.0, 36.0], zbcF4d5vEb, 5682850]
[paragraph, [112.0, 924.0, 975.0, 36.0], zbcF4d5vEb, 5682850]
[paragraph, [112.0, 960.0, 975.0, 36.0], zbcF4d5vEb, 5682850]
[paragraph, [112.0, 996.0, 975.0, 36.0], zbcF4d5vEb, 5682850]
[paragraph, [112.0, 1032.0, 975.0, 36.0], zbcF4d5vEb, 5682850]
[paragraph, [112.0, 1068.0, 975.0, 36.0], zbcF4d5vEb, 5682850]
[paragraph, [112.0, 1104.0, 975.0, 36.0], zbcF4d5vEb, 5682850]
[paragraph, [112.0, 1140.0, 975.0, 36.0], zbcF4d5vEb, 5682850]
[paragraph, [114.0, 1204.0, 973.0, 36.0], 5vAIynYfjE, 5682850]
[paragraph, [114.0, 1240.0, 973.0, 36.0], 5vAIynYfjE, 5682850]
[paragraph, [114.0, 1276.0, 973.0, 36.0], 5vAIynYfjE, 5682850]
[paragraph, [114.0, 1312.0, 973.0, 36.0], 5vAIynYfjE, 5682850]
[paragraph, [114.0, 1348.0, 973.0, 36.0], 5vAIynYfjE, 5682850]
[paragraph, [114.0, 1384.0, 973.0, 36.0], 5vAIynYfjE, 5682850]
[paragraph, [114.0, 1420.0, 973.0, 36.0], 5vAIynYfjE, 5682850]
[paragraph, [114.0, 1492.0, 976.0, 36.0], 3h6ver3HLF, 5682850]
[paragraph, [114.0, 1528.0, 976.0, 36.0], 3h6ver3HLF, 5682850]
[paragraph, [114.0, 1564.0, 976.0, 36.0], 3h6ver3HLF, 5682850]
[paragraph, [114.0, 1600.0, 976.0, 36.0], 3h6ver3HLF, 5682850]
[paragraph, [114.0, 1636.0, 976.0, 36.0], 3h6ver3HLF, 5682850]
[paragraph, [114.0, 1672.0, 976.0, 36.0], 3h6ver3HLF, 5682850]
[paragraph, [114.0, 1708.0, 976.0, 36.0], 3h6ver3HLF, 5682850]
[paragraph, [114.0, 1744.0, 976.0, 36.0], 3h6ver3HLF, 5682850]
[paragraph, [114.0, 1780.0, 976.0, 36.0], 3h6ver3HLF, 5682850]
