[2200, 1700]
[paragraph, [239.0, 45.0, 1123.0, 36.0], shoonya_1sKJ1JVOUCJJ6Y, 5731260]
[paragraph, [239.0, 81.0, 1123.0, 36.0], shoonya_1sKJ1JVOUCJJ6Y, 5731260]
[paragraph, [239.0, 117.0, 1123.0, 36.0], shoonya_1sKJ1JVOUCJJ6Y, 5731260]
[paragraph, [239.0, 153.0, 1123.0, 36.0], shoonya_1sKJ1JVOUCJJ6Y, 5731260]
[paragraph, [239.0, 189.0, 1123.0, 36.0], shoonya_1sKJ1JVOUCJJ6Y, 5731260]
[paragraph, [239.0, 225.0, 1123.0, 36.0], shoonya_1sKJ1JVOUCJJ6Y, 5731260]
[paragraph, [239.0, 261.0, 1123.0, 36.0], shoonya_1sKJ1JVOUCJJ6Y, 5731260]
[paragraph, [239.0, 297.0, 1123.0, 36.0], shoonya_1sKJ1JVOUCJJ6Y, 5731260]
[paragraph, [239.0, 333.0, 1123.0, 36.0], shoonya_1sKJ1JVOUCJJ6Y, 5731260]
[paragraph, [239.0, 369.0, 1123.0, 36.0], shoonya_1sKJ1JVOUCJJ6Y, 5731260]
[paragraph, [239.0, 405.0, 1123.0, 36.0], shoonya_1sKJ1JVOUCJJ6Y, 5731260]
[paragraph, [239.0, 441.0, 1123.0, 36.0], shoonya_1sKJ1JVOUCJJ6Y, 5731260]
[paragraph, [239.0, 477.0, 1123.0, 36.0], shoonya_1sKJ1JVOUCJJ6Y, 5731260]
[paragraph, [239.0, 513.0, 1123.0, 36.0], shoonya_1sKJ1JVOUCJJ6Y, 5731260]
[paragraph, [239.0, 549.0, 1123.0, 36.0], shoonya_1sKJ1JVOUCJJ6Y, 5731260]
[paragraph, [239.0, 585.0, 1123.0, 36.0], shoonya_1sKJ1JVOUCJJ6Y, 5731260]
[paragraph, [239.0, 621.0, 1123.0, 36.0], shoonya_1sKJ1JVOUCJJ6Y, 5731260]
[paragraph, [239.0, 657.0, 1123.0, 36.0], shoonya_1sKJ1JVOUCJJ6Y, 5731260]
[paragraph, [239.0, 693.0, 1123.0, 36.0], shoonya_1sKJ1JVOUCJJ6Y, 5731260]
[paragraph, [259.0, 739.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 775.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 811.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 847.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 883.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 919.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 955.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 991.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 1027.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 1063.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 1099.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 1135.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 1171.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 1207.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 1243.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 1279.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 1315.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 1351.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 1387.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 1423.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 1459.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 1495.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 1531.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 1567.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [259.0, 1603.0, 1128.0, 36.0], shoonya_0sISRYGA0DFWWG, 5731260]
[paragraph, [280.0, 1643.0, 1107.0, 36.0], 0TljvYqAm6, 5731260]
[paragraph, [280.0, 1679.0, 1107.0, 36.0], 0TljvYqAm6, 5731260]
[paragraph, [280.0, 1715.0, 1107.0, 36.0], 0TljvYqAm6, 5731260]
[paragraph, [280.0, 1751.0, 1107.0, 36.0], 0TljvYqAm6, 5731260]
[paragraph, [280.0, 1787.0, 1107.0, 36.0], 0TljvYqAm6, 5731260]
[paragraph, [280.0, 1823.0, 1107.0, 36.0], 0TljvYqAm6, 5731260]
[paragraph, [280.0, 1859.0, 1107.0, 36.0], 0TljvYqAm6, 5731260]
[paragraph, [280.0, 1895.0, 1107.0, 36.0], 0TljvYqAm6, 5731260]
[folio, [931.0, 2006.0, 362.0, 36.0], e25-Q3YwpW, 5731260]
