[1320, 1176]
[folio, [64.0, 53.0, 166.0, 18.0], shoonya_2sDF8A7C3BEPKD, 5694691]
[folio, [64.0, 71.0, 166.0, 18.0], shoonya_2sDF8A7C3BEPKD, 5694691]
[folio, [64.0, 89.0, 166.0, 18.0], shoonya_2sDF8A7C3BEPKD, 5694691]
[folio, [64.0, 107.0, 166.0, 18.0], shoonya_2sDF8A7C3BEPKD, 5694691]
[folio, [64.0, 125.0, 166.0, 18.0], shoonya_2sDF8A7C3BEPKD, 5694691]
[paragraph, [73.0, 164.0, 325.0, 18.0], shoonya_5sKA0R4F6EEQB2, 5694691]
[paragraph, [73.0, 182.0, 325.0, 18.0], shoonya_5sKA0R4F6EEQB2, 5694691]
[paragraph, [73.0, 200.0, 325.0, 18.0], shoonya_5sKA0R4F6EEQB2, 5694691]
[paragraph, [73.0, 218.0, 325.0, 18.0], shoonya_5sKA0R4F6EEQB2, 5694691]
[paragraph, [73.0, 236.0, 325.0, 18.0], shoonya_5sKA0R4F6EEQB2, 5694691]
[paragraph, [73.0, 254.0, 325.0, 18.0], shoonya_5sKA0R4F6EEQB2, 5694691]
[paragraph, [73.0, 272.0, 325.0, 18.0], shoonya_5sKA0R4F6EEQB2, 5694691]
[paragraph, [73.0, 290.0, 325.0, 18.0], shoonya_5sKA0R4F6EEQB2, 5694691]
[paragraph, [73.0, 308.0, 325.0, 18.0], shoonya_5sKA0R4F6EEQB2, 5694691]
[paragraph, [73.0, 326.0, 325.0, 18.0], shoonya_5sKA0R4F6EEQB2, 5694691]
[paragraph, [407.0, 169.0, 353.0, 18.0], L8HKc34VnZ, 5694691]
[paragraph, [407.0, 187.0, 353.0, 18.0], L8HKc34VnZ, 5694691]
[paragraph, [407.0, 205.0, 353.0, 18.0], L8HKc34VnZ, 5694691]
[paragraph, [407.0, 223.0, 353.0, 18.0], L8HKc34VnZ, 5694691]
[paragraph, [407.0, 241.0, 353.0, 18.0], L8HKc34VnZ, 5694691]
[paragraph, [407.0, 259.0, 353.0, 18.0], L8HKc34VnZ, 5694691]
[paragraph, [407.0, 277.0, 353.0, 18.0], L8HKc34VnZ, 5694691]
[paragraph, [407.0, 295.0, 353.0, 18.0], L8HKc34VnZ, 5694691]
[paragraph, [407.0, 313.0, 353.0, 18.0], L8HKc34VnZ, 5694691]
[paragraph, [407.0, 331.0, 353.0, 18.0], L8HKc34VnZ, 5694691]
[paragraph, [407.0, 349.0, 353.0, 18.0], L8HKc34VnZ, 5694691]
[paragraph, [407.0, 367.0, 353.0, 18.0], L8HKc34VnZ, 5694691]
[paragraph, [407.0, 385.0, 353.0, 18.0], L8HKc34VnZ, 5694691]
[paragraph, [407.0, 403.0, 353.0, 18.0], L8HKc34VnZ, 5694691]
[paragraph, [407.0, 421.0, 353.0, 18.0], L8HKc34VnZ, 5694691]
[paragraph, [407.0, 439.0, 353.0, 18.0], L8HKc34VnZ, 5694691]
[paragraph, [407.0, 457.0, 353.0, 18.0], L8HKc34VnZ, 5694691]
[paragraph, [759.0, 169.0, 329.0, 18.0], BlO0glyTsw, 5694691]
[paragraph, [759.0, 187.0, 329.0, 18.0], BlO0glyTsw, 5694691]
[paragraph, [759.0, 205.0, 329.0, 18.0], BlO0glyTsw, 5694691]
[paragraph, [759.0, 223.0, 329.0, 18.0], BlO0glyTsw, 5694691]
[paragraph, [762.0, 256.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 274.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 292.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 310.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 328.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 346.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 364.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 382.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 400.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 418.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 436.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 454.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 472.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 490.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 508.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 526.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 544.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 562.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 580.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 598.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 616.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 634.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 652.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 670.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 688.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 706.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 724.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 742.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 760.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 778.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 796.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 814.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 832.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 850.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 868.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 886.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
