[1162, 749]
[folio, [324.0, 76.0, 94.0, 18.0], G1ZHn9_Cgv, 5700036]
[paragraph, [70.0, 121.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 139.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 157.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 175.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 193.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 211.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 229.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 247.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 265.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 283.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 301.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 319.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 337.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 355.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 373.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 391.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 409.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 427.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 445.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 463.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 481.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 499.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 517.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 535.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 553.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 571.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 589.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 607.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 625.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 643.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 661.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 679.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 697.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [70.0, 715.0, 604.0, 18.0], shoonya_1sKZIZ1YT7NST1, 5700036]
[paragraph, [69.0, 746.0, 606.0, 18.0], shoonya_0sS0ONJ3OKJYOE, 5700036]
[paragraph, [69.0, 764.0, 606.0, 18.0], shoonya_0sS0ONJ3OKJYOE, 5700036]
[paragraph, [69.0, 782.0, 606.0, 18.0], shoonya_0sS0ONJ3OKJYOE, 5700036]
[paragraph, [69.0, 800.0, 606.0, 18.0], shoonya_0sS0ONJ3OKJYOE, 5700036]
[paragraph, [69.0, 818.0, 606.0, 18.0], shoonya_0sS0ONJ3OKJYOE, 5700036]
[paragraph, [69.0, 836.0, 606.0, 18.0], shoonya_0sS0ONJ3OKJYOE, 5700036]
[paragraph, [69.0, 854.0, 606.0, 18.0], shoonya_0sS0ONJ3OKJYOE, 5700036]
[paragraph, [69.0, 872.0, 606.0, 18.0], shoonya_0sS0ONJ3OKJYOE, 5700036]
[paragraph, [69.0, 890.0, 606.0, 18.0], shoonya_0sS0ONJ3OKJYOE, 5700036]
[paragraph, [69.0, 908.0, 606.0, 18.0], shoonya_0sS0ONJ3OKJYOE, 5700036]
[paragraph, [69.0, 926.0, 606.0, 18.0], shoonya_0sS0ONJ3OKJYOE, 5700036]
[paragraph, [69.0, 944.0, 606.0, 18.0], shoonya_0sS0ONJ3OKJYOE, 5700036]
[paragraph, [69.0, 962.0, 606.0, 18.0], shoonya_0sS0ONJ3OKJYOE, 5700036]
[paragraph, [69.0, 980.0, 606.0, 18.0], shoonya_0sS0ONJ3OKJYOE, 5700036]
[paragraph, [69.0, 998.0, 606.0, 18.0], shoonya_0sS0ONJ3OKJYOE, 5700036]
[paragraph, [69.0, 1016.0, 606.0, 18.0], shoonya_0sS0ONJ3OKJYOE, 5700036]
[paragraph, [69.0, 1034.0, 606.0, 18.0], shoonya_0sS0ONJ3OKJYOE, 5700036]
[paragraph, [69.0, 1052.0, 606.0, 18.0], shoonya_0sS0ONJ3OKJYOE, 5700036]
[paragraph, [69.0, 1070.0, 606.0, 18.0], shoonya_0sS0ONJ3OKJYOE, 5700036]
