[2717, 1772]
[folio, [811.0, 241.0, 194.0, 46.5], shoonya_2sCA5Q7UM3IRED, 5721414]
[paragraph, [225.0, 342.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 388.5, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 435.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 481.5, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 528.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 574.5, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 621.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 667.5, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 714.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 760.5, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 807.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 853.5, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 900.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 946.5, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 993.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1039.5, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1086.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1132.5, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1179.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1225.5, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1272.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1318.5, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1365.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1411.5, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1458.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1504.5, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1551.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1597.5, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1644.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1690.5, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1737.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1783.5, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1830.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1876.5, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1923.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 1969.5, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 2016.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 2062.5, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [225.0, 2109.0, 1339.0, 46.5], shoonya_1s0042CEXYCP9E, 5721414]
[paragraph, [223.0, 2189.0, 1340.0, 46.5], shoonya_0sM6CW5NE96B22, 5721414]
[paragraph, [223.0, 2235.5, 1340.0, 46.5], shoonya_0sM6CW5NE96B22, 5721414]
[paragraph, [223.0, 2282.0, 1340.0, 46.5], shoonya_0sM6CW5NE96B22, 5721414]
[paragraph, [223.0, 2328.5, 1340.0, 46.5], shoonya_0sM6CW5NE96B22, 5721414]
[paragraph, [223.0, 2375.0, 1340.0, 46.5], shoonya_0sM6CW5NE96B22, 5721414]
[paragraph, [223.0, 2421.5, 1340.0, 46.5], shoonya_0sM6CW5NE96B22, 5721414]
[paragraph, [223.0, 2468.0, 1340.0, 46.5], shoonya_0sM6CW5NE96B22, 5721414]
