[2037, 1454]
[paragraph, [260.0, 205.0, 1089.0, 36.0], shoonya_4sF7ZJWHOKGN3I, 5651446]
[paragraph, [260.0, 241.0, 1089.0, 36.0], shoonya_4sF7ZJWHOKGN3I, 5651446]
[paragraph, [260.0, 277.0, 1089.0, 36.0], shoonya_4sF7ZJWHOKGN3I, 5651446]
[paragraph, [260.0, 313.0, 1089.0, 36.0], shoonya_4sF7ZJWHOKGN3I, 5651446]
[paragraph, [260.0, 349.0, 1089.0, 36.0], shoonya_4sF7ZJWHOKGN3I, 5651446]
[paragraph, [252.0, 435.0, 1097.0, 36.0], shoonya_0sG735MNO8IDEI, 5651446]
[paragraph, [252.0, 471.0, 1097.0, 36.0], shoonya_0sG735MNO8IDEI, 5651446]
[paragraph, [252.0, 507.0, 1097.0, 36.0], shoonya_0sG735MNO8IDEI, 5651446]
[paragraph, [252.0, 543.0, 1097.0, 36.0], shoonya_0sG735MNO8IDEI, 5651446]
[paragraph, [252.0, 579.0, 1097.0, 36.0], shoonya_0sG735MNO8IDEI, 5651446]
[paragraph, [252.0, 615.0, 1097.0, 36.0], shoonya_0sG735MNO8IDEI, 5651446]
[paragraph, [252.0, 651.0, 1097.0, 36.0], shoonya_0sG735MNO8IDEI, 5651446]
[paragraph, [252.0, 687.0, 1097.0, 36.0], shoonya_0sG735MNO8IDEI, 5651446]
[paragraph, [252.0, 723.0, 1097.0, 36.0], shoonya_0sG735MNO8IDEI, 5651446]
[paragraph, [252.0, 759.0, 1097.0, 36.0], shoonya_0sG735MNO8IDEI, 5651446]
[paragraph, [252.0, 795.0, 1097.0, 36.0], shoonya_0sG735MNO8IDEI, 5651446]
[paragraph, [252.0, 831.0, 1097.0, 36.0], shoonya_0sG735MNO8IDEI, 5651446]
[paragraph, [258.0, 923.0, 1091.0, 36.0], shoonya_1sZUZNJLB0UDHI, 5651446]
[paragraph, [258.0, 959.0, 1091.0, 36.0], shoonya_1sZUZNJLB0UDHI, 5651446]
[paragraph, [258.0, 995.0, 1091.0, 36.0], shoonya_1sZUZNJLB0UDHI, 5651446]
[paragraph, [258.0, 1031.0, 1091.0, 36.0], shoonya_1sZUZNJLB0UDHI, 5651446]
[paragraph, [258.0, 1067.0, 1091.0, 36.0], shoonya_1sZUZNJLB0UDHI, 5651446]
[paragraph, [258.0, 1103.0, 1091.0, 36.0], shoonya_1sZUZNJLB0UDHI, 5651446]
[paragraph, [258.0, 1139.0, 1091.0, 36.0], shoonya_1sZUZNJLB0UDHI, 5651446]
[paragraph, [258.0, 1175.0, 1091.0, 36.0], shoonya_1sZUZNJLB0UDHI, 5651446]
[paragraph, [258.0, 1211.0, 1091.0, 36.0], shoonya_1sZUZNJLB0UDHI, 5651446]
[paragraph, [258.0, 1247.0, 1091.0, 36.0], shoonya_1sZUZNJLB0UDHI, 5651446]
[paragraph, [258.0, 1283.0, 1091.0, 36.0], shoonya_1sZUZNJLB0UDHI, 5651446]
[paragraph, [258.0, 1319.0, 1091.0, 36.0], shoonya_1sZUZNJLB0UDHI, 5651446]
[paragraph, [258.0, 1355.0, 1091.0, 36.0], shoonya_1sZUZNJLB0UDHI, 5651446]
[paragraph, [258.0, 1391.0, 1091.0, 36.0], shoonya_1sZUZNJLB0UDHI, 5651446]
[paragraph, [259.0, 1482.0, 1093.0, 36.0], shoonya_2s8D7LEG7U08RE, 5651446]
[paragraph, [259.0, 1518.0, 1093.0, 36.0], shoonya_2s8D7LEG7U08RE, 5651446]
[paragraph, [259.0, 1554.0, 1093.0, 36.0], shoonya_2s8D7LEG7U08RE, 5651446]
[paragraph, [259.0, 1590.0, 1093.0, 36.0], shoonya_2s8D7LEG7U08RE, 5651446]
[paragraph, [259.0, 1626.0, 1093.0, 36.0], shoonya_2s8D7LEG7U08RE, 5651446]
[paragraph, [259.0, 1662.0, 1093.0, 36.0], shoonya_2s8D7LEG7U08RE, 5651446]
[paragraph, [259.0, 1698.0, 1093.0, 36.0], shoonya_2s8D7LEG7U08RE, 5651446]
[footnote, [259.0, 1799.0, 1090.0, 36.0], shoonya_5sZ9LS5TPT2X15, 5651446]
[footnote, [259.0, 1835.0, 1090.0, 36.0], shoonya_5sZ9LS5TPT2X15, 5651446]
[footnote, [259.0, 1871.0, 1090.0, 36.0], shoonya_5sZ9LS5TPT2X15, 5651446]
[footnote, [259.0, 1907.0, 1090.0, 36.0], shoonya_5sZ9LS5TPT2X15, 5651446]
[footnote, [259.0, 1943.0, 1090.0, 36.0], shoonya_5sZ9LS5TPT2X15, 5651446]
