[2339, 1654]
[paragraph, [177.0, 191.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 227.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 263.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 299.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 335.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 371.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 407.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 443.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 479.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 515.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 551.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 587.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 623.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 659.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 695.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 731.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 767.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 803.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 839.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 875.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 911.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 947.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 983.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [177.0, 1019.0, 1172.0, 36.0], shoonya_1sNJBRT6LOPZVE, 5753269]
[paragraph, [185.0, 1083.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1119.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1155.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1191.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1227.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1263.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1299.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1335.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1371.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1407.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1443.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1479.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1515.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1551.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1587.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1623.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1659.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1695.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1731.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1767.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[paragraph, [185.0, 1803.0, 1167.0, 36.0], shoonya_0sZ44OBM5FQ1XD, 5753269]
[reference, [177.0, 1948.0, 1065.0, 36.0], VZ2J7L4ZMc, 5753269]
[reference, [177.0, 1984.0, 1065.0, 36.0], VZ2J7L4ZMc, 5753269]
[reference, [177.0, 2020.0, 1065.0, 36.0], VZ2J7L4ZMc, 5753269]
