[1152, 739]
[paragraph, [94.0, 175.0, 559.0, 18.0], ucp7msPWby, 5740985]
[paragraph, [94.0, 193.0, 559.0, 18.0], ucp7msPWby, 5740985]
[paragraph, [94.0, 211.0, 559.0, 18.0], ucp7msPWby, 5740985]
[paragraph, [94.0, 229.0, 559.0, 18.0], ucp7msPWby, 5740985]
[paragraph, [94.0, 247.0, 559.0, 18.0], ucp7msPWby, 5740985]
[paragraph, [94.0, 265.0, 559.0, 18.0], ucp7msPWby, 5740985]
[paragraph, [94.0, 283.0, 559.0, 18.0], ucp7msPWby, 5740985]
[paragraph, [94.0, 301.0, 559.0, 18.0], ucp7msPWby, 5740985]
[paragraph, [94.0, 319.0, 559.0, 18.0], ucp7msPWby, 5740985]
[paragraph, [93.0, 360.0, 561.0, 18.0], wAt0R_e9sq, 5740985]
[paragraph, [93.0, 378.0, 561.0, 18.0], wAt0R_e9sq, 5740985]
[paragraph, [93.0, 396.0, 561.0, 18.0], wAt0R_e9sq, 5740985]
[paragraph, [93.0, 414.0, 561.0, 18.0], wAt0R_e9sq, 5740985]
[paragraph, [93.0, 432.0, 561.0, 18.0], wAt0R_e9sq, 5740985]
[paragraph, [100.0, 464.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 482.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 500.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 518.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 536.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 554.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 572.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 590.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 608.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 626.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 644.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 662.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 680.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 698.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 716.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 734.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 752.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 770.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 788.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 806.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 824.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 842.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 860.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 878.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 896.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 914.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 932.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 950.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 968.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 986.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[paragraph, [100.0, 1004.0, 551.0, 18.0], tf79_aGQFb, 5740985]
[footnote, [422.0, 1107.0, 263.0, 18.0], bFMlbXapxM, 5740985]
[footnote, [422.0, 1125.0, 263.0, 18.0], bFMlbXapxM, 5740985]
