[2338, 1654]
[paragraph, [221.0, 167.0, 1351.0, 36.0], -0Vd_MDUTM, 5658496]
[paragraph, [221.0, 203.0, 1351.0, 36.0], -0Vd_MDUTM, 5658496]
[paragraph, [221.0, 239.0, 1351.0, 36.0], -0Vd_MDUTM, 5658496]
[website-link, [268.0, 188.0, 413.0, 18.0], G0LEySEJU4, 5658496]
[website-link, [268.0, 206.0, 413.0, 18.0], G0LEySEJU4, 5658496]
[website-link, [268.0, 224.0, 413.0, 18.0], G0LEySEJU4, 5658496]
[ordered-list, [218.0, 280.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 316.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 352.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 388.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 424.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 460.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 496.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 532.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 568.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 604.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 640.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 676.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 712.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 748.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 784.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 820.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 856.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 892.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 928.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 964.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 1000.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 1036.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 1072.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 1108.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 1144.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 1180.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 1216.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 1252.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 1288.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[ordered-list, [218.0, 1324.0, 1352.0, 36.0], peAgGKEST5, 5658496]
[contact-info, [955.0, 1416.0, 536.0, 36.0], shoonya_0sHRJP65GTV6TF, 5658496]
[contact-info, [955.0, 1452.0, 536.0, 36.0], shoonya_0sHRJP65GTV6TF, 5658496]
[contact-info, [955.0, 1488.0, 536.0, 36.0], shoonya_0sHRJP65GTV6TF, 5658496]
