[1806, 1178]
[chapter-title, [345.0, 147.0, 563.0, 58.5], W9V_rb7a5x, 5750863]
[chapter-title, [345.0, 205.5, 563.0, 58.5], W9V_rb7a5x, 5750863]
[chapter-title, [345.0, 264.0, 563.0, 58.5], W9V_rb7a5x, 5750863]
[paragraph, [420.0, 365.0, 379.0, 36.0], g8t7Jw39QR, 5750863]
[paragraph, [420.0, 401.0, 379.0, 36.0], g8t7Jw39QR, 5750863]
[section-title, [429.0, 448.0, 391.0, 49.5], HWacqM_aHW, 5750863]
[sub-section-title, [160.0, 539.0, 154.0, 36.0], shoonya_0sRXLTX0O8XL6E, 5750863]
[paragraph, [255.0, 584.0, 834.0, 36.0], QD7WklFG8M, 5750863]
[paragraph, [255.0, 620.0, 834.0, 36.0], QD7WklFG8M, 5750863]
[paragraph, [255.0, 656.0, 834.0, 36.0], QD7WklFG8M, 5750863]
[paragraph, [255.0, 692.0, 834.0, 36.0], QD7WklFG8M, 5750863]
[paragraph, [255.0, 728.0, 834.0, 36.0], QD7WklFG8M, 5750863]
[paragraph, [255.0, 764.0, 834.0, 36.0], QD7WklFG8M, 5750863]
[paragraph, [255.0, 800.0, 834.0, 36.0], QD7WklFG8M, 5750863]
[paragraph, [255.0, 836.0, 834.0, 36.0], QD7WklFG8M, 5750863]
[paragraph, [255.0, 872.0, 834.0, 36.0], QD7WklFG8M, 5750863]
[paragraph, [255.0, 908.0, 834.0, 36.0], QD7WklFG8M, 5750863]
[paragraph, [255.0, 944.0, 834.0, 36.0], QD7WklFG8M, 5750863]
[paragraph, [255.0, 980.0, 834.0, 36.0], QD7WklFG8M, 5750863]
[paragraph, [255.0, 1016.0, 834.0, 36.0], QD7WklFG8M, 5750863]
[paragraph, [255.0, 1052.0, 834.0, 36.0], QD7WklFG8M, 5750863]
[paragraph, [255.0, 1088.0, 834.0, 36.0], QD7WklFG8M, 5750863]
[paragraph, [255.0, 1124.0, 834.0, 36.0], QD7WklFG8M, 5750863]
[paragraph, [255.0, 1160.0, 834.0, 36.0], QD7WklFG8M, 5750863]
[paragraph, [255.0, 1196.0, 834.0, 36.0], QD7WklFG8M, 5750863]
[paragraph, [255.0, 1232.0, 834.0, 36.0], QD7WklFG8M, 5750863]
[reference, [643.0, 1286.0, 453.0, 36.0], pHFQtMHyRB, 5750863]
[paragraph, [245.0, 1354.0, 436.0, 36.0], BdJAdBAKIP, 5750863]
[paragraph, [245.0, 1390.0, 436.0, 36.0], BdJAdBAKIP, 5750863]
[paragraph, [245.0, 1426.0, 436.0, 36.0], BdJAdBAKIP, 5750863]
[paragraph, [245.0, 1462.0, 436.0, 36.0], BdJAdBAKIP, 5750863]
[paragraph, [245.0, 1498.0, 436.0, 36.0], BdJAdBAKIP, 5750863]
[folio, [565.0, 1633.0, 169.0, 36.0], wM1-B3dEKY, 5750863]
