[2339, 1653]
[paragraph, [392.0, 198.0, 1077.0, 36.0], shoonya_3sNS4ZRVVP75RZ, 5733959]
[paragraph, [392.0, 234.0, 1077.0, 36.0], shoonya_3sNS4ZRVVP75RZ, 5733959]
[paragraph, [392.0, 270.0, 1077.0, 36.0], shoonya_3sNS4ZRVVP75RZ, 5733959]
[paragraph, [392.0, 306.0, 1077.0, 36.0], shoonya_3sNS4ZRVVP75RZ, 5733959]
[paragraph, [392.0, 342.0, 1077.0, 36.0], shoonya_3sNS4ZRVVP75RZ, 5733959]
[paragraph, [490.0, 374.0, 145.0, 36.0], shoonya_5sF8C5A6ZG4QWU, 5733959]
[paragraph, [389.0, 430.0, 1073.0, 36.0], shoonya_0sB8QVEGJ7NMSU, 5733959]
[paragraph, [389.0, 466.0, 1073.0, 36.0], shoonya_0sB8QVEGJ7NMSU, 5733959]
[paragraph, [389.0, 502.0, 1073.0, 36.0], shoonya_0sB8QVEGJ7NMSU, 5733959]
[paragraph, [389.0, 538.0, 1073.0, 36.0], shoonya_0sB8QVEGJ7NMSU, 5733959]
[paragraph, [389.0, 574.0, 1073.0, 36.0], shoonya_0sB8QVEGJ7NMSU, 5733959]
[paragraph, [389.0, 610.0, 1073.0, 36.0], shoonya_0sB8QVEGJ7NMSU, 5733959]
[paragraph, [389.0, 646.0, 1073.0, 36.0], shoonya_0sB8QVEGJ7NMSU, 5733959]
[paragraph, [389.0, 682.0, 1073.0, 36.0], shoonya_0sB8QVEGJ7NMSU, 5733959]
[paragraph, [389.0, 718.0, 1073.0, 36.0], shoonya_0sB8QVEGJ7NMSU, 5733959]
[paragraph, [389.0, 754.0, 1073.0, 36.0], shoonya_0sB8QVEGJ7NMSU, 5733959]
[paragraph, [389.0, 790.0, 1073.0, 36.0], shoonya_0sB8QVEGJ7NMSU, 5733959]
[paragraph, [389.0, 826.0, 1073.0, 36.0], shoonya_0sB8QVEGJ7NMSU, 5733959]
[paragraph, [389.0, 862.0, 1073.0, 36.0], shoonya_0sB8QVEGJ7NMSU, 5733959]
[paragraph, [389.0, 898.0, 1073.0, 36.0], shoonya_0sB8QVEGJ7NMSU, 5733959]
[paragraph, [388.0, 952.0, 1073.0, 36.0], shoonya_1sUIAY9OPTV1S6, 5733959]
[paragraph, [388.0, 988.0, 1073.0, 36.0], shoonya_1sUIAY9OPTV1S6, 5733959]
[paragraph, [388.0, 1024.0, 1073.0, 36.0], shoonya_1sUIAY9OPTV1S6, 5733959]
[paragraph, [388.0, 1060.0, 1073.0, 36.0], shoonya_1sUIAY9OPTV1S6, 5733959]
[paragraph, [388.0, 1096.0, 1073.0, 36.0], shoonya_1sUIAY9OPTV1S6, 5733959]
[paragraph, [388.0, 1132.0, 1073.0, 36.0], shoonya_1sUIAY9OPTV1S6, 5733959]
[paragraph, [388.0, 1168.0, 1073.0, 36.0], shoonya_1sUIAY9OPTV1S6, 5733959]
[paragraph, [388.0, 1204.0, 1073.0, 36.0], shoonya_1sUIAY9OPTV1S6, 5733959]
[paragraph, [388.0, 1240.0, 1073.0, 36.0], shoonya_1sUIAY9OPTV1S6, 5733959]
[paragraph, [388.0, 1276.0, 1073.0, 36.0], shoonya_1sUIAY9OPTV1S6, 5733959]
[paragraph, [388.0, 1312.0, 1073.0, 36.0], shoonya_1sUIAY9OPTV1S6, 5733959]
[paragraph, [386.0, 1365.0, 1077.0, 36.0], shoonya_2sPH4226BUIYGW, 5733959]
[paragraph, [386.0, 1401.0, 1077.0, 36.0], shoonya_2sPH4226BUIYGW, 5733959]
[paragraph, [386.0, 1437.0, 1077.0, 36.0], shoonya_2sPH4226BUIYGW, 5733959]
[paragraph, [386.0, 1473.0, 1077.0, 36.0], shoonya_2sPH4226BUIYGW, 5733959]
[paragraph, [386.0, 1509.0, 1077.0, 36.0], shoonya_2sPH4226BUIYGW, 5733959]
[paragraph, [386.0, 1545.0, 1077.0, 36.0], shoonya_2sPH4226BUIYGW, 5733959]
[paragraph, [386.0, 1581.0, 1077.0, 36.0], shoonya_2sPH4226BUIYGW, 5733959]
[paragraph, [386.0, 1617.0, 1077.0, 36.0], shoonya_2sPH4226BUIYGW, 5733959]
[paragraph, [386.0, 1653.0, 1077.0, 36.0], shoonya_2sPH4226BUIYGW, 5733959]
[paragraph, [386.0, 1689.0, 1077.0, 36.0], shoonya_2sPH4226BUIYGW, 5733959]
[paragraph, [386.0, 1725.0, 1077.0, 36.0], shoonya_2sPH4226BUIYGW, 5733959]
[paragraph, [386.0, 1761.0, 1077.0, 36.0], shoonya_2sPH4226BUIYGW, 5733959]
[paragraph, [386.0, 1797.0, 1077.0, 36.0], shoonya_2sPH4226BUIYGW, 5733959]
[paragraph, [386.0, 1833.0, 1077.0, 36.0], shoonya_2sPH4226BUIYGW, 5733959]
[paragraph, [490.0, 1892.0, 143.0, 36.0], shoonya_6sLG81LNSAGF2Y, 5733959]
[paragraph, [386.0, 1952.0, 1073.0, 36.0], shoonya_4s90DH2P97PPKF, 5733959]
[paragraph, [386.0, 1988.0, 1073.0, 36.0], shoonya_4s90DH2P97PPKF, 5733959]
[paragraph, [386.0, 2024.0, 1073.0, 36.0], shoonya_4s90DH2P97PPKF, 5733959]
[paragraph, [386.0, 2060.0, 1073.0, 36.0], shoonya_4s90DH2P97PPKF, 5733959]
[folio, [859.0, 2183.0, 552.0, 36.0], 4vfiu5vbR_, 5733959]
