[1182, 857]
[section-title, [80.0, 87.0, 715.0, 30.0], shoonya_3s9LGV526B5YER, 6477842]
[section-title, [80.0, 117.0, 715.0, 30.0], shoonya_3s9LGV526B5YER, 6477842]
[unordered-list, [121.0, 182.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 200.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 218.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 236.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 254.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 272.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 290.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 308.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 326.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 344.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 362.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 380.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 398.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 416.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 434.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 452.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 470.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 488.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 506.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 524.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 542.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 560.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 578.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[unordered-list, [121.0, 596.0, 679.0, 18.0], shoonya_1s3KZMLC6LV0O7, 6477842]
[paragraph, [363.0, 694.0, 418.0, 18.0], shoonya_4s41MQSRO5QKF6, 6477842]
[paragraph, [363.0, 712.0, 418.0, 18.0], shoonya_4s41MQSRO5QKF6, 6477842]
[paragraph, [363.0, 730.0, 418.0, 18.0], shoonya_4s41MQSRO5QKF6, 6477842]
[unordered-list, [376.0, 762.0, 411.0, 18.0], shoonya_2sRQ8U0C4QBU4R, 6477842]
[unordered-list, [376.0, 780.0, 411.0, 18.0], shoonya_2sRQ8U0C4QBU4R, 6477842]
[unordered-list, [376.0, 798.0, 411.0, 18.0], shoonya_2sRQ8U0C4QBU4R, 6477842]
[unordered-list, [376.0, 816.0, 411.0, 18.0], shoonya_2sRQ8U0C4QBU4R, 6477842]
[unordered-list, [376.0, 834.0, 411.0, 18.0], shoonya_2sRQ8U0C4QBU4R, 6477842]
[unordered-list, [376.0, 852.0, 411.0, 18.0], shoonya_2sRQ8U0C4QBU4R, 6477842]
[unordered-list, [376.0, 870.0, 411.0, 18.0], shoonya_2sRQ8U0C4QBU4R, 6477842]
[unordered-list, [376.0, 888.0, 411.0, 18.0], shoonya_2sRQ8U0C4QBU4R, 6477842]
[unordered-list, [376.0, 906.0, 411.0, 18.0], shoonya_2sRQ8U0C4QBU4R, 6477842]
[unordered-list, [376.0, 924.0, 411.0, 18.0], shoonya_2sRQ8U0C4QBU4R, 6477842]
[unordered-list, [376.0, 942.0, 411.0, 18.0], shoonya_2sRQ8U0C4QBU4R, 6477842]
[paragraph, [364.0, 979.0, 419.0, 18.0], -OhIQlMhpM, 6477842]
[paragraph, [364.0, 997.0, 419.0, 18.0], -OhIQlMhpM, 6477842]
[paragraph, [364.0, 1015.0, 419.0, 18.0], -OhIQlMhpM, 6477842]
[paragraph, [364.0, 1033.0, 419.0, 18.0], -OhIQlMhpM, 6477842]
[paragraph, [364.0, 1051.0, 419.0, 18.0], -OhIQlMhpM, 6477842]
[paragraph, [364.0, 1069.0, 419.0, 18.0], -OhIQlMhpM, 6477842]
