[1468, 909]
[folio, [373.0, 77.0, 159.0, 18.0], taqMPNhntG, 5770379]
[folio, [373.0, 95.0, 159.0, 18.0], taqMPNhntG, 5770379]
[paragraph, [461.0, 144.0, 368.0, 18.0], J7dXvsa32V, 5770379]
[paragraph, [461.0, 162.0, 368.0, 18.0], J7dXvsa32V, 5770379]
[paragraph, [77.0, 145.0, 376.0, 18.0], YHaE3hN2Ky, 5770379]
[paragraph, [77.0, 163.0, 376.0, 18.0], YHaE3hN2Ky, 5770379]
[paragraph, [77.0, 181.0, 376.0, 18.0], YHaE3hN2Ky, 5770379]
[paragraph, [77.0, 199.0, 376.0, 18.0], YHaE3hN2Ky, 5770379]
[paragraph, [77.0, 217.0, 376.0, 18.0], YHaE3hN2Ky, 5770379]
[paragraph, [459.0, 176.0, 375.0, 18.0], KvCtV4QVcx, 5770379]
[paragraph, [459.0, 194.0, 375.0, 18.0], KvCtV4QVcx, 5770379]
[paragraph, [459.0, 212.0, 375.0, 18.0], KvCtV4QVcx, 5770379]
[paragraph, [459.0, 230.0, 375.0, 18.0], KvCtV4QVcx, 5770379]
[paragraph, [459.0, 248.0, 375.0, 18.0], KvCtV4QVcx, 5770379]
[paragraph, [459.0, 266.0, 375.0, 18.0], KvCtV4QVcx, 5770379]
[paragraph, [459.0, 284.0, 375.0, 18.0], KvCtV4QVcx, 5770379]
[paragraph, [459.0, 302.0, 375.0, 18.0], KvCtV4QVcx, 5770379]
[paragraph, [77.0, 234.0, 375.0, 18.0], YZzeqg23Kq, 5770379]
[paragraph, [77.0, 252.0, 375.0, 18.0], YZzeqg23Kq, 5770379]
[paragraph, [77.0, 270.0, 375.0, 18.0], YZzeqg23Kq, 5770379]
[paragraph, [77.0, 288.0, 375.0, 18.0], YZzeqg23Kq, 5770379]
[paragraph, [77.0, 306.0, 375.0, 18.0], YZzeqg23Kq, 5770379]
[paragraph, [453.0, 319.0, 211.0, 18.0], hoKkEXjIIw, 5770379]
[paragraph, [453.0, 337.0, 211.0, 18.0], hoKkEXjIIw, 5770379]
[paragraph, [103.0, 323.0, 286.0, 18.0], mpZwqK-83i, 5770379]
[paragraph, [103.0, 341.0, 286.0, 18.0], mpZwqK-83i, 5770379]
[paragraph, [103.0, 359.0, 286.0, 18.0], mpZwqK-83i, 5770379]
[paragraph, [103.0, 377.0, 286.0, 18.0], mpZwqK-83i, 5770379]
[paragraph, [103.0, 395.0, 286.0, 18.0], mpZwqK-83i, 5770379]
[paragraph, [453.0, 345.0, 382.0, 18.0], yiWFpfL2BB, 5770379]
[paragraph, [453.0, 363.0, 382.0, 18.0], yiWFpfL2BB, 5770379]
[paragraph, [453.0, 381.0, 382.0, 18.0], yiWFpfL2BB, 5770379]
[paragraph, [453.0, 399.0, 382.0, 18.0], yiWFpfL2BB, 5770379]
[paragraph, [453.0, 417.0, 382.0, 18.0], yiWFpfL2BB, 5770379]
[paragraph, [453.0, 435.0, 382.0, 18.0], yiWFpfL2BB, 5770379]
[paragraph, [453.0, 453.0, 382.0, 18.0], yiWFpfL2BB, 5770379]
[paragraph, [453.0, 471.0, 382.0, 18.0], yiWFpfL2BB, 5770379]
[paragraph, [453.0, 489.0, 382.0, 18.0], yiWFpfL2BB, 5770379]
[paragraph, [453.0, 507.0, 382.0, 18.0], yiWFpfL2BB, 5770379]
[paragraph, [453.0, 525.0, 382.0, 18.0], yiWFpfL2BB, 5770379]
[paragraph, [75.0, 402.0, 342.0, 18.0], eV7js6VJFo, 5770379]
[paragraph, [75.0, 420.0, 342.0, 18.0], eV7js6VJFo, 5770379]
[paragraph, [103.0, 435.0, 313.0, 18.0], ob95PXWCJB, 5770379]
[paragraph, [103.0, 453.0, 313.0, 18.0], ob95PXWCJB, 5770379]
[paragraph, [103.0, 471.0, 313.0, 18.0], ob95PXWCJB, 5770379]
[paragraph, [103.0, 489.0, 313.0, 18.0], ob95PXWCJB, 5770379]
[paragraph, [103.0, 507.0, 313.0, 18.0], ob95PXWCJB, 5770379]
[paragraph, [103.0, 525.0, 313.0, 18.0], ob95PXWCJB, 5770379]
[paragraph, [78.0, 550.0, 369.0, 18.0], QdEajRGttf, 5770379]
[paragraph, [78.0, 568.0, 369.0, 18.0], QdEajRGttf, 5770379]
[paragraph, [78.0, 586.0, 369.0, 18.0], QdEajRGttf, 5770379]
[paragraph, [455.0, 551.0, 378.0, 18.0], NVYQvdVpKn, 5770379]
[paragraph, [455.0, 569.0, 378.0, 18.0], NVYQvdVpKn, 5770379]
[paragraph, [455.0, 587.0, 378.0, 18.0], NVYQvdVpKn, 5770379]
[paragraph, [455.0, 605.0, 378.0, 18.0], NVYQvdVpKn, 5770379]
[paragraph, [455.0, 623.0, 378.0, 18.0], NVYQvdVpKn, 5770379]
[paragraph, [455.0, 641.0, 378.0, 18.0], NVYQvdVpKn, 5770379]
[paragraph, [455.0, 659.0, 378.0, 18.0], NVYQvdVpKn, 5770379]
[paragraph, [455.0, 677.0, 378.0, 18.0], NVYQvdVpKn, 5770379]
[paragraph, [455.0, 695.0, 378.0, 18.0], NVYQvdVpKn, 5770379]
[paragraph, [455.0, 713.0, 378.0, 18.0], NVYQvdVpKn, 5770379]
[paragraph, [455.0, 731.0, 378.0, 18.0], NVYQvdVpKn, 5770379]
[paragraph, [455.0, 749.0, 378.0, 18.0], NVYQvdVpKn, 5770379]
[paragraph, [455.0, 767.0, 378.0, 18.0], NVYQvdVpKn, 5770379]
[paragraph, [75.0, 607.0, 375.0, 18.0], R32YwBYs2c, 5770379]
[paragraph, [75.0, 625.0, 375.0, 18.0], R32YwBYs2c, 5770379]
[paragraph, [75.0, 643.0, 375.0, 18.0], R32YwBYs2c, 5770379]
[paragraph, [75.0, 661.0, 375.0, 18.0], R32YwBYs2c, 5770379]
[paragraph, [75.0, 679.0, 375.0, 18.0], R32YwBYs2c, 5770379]
[paragraph, [75.0, 697.0, 375.0, 18.0], R32YwBYs2c, 5770379]
[paragraph, [75.0, 715.0, 375.0, 18.0], R32YwBYs2c, 5770379]
[paragraph, [75.0, 733.0, 375.0, 18.0], R32YwBYs2c, 5770379]
[paragraph, [75.0, 751.0, 375.0, 18.0], R32YwBYs2c, 5770379]
[paragraph, [75.0, 769.0, 375.0, 18.0], R32YwBYs2c, 5770379]
[paragraph, [75.0, 787.0, 375.0, 18.0], R32YwBYs2c, 5770379]
[paragraph, [75.0, 805.0, 375.0, 18.0], R32YwBYs2c, 5770379]
[paragraph, [75.0, 823.0, 375.0, 18.0], R32YwBYs2c, 5770379]
[paragraph, [460.0, 780.0, 367.0, 18.0], NtpG6ICCqX, 5770379]
[paragraph, [460.0, 813.0, 370.0, 18.0], IdMuBmfLdP, 5770379]
[paragraph, [460.0, 831.0, 370.0, 18.0], IdMuBmfLdP, 5770379]
[paragraph, [75.0, 839.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 857.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 875.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 893.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 911.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 929.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 947.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 965.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 983.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1001.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1019.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1037.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1055.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1073.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1091.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1109.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1127.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1145.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1163.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1181.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1199.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1217.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1235.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1253.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1271.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1289.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1307.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1325.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1343.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [75.0, 1361.0, 378.0, 18.0], mGMARmwvzp, 5770379]
[paragraph, [458.0, 866.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 884.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 902.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 920.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 938.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 956.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 974.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 992.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 1010.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 1028.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 1046.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 1064.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 1082.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 1100.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 1118.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 1136.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 1154.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 1172.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 1190.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 1208.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 1226.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 1244.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 1262.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [458.0, 1280.0, 375.0, 18.0], K-an98QWdB, 5770379]
[paragraph, [460.0, 1297.0, 374.0, 18.0], KKU3gZjnHH, 5770379]
[paragraph, [460.0, 1315.0, 374.0, 18.0], KKU3gZjnHH, 5770379]
[paragraph, [460.0, 1333.0, 374.0, 18.0], KKU3gZjnHH, 5770379]
[paragraph, [460.0, 1351.0, 374.0, 18.0], KKU3gZjnHH, 5770379]
[paragraph, [460.0, 1369.0, 374.0, 18.0], KKU3gZjnHH, 5770379]
