[842, 595]
[headline, [180.0, 97.0, 247.0, 25.5], shoonya_0s1OL8TEH827KS, 5772497]
[ordered-list, [61.0, 187.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 205.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 223.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 241.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 259.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 277.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 295.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 313.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 331.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 349.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 367.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 385.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 403.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 421.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 439.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 457.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 475.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 493.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 511.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 529.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 547.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 565.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 583.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 601.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 619.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 637.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
[ordered-list, [61.0, 655.0, 487.0, 18.0], -Y2yKow0OP, 5772497]
