[1050, 693]
[folio, [80.0, 75.0, 88.0, 18.0], shoonya_3sUX7OLO849Q26, 5701608]
[folio, [80.0, 93.0, 88.0, 18.0], shoonya_3sUX7OLO849Q26, 5701608]
[paragraph, [80.0, 128.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 146.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 164.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 182.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 200.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 218.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 236.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 254.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 272.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 290.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 308.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 326.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 344.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 362.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 380.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 398.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 416.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 434.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 452.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 470.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 488.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 506.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 524.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 542.0, 532.0, 18.0], shoonya_1sALJZ9EVTKTOX, 5701608]
[paragraph, [80.0, 572.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 590.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 608.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 626.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 644.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 662.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 680.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 698.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 716.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 734.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 752.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 770.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 788.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 806.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 824.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 842.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 860.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 878.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 896.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 914.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
[paragraph, [80.0, 932.0, 528.0, 18.0], shoonya_0sGL5JIO9ZUMZH, 5701608]
