[1278, 909]
[chapter-title, [388.0, 31.0, 231.0, 30.0], 5KjS3BuMa0, 5776341]
[section-title, [482.0, 105.0, 60.0, 30.0], 2p-bvj3-KP, 5776341]
[paragraph, [192.0, 179.0, 634.0, 18.0], shoonya_1sGOPFMZKY0B18, 5776341]
[paragraph, [192.0, 197.0, 634.0, 18.0], shoonya_1sGOPFMZKY0B18, 5776341]
[paragraph, [192.0, 215.0, 634.0, 18.0], shoonya_1sGOPFMZKY0B18, 5776341]
[paragraph, [192.0, 233.0, 634.0, 18.0], shoonya_1sGOPFMZKY0B18, 5776341]
[paragraph, [192.0, 251.0, 634.0, 18.0], shoonya_1sGOPFMZKY0B18, 5776341]
[paragraph, [192.0, 269.0, 634.0, 18.0], shoonya_1sGOPFMZKY0B18, 5776341]
[paragraph, [192.0, 287.0, 634.0, 18.0], shoonya_1sGOPFMZKY0B18, 5776341]
[paragraph, [192.0, 305.0, 634.0, 18.0], shoonya_1sGOPFMZKY0B18, 5776341]
[paragraph, [196.0, 332.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 350.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 368.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 386.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 404.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 422.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 440.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 458.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 476.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 494.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 512.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 530.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 548.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 566.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 584.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 602.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 620.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 638.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 656.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 674.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 692.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 710.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 728.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 746.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 764.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 782.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 800.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 818.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 836.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 854.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 872.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 890.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 908.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 926.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 944.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 962.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 980.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 998.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 1016.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [196.0, 1034.0, 640.0, 18.0], shoonya_0sO32996PJCAFZ, 5776341]
[paragraph, [217.0, 1054.0, 617.0, 18.0], 9nnhsijnzY, 5776341]
[paragraph, [217.0, 1072.0, 617.0, 18.0], 9nnhsijnzY, 5776341]
