[1250, 861]
[chapter-title, [372.0, 38.0, 210.0, 30.0], shoonya_8sWXYHB8Z2Q0V6, 5776484]
[paragraph, [166.0, 78.0, 625.0, 18.0], shoonya_6sVB9DPO8BZB4G, 5776484]
[paragraph, [166.0, 96.0, 625.0, 18.0], shoonya_6sVB9DPO8BZB4G, 5776484]
[paragraph, [166.0, 114.0, 625.0, 18.0], shoonya_6sVB9DPO8BZB4G, 5776484]
[paragraph, [166.0, 132.0, 625.0, 18.0], shoonya_6sVB9DPO8BZB4G, 5776484]
[paragraph, [165.0, 154.0, 626.0, 18.0], shoonya_7sNXE0HUIQIGB2, 5776484]
[paragraph, [165.0, 172.0, 626.0, 18.0], shoonya_7sNXE0HUIQIGB2, 5776484]
[paragraph, [168.0, 204.0, 622.0, 18.0], shoonya_4sR8P4ZM451XPJ, 5776484]
[paragraph, [168.0, 222.0, 622.0, 18.0], shoonya_4sR8P4ZM451XPJ, 5776484]
[paragraph, [168.0, 240.0, 622.0, 18.0], shoonya_4sR8P4ZM451XPJ, 5776484]
[paragraph, [168.0, 258.0, 622.0, 18.0], shoonya_4sR8P4ZM451XPJ, 5776484]
[paragraph, [168.0, 276.0, 622.0, 18.0], shoonya_4sR8P4ZM451XPJ, 5776484]
[paragraph, [168.0, 294.0, 622.0, 18.0], shoonya_4sR8P4ZM451XPJ, 5776484]
[paragraph, [169.0, 329.0, 624.0, 18.0], shoonya_0s3GI4F5IPFTKO, 5776484]
[paragraph, [169.0, 347.0, 624.0, 18.0], shoonya_0s3GI4F5IPFTKO, 5776484]
[paragraph, [169.0, 365.0, 624.0, 18.0], shoonya_0s3GI4F5IPFTKO, 5776484]
[paragraph, [169.0, 383.0, 624.0, 18.0], shoonya_0s3GI4F5IPFTKO, 5776484]
[paragraph, [169.0, 401.0, 624.0, 18.0], shoonya_0s3GI4F5IPFTKO, 5776484]
[paragraph, [169.0, 419.0, 624.0, 18.0], shoonya_0s3GI4F5IPFTKO, 5776484]
[paragraph, [169.0, 437.0, 624.0, 18.0], shoonya_0s3GI4F5IPFTKO, 5776484]
[paragraph, [169.0, 455.0, 624.0, 18.0], shoonya_0s3GI4F5IPFTKO, 5776484]
[paragraph, [169.0, 473.0, 624.0, 18.0], shoonya_0s3GI4F5IPFTKO, 5776484]
[paragraph, [171.0, 503.0, 623.0, 18.0], shoonya_5sJEYQQ3DPTLRE, 5776484]
[paragraph, [171.0, 521.0, 623.0, 18.0], shoonya_5sJEYQQ3DPTLRE, 5776484]
[paragraph, [171.0, 539.0, 623.0, 18.0], shoonya_5sJEYQQ3DPTLRE, 5776484]
[paragraph, [171.0, 557.0, 623.0, 18.0], shoonya_5sJEYQQ3DPTLRE, 5776484]
[paragraph, [171.0, 575.0, 623.0, 18.0], shoonya_5sJEYQQ3DPTLRE, 5776484]
[paragraph, [171.0, 604.0, 625.0, 18.0], shoonya_2sTTO6OHR6PYNW, 5776484]
[paragraph, [171.0, 622.0, 625.0, 18.0], shoonya_2sTTO6OHR6PYNW, 5776484]
[paragraph, [171.0, 640.0, 625.0, 18.0], shoonya_2sTTO6OHR6PYNW, 5776484]
[paragraph, [171.0, 658.0, 625.0, 18.0], shoonya_2sTTO6OHR6PYNW, 5776484]
[paragraph, [171.0, 676.0, 625.0, 18.0], shoonya_2sTTO6OHR6PYNW, 5776484]
[paragraph, [171.0, 694.0, 625.0, 18.0], shoonya_2sTTO6OHR6PYNW, 5776484]
[paragraph, [171.0, 712.0, 625.0, 18.0], shoonya_2sTTO6OHR6PYNW, 5776484]
[paragraph, [171.0, 730.0, 625.0, 18.0], shoonya_2sTTO6OHR6PYNW, 5776484]
[paragraph, [171.0, 748.0, 625.0, 18.0], shoonya_2sTTO6OHR6PYNW, 5776484]
[paragraph, [172.0, 781.0, 623.0, 18.0], shoonya_1sOGDVGKRCX25X, 5776484]
[paragraph, [172.0, 799.0, 623.0, 18.0], shoonya_1sOGDVGKRCX25X, 5776484]
[paragraph, [172.0, 817.0, 623.0, 18.0], shoonya_1sOGDVGKRCX25X, 5776484]
[paragraph, [172.0, 835.0, 623.0, 18.0], shoonya_1sOGDVGKRCX25X, 5776484]
[paragraph, [172.0, 853.0, 623.0, 18.0], shoonya_1sOGDVGKRCX25X, 5776484]
[paragraph, [172.0, 871.0, 623.0, 18.0], shoonya_1sOGDVGKRCX25X, 5776484]
[paragraph, [172.0, 889.0, 623.0, 18.0], shoonya_1sOGDVGKRCX25X, 5776484]
[paragraph, [172.0, 907.0, 623.0, 18.0], shoonya_1sOGDVGKRCX25X, 5776484]
[paragraph, [172.0, 925.0, 623.0, 18.0], shoonya_1sOGDVGKRCX25X, 5776484]
[paragraph, [173.0, 952.0, 625.0, 18.0], shoonya_3sBUMS5VYML2FC, 5776484]
[paragraph, [173.0, 970.0, 625.0, 18.0], shoonya_3sBUMS5VYML2FC, 5776484]
[paragraph, [173.0, 988.0, 625.0, 18.0], shoonya_3sBUMS5VYML2FC, 5776484]
[paragraph, [173.0, 1006.0, 625.0, 18.0], shoonya_3sBUMS5VYML2FC, 5776484]
[paragraph, [173.0, 1024.0, 625.0, 18.0], shoonya_3sBUMS5VYML2FC, 5776484]
[paragraph, [173.0, 1042.0, 625.0, 18.0], shoonya_3sBUMS5VYML2FC, 5776484]
[paragraph, [173.0, 1060.0, 625.0, 18.0], shoonya_3sBUMS5VYML2FC, 5776484]
[paragraph, [173.0, 1078.0, 625.0, 18.0], shoonya_3sBUMS5VYML2FC, 5776484]
