[3508, 2481]
[contact-info, [626.0, 92.0, 1404.0, 52.5], WMOR3b9mXG, 6491052]
[contact-info, [626.0, 144.5, 1404.0, 52.5], WMOR3b9mXG, 6491052]
[contact-info, [626.0, 197.0, 1404.0, 52.5], WMOR3b9mXG, 6491052]
[contact-info, [626.0, 249.5, 1404.0, 52.5], WMOR3b9mXG, 6491052]
[headline, [713.0, 533.0, 1029.0, 52.5], YHsZxujs4_, 6491052]
[headline, [713.0, 585.5, 1029.0, 52.5], YHsZxujs4_, 6491052]
[paragraph, [225.0, 766.0, 1210.0, 52.5], shoonya_2sS6E3OX14FI0X, 6491052]
[placeholder-text, [222.0, 1038.0, 261.0, 18.0], m9CBQlXMO0, 6491052]
[placeholder-text, [222.0, 1056.0, 261.0, 18.0], m9CBQlXMO0, 6491052]
[placeholder-text, [222.0, 1074.0, 261.0, 18.0], m9CBQlXMO0, 6491052]
[paragraph, [228.0, 1291.0, 456.0, 52.5], shoonya_6s2MKEV1NH04N7, 6491052]
[paragraph, [219.0, 1402.0, 2075.0, 52.5], shoonya_3s9N0P5YJ0LZ14, 6491052]
[paragraph, [219.0, 1454.5, 2075.0, 52.5], shoonya_3s9N0P5YJ0LZ14, 6491052]
[paragraph, [219.0, 1507.0, 2075.0, 52.5], shoonya_3s9N0P5YJ0LZ14, 6491052]
[paragraph, [219.0, 1559.5, 2075.0, 52.5], shoonya_3s9N0P5YJ0LZ14, 6491052]
[paragraph, [219.0, 1612.0, 2075.0, 52.5], shoonya_3s9N0P5YJ0LZ14, 6491052]
[paragraph, [219.0, 1664.5, 2075.0, 52.5], shoonya_3s9N0P5YJ0LZ14, 6491052]
[unordered-list, [273.0, 1803.0, 2021.0, 52.5], shoonya_0sVW8VUJ91XNEO, 6491052]
[unordered-list, [273.0, 1855.5, 2021.0, 52.5], shoonya_0sVW8VUJ91XNEO, 6491052]
[unordered-list, [273.0, 1908.0, 2021.0, 52.5], shoonya_0sVW8VUJ91XNEO, 6491052]
[unordered-list, [273.0, 1960.5, 2021.0, 52.5], shoonya_0sVW8VUJ91XNEO, 6491052]
[unordered-list, [273.0, 2013.0, 2021.0, 52.5], shoonya_0sVW8VUJ91XNEO, 6491052]
[unordered-list, [273.0, 2065.5, 2021.0, 52.5], shoonya_0sVW8VUJ91XNEO, 6491052]
[unordered-list, [273.0, 2118.0, 2021.0, 52.5], shoonya_0sVW8VUJ91XNEO, 6491052]
[unordered-list, [273.0, 2170.5, 2021.0, 52.5], shoonya_0sVW8VUJ91XNEO, 6491052]
[unordered-list, [273.0, 2223.0, 2021.0, 52.5], shoonya_0sVW8VUJ91XNEO, 6491052]
[unordered-list, [273.0, 2275.5, 2021.0, 52.5], shoonya_0sVW8VUJ91XNEO, 6491052]
[unordered-list, [273.0, 2328.0, 2021.0, 52.5], shoonya_0sVW8VUJ91XNEO, 6491052]
[unordered-list, [273.0, 2380.5, 2021.0, 52.5], shoonya_0sVW8VUJ91XNEO, 6491052]
[unordered-list, [273.0, 2433.0, 2021.0, 52.5], shoonya_0sVW8VUJ91XNEO, 6491052]
[contact-info, [223.0, 2882.0, 465.0, 52.5], weZ8uodAVt, 6491052]
[contact-info, [219.0, 3284.0, 506.0, 52.5], shoonya_5sL5T8CC5EIY2B, 6491052]
