[3960, 3060]
[headline, [569.0, 328.0, 1977.0, 52.5], U-QSfB3-59, 5698083]
[sidebar, [2152.0, 479.0, 508.0, 52.5], shoonya_5s8UMQKD6TBY5O, 5698083]
[contact-info, [729.0, 733.0, 1669.0, 52.5], JAcCStAyAq, 5698083]
[folio, [813.0, 806.0, 1486.0, 52.5], Uaofn1PbEH, 5698083]
[folio, [1360.0, 867.0, 439.0, 52.5], zbIfdqCUY5, 5698083]
[sidebar, [456.0, 929.0, 365.0, 52.5], shoonya_3sEI46KG66TNZ0, 5698083]
[sidebar, [2317.0, 934.0, 346.0, 52.5], shoonya_1sJO4XGWL7WCH9, 5698083]
[folio, [1393.0, 935.0, 394.0, 52.5], shoonya_2sTHMXMUI45AEB, 5698083]
[paragraph, [504.0, 1078.0, 2116.0, 52.5], fMHLIH0U1e, 5698083]
[paragraph, [504.0, 1130.5, 2116.0, 52.5], fMHLIH0U1e, 5698083]
[sidebar, [622.0, 1210.0, 1875.0, 52.5], PO0x-6vT0v, 5698083]
[sidebar, [2387.0, 1334.0, 271.0, 52.5], BqglIUg1YV, 5698083]
[ordered-list, [435.0, 1345.0, 2276.0, 52.5], IpftM7zvdJ, 5698083]
[ordered-list, [435.0, 1397.5, 2276.0, 52.5], IpftM7zvdJ, 5698083]
[ordered-list, [435.0, 1450.0, 2276.0, 52.5], IpftM7zvdJ, 5698083]
[ordered-list, [435.0, 1502.5, 2276.0, 52.5], IpftM7zvdJ, 5698083]
[ordered-list, [435.0, 1555.0, 2276.0, 52.5], IpftM7zvdJ, 5698083]
[ordered-list, [435.0, 1607.5, 2276.0, 52.5], IpftM7zvdJ, 5698083]
[ordered-list, [435.0, 1660.0, 2276.0, 52.5], IpftM7zvdJ, 5698083]
[ordered-list, [435.0, 1712.5, 2276.0, 52.5], IpftM7zvdJ, 5698083]
[ordered-list, [435.0, 1765.0, 2276.0, 52.5], IpftM7zvdJ, 5698083]
[ordered-list, [435.0, 1817.5, 2276.0, 52.5], IpftM7zvdJ, 5698083]
[ordered-list, [435.0, 1870.0, 2276.0, 52.5], IpftM7zvdJ, 5698083]
[ordered-list, [435.0, 1922.5, 2276.0, 52.5], IpftM7zvdJ, 5698083]
[ordered-list, [435.0, 1975.0, 2276.0, 52.5], IpftM7zvdJ, 5698083]
[ordered-list, [435.0, 2027.5, 2276.0, 52.5], IpftM7zvdJ, 5698083]
[ordered-list, [435.0, 2080.0, 2276.0, 52.5], IpftM7zvdJ, 5698083]
[ordered-list, [435.0, 2132.5, 2276.0, 52.5], IpftM7zvdJ, 5698083]
[sub-ordered-list, [603.0, 1402.0, 1997.0, 52.5], pqiDxRIcDU, 5698083]
[sub-ordered-list, [603.0, 1454.5, 1997.0, 52.5], pqiDxRIcDU, 5698083]
[sub-ordered-list, [603.0, 1507.0, 1997.0, 52.5], pqiDxRIcDU, 5698083]
[sub-ordered-list, [603.0, 1559.5, 1997.0, 52.5], pqiDxRIcDU, 5698083]
[sub-ordered-list, [603.0, 1612.0, 1997.0, 52.5], pqiDxRIcDU, 5698083]
[sub-ordered-list, [603.0, 1664.5, 1997.0, 52.5], pqiDxRIcDU, 5698083]
[sub-ordered-list, [603.0, 1717.0, 1997.0, 52.5], pqiDxRIcDU, 5698083]
[sub-ordered-list, [603.0, 1769.5, 1997.0, 52.5], pqiDxRIcDU, 5698083]
[sub-ordered-list, [603.0, 1822.0, 1997.0, 52.5], pqiDxRIcDU, 5698083]
[sidebar, [2410.0, 1918.0, 259.0, 52.5], kOcud7ULd8, 5698083]
[sub-ordered-list, [592.0, 1987.0, 744.0, 52.5], wC59jvLMwe, 5698083]
[sub-ordered-list, [592.0, 2039.5, 744.0, 52.5], wC59jvLMwe, 5698083]
[sub-ordered-list, [592.0, 2092.0, 744.0, 52.5], wC59jvLMwe, 5698083]
[sidebar, [2350.0, 2390.0, 303.0, 52.5], VTT7bk4OHD, 5698083]
[ordered-list, [427.0, 2456.0, 1883.0, 52.5], 4_WOrBMhjU, 5698083]
[ordered-list, [427.0, 2508.5, 1883.0, 52.5], 4_WOrBMhjU, 5698083]
[ordered-list, [427.0, 2561.0, 1883.0, 52.5], 4_WOrBMhjU, 5698083]
[ordered-list, [427.0, 2613.5, 1883.0, 52.5], 4_WOrBMhjU, 5698083]
[ordered-list, [427.0, 2666.0, 1883.0, 52.5], 4_WOrBMhjU, 5698083]
[ordered-list, [427.0, 2718.5, 1883.0, 52.5], 4_WOrBMhjU, 5698083]
[ordered-list, [427.0, 2771.0, 1883.0, 52.5], 4_WOrBMhjU, 5698083]
[ordered-list, [427.0, 2823.5, 1883.0, 52.5], 4_WOrBMhjU, 5698083]
[ordered-list, [427.0, 2876.0, 1883.0, 52.5], 4_WOrBMhjU, 5698083]
[ordered-list, [427.0, 2928.5, 1883.0, 52.5], 4_WOrBMhjU, 5698083]
[ordered-list, [427.0, 2981.0, 1883.0, 52.5], 4_WOrBMhjU, 5698083]
[ordered-list, [427.0, 3033.5, 1883.0, 52.5], 4_WOrBMhjU, 5698083]
[ordered-list, [427.0, 3086.0, 1883.0, 52.5], 4_WOrBMhjU, 5698083]
[sidebar, [1646.0, 2864.0, 275.0, 52.5], Dg0r_YweTf, 5698083]
[sub-ordered-list, [618.0, 2939.0, 1516.0, 52.5], J4vMwkglUP, 5698083]
[sub-ordered-list, [618.0, 2991.5, 1516.0, 52.5], J4vMwkglUP, 5698083]
[sub-ordered-list, [618.0, 3044.0, 1516.0, 52.5], J4vMwkglUP, 5698083]
[footnote, [2157.0, 3517.0, 510.0, 52.5], shoonya_4s9HU3DPGKXKWL, 5698083]
