[681, 497]
[paragraph, [28.0, 24.0, 221.0, 18.0], shoonya_4sTQSZ46K6KPIG, 5712332]
[paragraph, [28.0, 42.0, 221.0, 18.0], shoonya_4sTQSZ46K6KPIG, 5712332]
[paragraph, [28.0, 60.0, 221.0, 18.0], shoonya_4sTQSZ46K6KPIG, 5712332]
[paragraph, [28.0, 78.0, 221.0, 18.0], shoonya_4sTQSZ46K6KPIG, 5712332]
[paragraph, [28.0, 96.0, 221.0, 18.0], shoonya_4sTQSZ46K6KPIG, 5712332]
[paragraph, [28.0, 114.0, 221.0, 18.0], shoonya_4sTQSZ46K6KPIG, 5712332]
[paragraph, [28.0, 132.0, 221.0, 18.0], shoonya_4sTQSZ46K6KPIG, 5712332]
[paragraph, [28.0, 150.0, 221.0, 18.0], shoonya_4sTQSZ46K6KPIG, 5712332]
[paragraph, [28.0, 168.0, 221.0, 18.0], shoonya_4sTQSZ46K6KPIG, 5712332]
[paragraph, [28.0, 186.0, 221.0, 18.0], shoonya_4sTQSZ46K6KPIG, 5712332]
[paragraph, [28.0, 204.0, 221.0, 18.0], shoonya_4sTQSZ46K6KPIG, 5712332]
[paragraph, [28.0, 222.0, 221.0, 18.0], shoonya_4sTQSZ46K6KPIG, 5712332]
[paragraph, [248.0, 27.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [248.0, 45.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [248.0, 63.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [248.0, 81.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [248.0, 99.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [248.0, 117.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [248.0, 135.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [248.0, 153.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [248.0, 171.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [248.0, 189.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [248.0, 207.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [248.0, 225.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [248.0, 243.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [248.0, 261.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [248.0, 279.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [248.0, 297.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [248.0, 315.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [248.0, 333.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [248.0, 351.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [248.0, 369.0, 226.0, 18.0], shoonya_3sG8XXBWST4BBJ, 5712332]
[paragraph, [28.0, 245.0, 222.0, 18.0], shoonya_1sZM86TT1H8OJP, 5712332]
[paragraph, [28.0, 263.0, 222.0, 18.0], shoonya_1sZM86TT1H8OJP, 5712332]
[paragraph, [28.0, 281.0, 222.0, 18.0], shoonya_1sZM86TT1H8OJP, 5712332]
[paragraph, [28.0, 299.0, 222.0, 18.0], shoonya_1sZM86TT1H8OJP, 5712332]
[paragraph, [28.0, 317.0, 222.0, 18.0], shoonya_1sZM86TT1H8OJP, 5712332]
[paragraph, [28.0, 335.0, 222.0, 18.0], shoonya_1sZM86TT1H8OJP, 5712332]
[paragraph, [28.0, 353.0, 222.0, 18.0], shoonya_1sZM86TT1H8OJP, 5712332]
[paragraph, [28.0, 371.0, 222.0, 18.0], shoonya_1sZM86TT1H8OJP, 5712332]
[paragraph, [28.0, 389.0, 222.0, 18.0], shoonya_1sZM86TT1H8OJP, 5712332]
[paragraph, [28.0, 407.0, 222.0, 18.0], shoonya_1sZM86TT1H8OJP, 5712332]
[paragraph, [28.0, 425.0, 222.0, 18.0], shoonya_1sZM86TT1H8OJP, 5712332]
[paragraph, [28.0, 443.0, 222.0, 18.0], shoonya_1sZM86TT1H8OJP, 5712332]
[paragraph, [28.0, 461.0, 222.0, 18.0], shoonya_1sZM86TT1H8OJP, 5712332]
[paragraph, [28.0, 479.0, 222.0, 18.0], shoonya_1sZM86TT1H8OJP, 5712332]
[paragraph, [28.0, 497.0, 222.0, 18.0], shoonya_1sZM86TT1H8OJP, 5712332]
[paragraph, [28.0, 515.0, 222.0, 18.0], shoonya_1sZM86TT1H8OJP, 5712332]
[paragraph, [28.0, 533.0, 222.0, 18.0], shoonya_1sZM86TT1H8OJP, 5712332]
[paragraph, [28.0, 551.0, 222.0, 18.0], shoonya_1sZM86TT1H8OJP, 5712332]
[paragraph, [28.0, 569.0, 222.0, 18.0], shoonya_1sZM86TT1H8OJP, 5712332]
[paragraph, [247.0, 404.0, 227.0, 18.0], shoonya_0s9L78CFCNEYMP, 5712332]
[paragraph, [247.0, 422.0, 227.0, 18.0], shoonya_0s9L78CFCNEYMP, 5712332]
[paragraph, [247.0, 440.0, 227.0, 18.0], shoonya_0s9L78CFCNEYMP, 5712332]
[paragraph, [247.0, 458.0, 227.0, 18.0], shoonya_0s9L78CFCNEYMP, 5712332]
[paragraph, [247.0, 476.0, 227.0, 18.0], shoonya_0s9L78CFCNEYMP, 5712332]
[paragraph, [247.0, 494.0, 227.0, 18.0], shoonya_0s9L78CFCNEYMP, 5712332]
[paragraph, [247.0, 512.0, 227.0, 18.0], shoonya_0s9L78CFCNEYMP, 5712332]
[paragraph, [247.0, 530.0, 227.0, 18.0], shoonya_0s9L78CFCNEYMP, 5712332]
[paragraph, [247.0, 548.0, 227.0, 18.0], shoonya_0s9L78CFCNEYMP, 5712332]
[paragraph, [247.0, 566.0, 227.0, 18.0], shoonya_0s9L78CFCNEYMP, 5712332]
[paragraph, [247.0, 584.0, 227.0, 18.0], shoonya_0s9L78CFCNEYMP, 5712332]
[paragraph, [247.0, 602.0, 227.0, 18.0], shoonya_0s9L78CFCNEYMP, 5712332]
[paragraph, [247.0, 620.0, 227.0, 18.0], shoonya_0s9L78CFCNEYMP, 5712332]
[paragraph, [23.0, 602.0, 223.0, 18.0], shoonya_2sDADTVICSEYQ2, 5712332]
[paragraph, [23.0, 620.0, 223.0, 18.0], shoonya_2sDADTVICSEYQ2, 5712332]
