[1211, 798]
[folio, [341.0, 64.0, 108.0, 18.0], cGibyXlzZt, 5740756]
[folio, [341.0, 82.0, 108.0, 18.0], cGibyXlzZt, 5740756]
[paragraph, [50.0, 122.0, 694.0, 18.0], shoonya_0sSV1GMHHA9XTL, 5740756]
[paragraph, [50.0, 140.0, 694.0, 18.0], shoonya_0sSV1GMHHA9XTL, 5740756]
[paragraph, [50.0, 158.0, 694.0, 18.0], shoonya_0sSV1GMHHA9XTL, 5740756]
[paragraph, [50.0, 176.0, 694.0, 18.0], shoonya_0sSV1GMHHA9XTL, 5740756]
[paragraph, [50.0, 194.0, 694.0, 18.0], shoonya_0sSV1GMHHA9XTL, 5740756]
[paragraph, [50.0, 212.0, 694.0, 18.0], shoonya_0sSV1GMHHA9XTL, 5740756]
[paragraph, [50.0, 230.0, 694.0, 18.0], shoonya_0sSV1GMHHA9XTL, 5740756]
[paragraph, [50.0, 248.0, 694.0, 18.0], shoonya_0sSV1GMHHA9XTL, 5740756]
[paragraph, [50.0, 266.0, 694.0, 18.0], shoonya_0sSV1GMHHA9XTL, 5740756]
[paragraph, [50.0, 284.0, 694.0, 18.0], shoonya_0sSV1GMHHA9XTL, 5740756]
[paragraph, [50.0, 302.0, 694.0, 18.0], shoonya_0sSV1GMHHA9XTL, 5740756]
[paragraph, [50.0, 320.0, 694.0, 18.0], shoonya_0sSV1GMHHA9XTL, 5740756]
[paragraph, [50.0, 338.0, 694.0, 18.0], shoonya_0sSV1GMHHA9XTL, 5740756]
[paragraph, [50.0, 356.0, 694.0, 18.0], shoonya_0sSV1GMHHA9XTL, 5740756]
[paragraph, [50.0, 374.0, 694.0, 18.0], shoonya_0sSV1GMHHA9XTL, 5740756]
[paragraph, [50.0, 392.0, 694.0, 18.0], shoonya_0sSV1GMHHA9XTL, 5740756]
[paragraph, [50.0, 410.0, 694.0, 18.0], shoonya_0sSV1GMHHA9XTL, 5740756]
[paragraph, [50.0, 445.0, 690.0, 18.0], sQAh0hk5nb, 5740756]
[paragraph, [50.0, 463.0, 690.0, 18.0], sQAh0hk5nb, 5740756]
[paragraph, [50.0, 481.0, 690.0, 18.0], sQAh0hk5nb, 5740756]
[paragraph, [50.0, 499.0, 690.0, 18.0], sQAh0hk5nb, 5740756]
[paragraph, [50.0, 517.0, 690.0, 18.0], sQAh0hk5nb, 5740756]
[paragraph, [50.0, 535.0, 690.0, 18.0], sQAh0hk5nb, 5740756]
[paragraph, [50.0, 553.0, 690.0, 18.0], sQAh0hk5nb, 5740756]
[paragraph, [50.0, 571.0, 690.0, 18.0], sQAh0hk5nb, 5740756]
[paragraph, [50.0, 589.0, 690.0, 18.0], sQAh0hk5nb, 5740756]
[paragraph, [50.0, 607.0, 690.0, 18.0], sQAh0hk5nb, 5740756]
[paragraph, [50.0, 625.0, 690.0, 18.0], sQAh0hk5nb, 5740756]
[paragraph, [50.0, 643.0, 690.0, 18.0], sQAh0hk5nb, 5740756]
[paragraph, [50.0, 661.0, 690.0, 18.0], sQAh0hk5nb, 5740756]
[paragraph, [50.0, 683.0, 695.0, 18.0], 1tLScbnrHI, 5740756]
[paragraph, [50.0, 701.0, 695.0, 18.0], 1tLScbnrHI, 5740756]
[paragraph, [50.0, 719.0, 695.0, 18.0], 1tLScbnrHI, 5740756]
[paragraph, [50.0, 737.0, 695.0, 18.0], 1tLScbnrHI, 5740756]
[paragraph, [50.0, 755.0, 695.0, 18.0], 1tLScbnrHI, 5740756]
[paragraph, [50.0, 773.0, 695.0, 18.0], 1tLScbnrHI, 5740756]
[paragraph, [50.0, 791.0, 695.0, 18.0], 1tLScbnrHI, 5740756]
[paragraph, [50.0, 809.0, 695.0, 18.0], 1tLScbnrHI, 5740756]
[paragraph, [50.0, 827.0, 695.0, 18.0], 1tLScbnrHI, 5740756]
[paragraph, [60.0, 850.0, 687.0, 18.0], DJprvgbnOG, 5740756]
[paragraph, [60.0, 868.0, 687.0, 18.0], DJprvgbnOG, 5740756]
[paragraph, [60.0, 886.0, 687.0, 18.0], DJprvgbnOG, 5740756]
[paragraph, [60.0, 904.0, 687.0, 18.0], DJprvgbnOG, 5740756]
[paragraph, [60.0, 922.0, 687.0, 18.0], DJprvgbnOG, 5740756]
[paragraph, [60.0, 940.0, 687.0, 18.0], DJprvgbnOG, 5740756]
[paragraph, [60.0, 958.0, 687.0, 18.0], DJprvgbnOG, 5740756]
[paragraph, [60.0, 976.0, 687.0, 18.0], DJprvgbnOG, 5740756]
[footnote, [410.0, 1172.0, 336.0, 18.0], sI50eMIVsj, 5740756]
