[2339, 1653]
[paragraph, [249.0, 244.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 280.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 316.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 352.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 388.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 424.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 460.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 496.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 532.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 568.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 604.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 640.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 676.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 712.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 748.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 784.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 820.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 856.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 892.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 928.0, 1154.0, 36.0], shoonya_0sFGGX6H19RQ6D, 5687182]
[paragraph, [249.0, 1014.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1050.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1086.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1122.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1158.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1194.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1230.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1266.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1302.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1338.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1374.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1410.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1446.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1482.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1518.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1554.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1590.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1626.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1662.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1698.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1734.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1770.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1806.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1842.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1878.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1914.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1950.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
[paragraph, [249.0, 1986.0, 1156.0, 36.0], shoonya_1s04LBBYIQ0PFS, 5687182]
