[1388, 886]
[folio, [440.0, 72.0, 57.0, 18.0], LBSOjcIWMn, 5742566]
[paragraph, [452.0, 126.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 144.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 162.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 180.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 198.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 216.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 234.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 252.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 270.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 288.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 306.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 324.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 342.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 360.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 378.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 396.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 414.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 432.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 450.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 468.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 486.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 504.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 522.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 540.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 558.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 576.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 594.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 612.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 630.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 648.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 666.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 684.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 702.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 720.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 738.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 756.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 774.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 792.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 810.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 828.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 846.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 864.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 882.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 900.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 918.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 936.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 954.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 972.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 990.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 1008.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 1026.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 1044.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 1062.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 1080.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 1098.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 1116.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 1134.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 1152.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 1170.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 1188.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 1206.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 1224.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 1242.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 1260.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 1278.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [452.0, 1296.0, 399.0, 18.0], shoonya_0sVXVW4QGD6TJX, 5742566]
[paragraph, [37.0, 132.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 150.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 168.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 186.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 204.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 222.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 240.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 258.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 276.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 294.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 312.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 330.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 348.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 366.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 384.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 402.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 420.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 438.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 456.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 474.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 492.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
