[842, 595]
[section-title, [287.0, 54.0, 156.0, 30.0], shoonya_1s323WLM0TZG69, 5660375]
[unordered-list, [182.0, 99.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 117.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 135.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 153.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 171.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 189.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 207.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 225.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 243.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 261.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 279.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 297.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 315.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 333.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 351.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 369.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 387.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 405.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 423.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 441.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 459.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 477.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 495.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 513.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 531.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 549.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 567.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 585.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 603.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 621.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 639.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 657.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 675.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 693.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 711.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 729.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
[unordered-list, [182.0, 747.0, 368.0, 18.0], shoonya_0sE35KQ9LS3744, 5660375]
