[567, 439]
[chapter-title, [235.0, 133.0, 163.0, 30.0], G5dIUD__GE, 6459664]
[paragraph, [31.0, 186.0, 187.0, 18.0], shoonya_0s0MYB2K913Z7T, 6459664]
[paragraph, [31.0, 204.0, 187.0, 18.0], shoonya_0s0MYB2K913Z7T, 6459664]
[paragraph, [31.0, 222.0, 187.0, 18.0], shoonya_0s0MYB2K913Z7T, 6459664]
[paragraph, [31.0, 240.0, 187.0, 18.0], shoonya_0s0MYB2K913Z7T, 6459664]
[paragraph, [31.0, 258.0, 187.0, 18.0], shoonya_0s0MYB2K913Z7T, 6459664]
[paragraph, [31.0, 276.0, 187.0, 18.0], shoonya_0s0MYB2K913Z7T, 6459664]
[paragraph, [31.0, 294.0, 187.0, 18.0], shoonya_0s0MYB2K913Z7T, 6459664]
[paragraph, [31.0, 312.0, 187.0, 18.0], shoonya_0s0MYB2K913Z7T, 6459664]
[paragraph, [220.0, 186.0, 184.0, 18.0], aBIIRJe41e, 6459664]
[paragraph, [220.0, 204.0, 184.0, 18.0], aBIIRJe41e, 6459664]
[paragraph, [219.0, 222.0, 186.0, 18.0], bFzc8dF2hD, 6459664]
[paragraph, [219.0, 240.0, 186.0, 18.0], bFzc8dF2hD, 6459664]
[paragraph, [219.0, 258.0, 186.0, 18.0], bFzc8dF2hD, 6459664]
[paragraph, [219.0, 276.0, 186.0, 18.0], bFzc8dF2hD, 6459664]
[paragraph, [221.0, 296.0, 185.0, 18.0], vW9L83sW5P, 6459664]
[paragraph, [221.0, 314.0, 185.0, 18.0], vW9L83sW5P, 6459664]
[paragraph, [221.0, 332.0, 185.0, 18.0], vW9L83sW5P, 6459664]
[paragraph, [221.0, 350.0, 185.0, 18.0], vW9L83sW5P, 6459664]
[paragraph, [221.0, 368.0, 185.0, 18.0], vW9L83sW5P, 6459664]
[paragraph, [221.0, 386.0, 185.0, 18.0], vW9L83sW5P, 6459664]
[paragraph, [221.0, 404.0, 185.0, 18.0], vW9L83sW5P, 6459664]
[paragraph, [221.0, 422.0, 185.0, 18.0], vW9L83sW5P, 6459664]
[paragraph, [221.0, 440.0, 185.0, 18.0], vW9L83sW5P, 6459664]
[paragraph, [33.0, 331.0, 183.0, 18.0], Dn_vVLPhyc, 6459664]
[paragraph, [33.0, 349.0, 183.0, 18.0], Dn_vVLPhyc, 6459664]
[paragraph, [33.0, 367.0, 183.0, 18.0], Dn_vVLPhyc, 6459664]
[paragraph, [33.0, 385.0, 183.0, 18.0], Dn_vVLPhyc, 6459664]
[paragraph, [33.0, 403.0, 183.0, 18.0], Dn_vVLPhyc, 6459664]
[paragraph, [33.0, 421.0, 183.0, 18.0], Dn_vVLPhyc, 6459664]
[paragraph, [33.0, 439.0, 183.0, 18.0], Dn_vVLPhyc, 6459664]
[paragraph, [35.0, 462.0, 183.0, 18.0], XA4TQAP2mP, 6459664]
[paragraph, [35.0, 480.0, 183.0, 18.0], XA4TQAP2mP, 6459664]
[paragraph, [217.0, 462.0, 194.0, 18.0], zeZsSE2kKi, 6459664]
[paragraph, [217.0, 480.0, 194.0, 18.0], zeZsSE2kKi, 6459664]
[folio, [179.0, 504.0, 81.0, 18.0], PpfTu0tO8i, 6459664]
