[2086, 1522]
[paragraph, [821.0, 118.0, 687.0, 36.0], shoonya_4s81VDLHJYQTS4, 5712344]
[paragraph, [821.0, 154.0, 687.0, 36.0], shoonya_4s81VDLHJYQTS4, 5712344]
[paragraph, [136.0, 119.0, 682.0, 36.0], hJs9GzVJMD, 5712344]
[paragraph, [136.0, 155.0, 682.0, 36.0], hJs9GzVJMD, 5712344]
[paragraph, [136.0, 191.0, 682.0, 36.0], hJs9GzVJMD, 5712344]
[paragraph, [136.0, 227.0, 682.0, 36.0], hJs9GzVJMD, 5712344]
[paragraph, [136.0, 263.0, 682.0, 36.0], hJs9GzVJMD, 5712344]
[paragraph, [136.0, 299.0, 682.0, 36.0], hJs9GzVJMD, 5712344]
[paragraph, [822.0, 224.0, 686.0, 36.0], shoonya_7sCO0RKWS7W4OS, 5712344]
[paragraph, [822.0, 260.0, 686.0, 36.0], shoonya_7sCO0RKWS7W4OS, 5712344]
[paragraph, [822.0, 296.0, 686.0, 36.0], shoonya_7sCO0RKWS7W4OS, 5712344]
[paragraph, [822.0, 332.0, 686.0, 36.0], shoonya_7sCO0RKWS7W4OS, 5712344]
[paragraph, [822.0, 368.0, 686.0, 36.0], shoonya_7sCO0RKWS7W4OS, 5712344]
[paragraph, [822.0, 404.0, 686.0, 36.0], shoonya_7sCO0RKWS7W4OS, 5712344]
[paragraph, [822.0, 440.0, 686.0, 36.0], shoonya_7sCO0RKWS7W4OS, 5712344]
[paragraph, [822.0, 476.0, 686.0, 36.0], shoonya_7sCO0RKWS7W4OS, 5712344]
[paragraph, [822.0, 512.0, 686.0, 36.0], shoonya_7sCO0RKWS7W4OS, 5712344]
[paragraph, [136.0, 345.0, 680.0, 36.0], X_5BhyxbDN, 5712344]
[paragraph, [136.0, 381.0, 680.0, 36.0], X_5BhyxbDN, 5712344]
[paragraph, [136.0, 417.0, 680.0, 36.0], X_5BhyxbDN, 5712344]
[paragraph, [136.0, 453.0, 680.0, 36.0], X_5BhyxbDN, 5712344]
[paragraph, [136.0, 489.0, 680.0, 36.0], X_5BhyxbDN, 5712344]
[paragraph, [136.0, 525.0, 680.0, 36.0], X_5BhyxbDN, 5712344]
[paragraph, [136.0, 561.0, 680.0, 36.0], X_5BhyxbDN, 5712344]
[paragraph, [136.0, 597.0, 680.0, 36.0], X_5BhyxbDN, 5712344]
[paragraph, [136.0, 633.0, 680.0, 36.0], X_5BhyxbDN, 5712344]
[paragraph, [821.0, 561.0, 687.0, 36.0], shoonya_1s6TJVDW3BYAFN, 5712344]
[paragraph, [821.0, 597.0, 687.0, 36.0], shoonya_1s6TJVDW3BYAFN, 5712344]
[paragraph, [821.0, 633.0, 687.0, 36.0], shoonya_1s6TJVDW3BYAFN, 5712344]
[paragraph, [821.0, 669.0, 687.0, 36.0], shoonya_1s6TJVDW3BYAFN, 5712344]
[paragraph, [821.0, 705.0, 687.0, 36.0], shoonya_1s6TJVDW3BYAFN, 5712344]
[paragraph, [821.0, 741.0, 687.0, 36.0], shoonya_1s6TJVDW3BYAFN, 5712344]
[paragraph, [821.0, 777.0, 687.0, 36.0], shoonya_1s6TJVDW3BYAFN, 5712344]
[paragraph, [821.0, 813.0, 687.0, 36.0], shoonya_1s6TJVDW3BYAFN, 5712344]
[paragraph, [821.0, 849.0, 687.0, 36.0], shoonya_1s6TJVDW3BYAFN, 5712344]
[paragraph, [821.0, 885.0, 687.0, 36.0], shoonya_1s6TJVDW3BYAFN, 5712344]
[paragraph, [821.0, 921.0, 687.0, 36.0], shoonya_1s6TJVDW3BYAFN, 5712344]
[paragraph, [821.0, 957.0, 687.0, 36.0], shoonya_1s6TJVDW3BYAFN, 5712344]
[paragraph, [142.0, 678.0, 674.0, 36.0], _1Uh7SLG_v, 5712344]
[paragraph, [142.0, 714.0, 674.0, 36.0], _1Uh7SLG_v, 5712344]
[paragraph, [142.0, 750.0, 674.0, 36.0], _1Uh7SLG_v, 5712344]
[paragraph, [142.0, 786.0, 674.0, 36.0], _1Uh7SLG_v, 5712344]
[paragraph, [142.0, 822.0, 674.0, 36.0], _1Uh7SLG_v, 5712344]
[paragraph, [142.0, 858.0, 674.0, 36.0], _1Uh7SLG_v, 5712344]
[paragraph, [142.0, 894.0, 674.0, 36.0], _1Uh7SLG_v, 5712344]
[paragraph, [142.0, 930.0, 674.0, 36.0], _1Uh7SLG_v, 5712344]
[paragraph, [134.0, 997.0, 685.0, 36.0], LrPV2LrSM_, 5712344]
[paragraph, [134.0, 1033.0, 685.0, 36.0], LrPV2LrSM_, 5712344]
[paragraph, [134.0, 1069.0, 685.0, 36.0], LrPV2LrSM_, 5712344]
[paragraph, [824.0, 1008.0, 679.0, 36.0], shoonya_0sVYWM97I872LN, 5712344]
[paragraph, [824.0, 1044.0, 679.0, 36.0], shoonya_0sVYWM97I872LN, 5712344]
[paragraph, [824.0, 1080.0, 679.0, 36.0], shoonya_0sVYWM97I872LN, 5712344]
[paragraph, [824.0, 1116.0, 679.0, 36.0], shoonya_0sVYWM97I872LN, 5712344]
[paragraph, [824.0, 1152.0, 679.0, 36.0], shoonya_0sVYWM97I872LN, 5712344]
[paragraph, [824.0, 1188.0, 679.0, 36.0], shoonya_0sVYWM97I872LN, 5712344]
[paragraph, [136.0, 1143.0, 678.0, 36.0], C_oqrNSWO6, 5712344]
[paragraph, [136.0, 1179.0, 678.0, 36.0], C_oqrNSWO6, 5712344]
[paragraph, [136.0, 1215.0, 678.0, 36.0], C_oqrNSWO6, 5712344]
[paragraph, [136.0, 1251.0, 678.0, 36.0], C_oqrNSWO6, 5712344]
[paragraph, [136.0, 1287.0, 678.0, 36.0], C_oqrNSWO6, 5712344]
[paragraph, [136.0, 1323.0, 678.0, 36.0], C_oqrNSWO6, 5712344]
[paragraph, [136.0, 1359.0, 678.0, 36.0], C_oqrNSWO6, 5712344]
[paragraph, [136.0, 1395.0, 678.0, 36.0], C_oqrNSWO6, 5712344]
[paragraph, [821.0, 1244.0, 684.0, 36.0], shoonya_2sU6I26Q5DZKPH, 5712344]
[paragraph, [821.0, 1280.0, 684.0, 36.0], shoonya_2sU6I26Q5DZKPH, 5712344]
[paragraph, [821.0, 1316.0, 684.0, 36.0], shoonya_2sU6I26Q5DZKPH, 5712344]
[paragraph, [821.0, 1352.0, 684.0, 36.0], shoonya_2sU6I26Q5DZKPH, 5712344]
[paragraph, [821.0, 1388.0, 684.0, 36.0], shoonya_2sU6I26Q5DZKPH, 5712344]
[paragraph, [821.0, 1424.0, 684.0, 36.0], shoonya_2sU6I26Q5DZKPH, 5712344]
[paragraph, [821.0, 1460.0, 684.0, 36.0], shoonya_2sU6I26Q5DZKPH, 5712344]
[paragraph, [821.0, 1496.0, 684.0, 36.0], shoonya_2sU6I26Q5DZKPH, 5712344]
[paragraph, [821.0, 1532.0, 684.0, 36.0], shoonya_2sU6I26Q5DZKPH, 5712344]
[paragraph, [821.0, 1568.0, 684.0, 36.0], shoonya_2sU6I26Q5DZKPH, 5712344]
[paragraph, [136.0, 1442.0, 675.0, 36.0], shoonya_9sJWS7P6FQC10I, 5712344]
[paragraph, [136.0, 1478.0, 675.0, 36.0], shoonya_9sJWS7P6FQC10I, 5712344]
[paragraph, [136.0, 1514.0, 675.0, 36.0], shoonya_9sJWS7P6FQC10I, 5712344]
[paragraph, [136.0, 1550.0, 675.0, 36.0], shoonya_9sJWS7P6FQC10I, 5712344]
[paragraph, [136.0, 1586.0, 675.0, 36.0], shoonya_9sJWS7P6FQC10I, 5712344]
[paragraph, [136.0, 1622.0, 675.0, 36.0], shoonya_9sJWS7P6FQC10I, 5712344]
[paragraph, [136.0, 1658.0, 675.0, 36.0], shoonya_9sJWS7P6FQC10I, 5712344]
[paragraph, [136.0, 1694.0, 675.0, 36.0], shoonya_9sJWS7P6FQC10I, 5712344]
[paragraph, [136.0, 1730.0, 675.0, 36.0], shoonya_9sJWS7P6FQC10I, 5712344]
[paragraph, [819.0, 1617.0, 688.0, 36.0], shoonya_3sMQMSD0ST1EZD, 5712344]
[paragraph, [819.0, 1653.0, 688.0, 36.0], shoonya_3sMQMSD0ST1EZD, 5712344]
[paragraph, [819.0, 1689.0, 688.0, 36.0], shoonya_3sMQMSD0ST1EZD, 5712344]
[paragraph, [819.0, 1725.0, 688.0, 36.0], shoonya_3sMQMSD0ST1EZD, 5712344]
[paragraph, [819.0, 1761.0, 688.0, 36.0], shoonya_3sMQMSD0ST1EZD, 5712344]
[paragraph, [819.0, 1797.0, 688.0, 36.0], shoonya_3sMQMSD0ST1EZD, 5712344]
[paragraph, [819.0, 1833.0, 688.0, 36.0], shoonya_3sMQMSD0ST1EZD, 5712344]
[paragraph, [819.0, 1869.0, 688.0, 36.0], shoonya_3sMQMSD0ST1EZD, 5712344]
[paragraph, [819.0, 1905.0, 688.0, 36.0], shoonya_3sMQMSD0ST1EZD, 5712344]
[paragraph, [819.0, 1941.0, 688.0, 36.0], shoonya_3sMQMSD0ST1EZD, 5712344]
[paragraph, [138.0, 1778.0, 674.0, 36.0], shoonya_8sLKP5F7X3RC3R, 5712344]
[paragraph, [138.0, 1814.0, 674.0, 36.0], shoonya_8sLKP5F7X3RC3R, 5712344]
[paragraph, [138.0, 1850.0, 674.0, 36.0], shoonya_8sLKP5F7X3RC3R, 5712344]
[paragraph, [138.0, 1886.0, 674.0, 36.0], shoonya_8sLKP5F7X3RC3R, 5712344]
