[792, 612]
[folio, [256.0, 83.0, 96.0, 18.0], TfedxIspJA, 6492600]
[paragraph, [103.0, 119.0, 404.0, 18.0], shoonya_0sLHLQZQBLXLDY, 6492600]
[paragraph, [103.0, 137.0, 404.0, 18.0], shoonya_0sLHLQZQBLXLDY, 6492600]
[paragraph, [103.0, 155.0, 404.0, 18.0], shoonya_0sLHLQZQBLXLDY, 6492600]
[paragraph, [103.0, 173.0, 404.0, 18.0], shoonya_0sLHLQZQBLXLDY, 6492600]
[paragraph, [103.0, 191.0, 404.0, 18.0], shoonya_0sLHLQZQBLXLDY, 6492600]
[paragraph, [103.0, 209.0, 404.0, 18.0], shoonya_0sLHLQZQBLXLDY, 6492600]
[paragraph, [103.0, 227.0, 404.0, 18.0], shoonya_0sLHLQZQBLXLDY, 6492600]
[paragraph, [103.0, 245.0, 404.0, 18.0], shoonya_0sLHLQZQBLXLDY, 6492600]
[paragraph, [103.0, 263.0, 404.0, 18.0], shoonya_0sLHLQZQBLXLDY, 6492600]
[paragraph, [103.0, 281.0, 404.0, 18.0], shoonya_0sLHLQZQBLXLDY, 6492600]
[paragraph, [103.0, 299.0, 404.0, 18.0], shoonya_0sLHLQZQBLXLDY, 6492600]
[paragraph, [103.0, 317.0, 404.0, 18.0], shoonya_0sLHLQZQBLXLDY, 6492600]
[paragraph, [103.0, 335.0, 404.0, 18.0], shoonya_0sLHLQZQBLXLDY, 6492600]
[paragraph, [103.0, 353.0, 404.0, 18.0], shoonya_0sLHLQZQBLXLDY, 6492600]
[paragraph, [103.0, 371.0, 404.0, 18.0], shoonya_0sLHLQZQBLXLDY, 6492600]
[paragraph, [103.0, 389.0, 404.0, 18.0], shoonya_0sLHLQZQBLXLDY, 6492600]
[paragraph, [103.0, 427.0, 399.0, 18.0], 1Uw6TDJ8Qn, 6492600]
[paragraph, [103.0, 445.0, 399.0, 18.0], 1Uw6TDJ8Qn, 6492600]
[paragraph, [103.0, 463.0, 399.0, 18.0], 1Uw6TDJ8Qn, 6492600]
[paragraph, [103.0, 481.0, 399.0, 18.0], 1Uw6TDJ8Qn, 6492600]
[paragraph, [103.0, 499.0, 399.0, 18.0], 1Uw6TDJ8Qn, 6492600]
[paragraph, [103.0, 517.0, 399.0, 18.0], 1Uw6TDJ8Qn, 6492600]
[paragraph, [103.0, 535.0, 399.0, 18.0], 1Uw6TDJ8Qn, 6492600]
[paragraph, [103.0, 553.0, 399.0, 18.0], 1Uw6TDJ8Qn, 6492600]
[paragraph, [103.0, 571.0, 399.0, 18.0], 1Uw6TDJ8Qn, 6492600]
[paragraph, [103.0, 589.0, 399.0, 18.0], 1Uw6TDJ8Qn, 6492600]
[paragraph, [103.0, 607.0, 399.0, 18.0], 1Uw6TDJ8Qn, 6492600]
[paragraph, [103.0, 625.0, 399.0, 18.0], 1Uw6TDJ8Qn, 6492600]
[paragraph, [103.0, 643.0, 399.0, 18.0], 1Uw6TDJ8Qn, 6492600]
[paragraph, [106.0, 666.0, 395.0, 18.0], xpYzhjXKCX, 6492600]
[paragraph, [106.0, 684.0, 395.0, 18.0], xpYzhjXKCX, 6492600]
[paragraph, [106.0, 702.0, 395.0, 18.0], xpYzhjXKCX, 6492600]
