[1736, 1323]
[headline, [712.0, 141.0, 465.0, 37.5], shoonya_4sSZDIS33HTF8D, 5771692]
[headline, [712.0, 178.5, 465.0, 37.5], shoonya_4sSZDIS33HTF8D, 5771692]
[headline, [712.0, 216.0, 465.0, 37.5], shoonya_4sSZDIS33HTF8D, 5771692]
[paragraph, [127.0, 167.0, 527.0, 36.0], shoonya_2sU2ZRM73AWPEF, 5771692]
[paragraph, [127.0, 203.0, 527.0, 36.0], shoonya_2sU2ZRM73AWPEF, 5771692]
[paragraph, [127.0, 239.0, 527.0, 36.0], shoonya_2sU2ZRM73AWPEF, 5771692]
[paragraph, [127.0, 275.0, 527.0, 36.0], shoonya_2sU2ZRM73AWPEF, 5771692]
[paragraph, [127.0, 311.0, 527.0, 36.0], shoonya_2sU2ZRM73AWPEF, 5771692]
[paragraph, [127.0, 347.0, 527.0, 36.0], shoonya_2sU2ZRM73AWPEF, 5771692]
[paragraph, [127.0, 383.0, 527.0, 36.0], shoonya_2sU2ZRM73AWPEF, 5771692]
[paragraph, [127.0, 419.0, 527.0, 36.0], shoonya_2sU2ZRM73AWPEF, 5771692]
[paragraph, [127.0, 455.0, 527.0, 36.0], shoonya_2sU2ZRM73AWPEF, 5771692]
[paragraph, [127.0, 491.0, 527.0, 36.0], shoonya_2sU2ZRM73AWPEF, 5771692]
[paragraph, [666.0, 312.0, 527.0, 36.0], shoonya_6sX6SB2IZOEMXJ, 5771692]
[paragraph, [666.0, 348.0, 527.0, 36.0], shoonya_6sX6SB2IZOEMXJ, 5771692]
[paragraph, [666.0, 384.0, 527.0, 36.0], shoonya_6sX6SB2IZOEMXJ, 5771692]
[paragraph, [666.0, 420.0, 527.0, 36.0], shoonya_6sX6SB2IZOEMXJ, 5771692]
[paragraph, [666.0, 456.0, 527.0, 36.0], shoonya_6sX6SB2IZOEMXJ, 5771692]
[paragraph, [666.0, 492.0, 527.0, 36.0], shoonya_6sX6SB2IZOEMXJ, 5771692]
[quote, [842.0, 719.0, 248.0, 36.0], awW_w2cpeU, 5771692]
[quote, [842.0, 755.0, 248.0, 36.0], awW_w2cpeU, 5771692]
[paragraph, [126.0, 1169.0, 537.0, 36.0], shoonya_12sTV8L6714Q07, 5771692]
[paragraph, [126.0, 1205.0, 537.0, 36.0], shoonya_12sTV8L6714Q07, 5771692]
[paragraph, [126.0, 1241.0, 537.0, 36.0], shoonya_12sTV8L6714Q07, 5771692]
[paragraph, [668.0, 1186.0, 524.0, 36.0], shoonya_1sK6WCBNF4WH5D, 5771692]
[paragraph, [668.0, 1222.0, 524.0, 36.0], shoonya_1sK6WCBNF4WH5D, 5771692]
[paragraph, [770.0, 1283.0, 423.0, 36.0], shoonya_5sEVABMNH7RRI2, 5771692]
[paragraph, [770.0, 1319.0, 423.0, 36.0], shoonya_5sEVABMNH7RRI2, 5771692]
[paragraph, [770.0, 1355.0, 423.0, 36.0], shoonya_5sEVABMNH7RRI2, 5771692]
[paragraph, [770.0, 1391.0, 423.0, 36.0], shoonya_5sEVABMNH7RRI2, 5771692]
[paragraph, [770.0, 1427.0, 423.0, 36.0], shoonya_5sEVABMNH7RRI2, 5771692]
[paragraph, [770.0, 1463.0, 423.0, 36.0], shoonya_5sEVABMNH7RRI2, 5771692]
[paragraph, [770.0, 1499.0, 423.0, 36.0], shoonya_5sEVABMNH7RRI2, 5771692]
[paragraph, [126.0, 1294.0, 392.0, 36.0], shoonya_14s9L1O6L37VZZ, 5771692]
[paragraph, [126.0, 1330.0, 392.0, 36.0], shoonya_14s9L1O6L37VZZ, 5771692]
[paragraph, [126.0, 1366.0, 392.0, 36.0], shoonya_14s9L1O6L37VZZ, 5771692]
[paragraph, [126.0, 1402.0, 392.0, 36.0], shoonya_14s9L1O6L37VZZ, 5771692]
[paragraph, [127.0, 1457.0, 391.0, 36.0], shoonya_3sQYWKR0JWD5EB, 5771692]
[paragraph, [127.0, 1493.0, 391.0, 36.0], shoonya_3sQYWKR0JWD5EB, 5771692]
[figure-caption, [565.0, 1474.0, 188.0, 36.0], WYVZZWO9Lc, 5771692]
[figure-caption, [565.0, 1510.0, 188.0, 36.0], WYVZZWO9Lc, 5771692]
[folio, [575.0, 1571.0, 162.0, 36.0], BFTmRA51AI, 5771692]
