[1320, 1176]
[folio, [961.0, 54.0, 149.0, 18.0], zm1Nw-W2-L, 5693894]
[folio, [961.0, 72.0, 149.0, 18.0], zm1Nw-W2-L, 5693894]
[folio, [961.0, 90.0, 149.0, 18.0], zm1Nw-W2-L, 5693894]
[folio, [961.0, 108.0, 149.0, 18.0], zm1Nw-W2-L, 5693894]
[folio, [961.0, 126.0, 149.0, 18.0], zm1Nw-W2-L, 5693894]
[folio, [961.0, 144.0, 149.0, 18.0], zm1Nw-W2-L, 5693894]
[paragraph, [775.0, 182.0, 330.0, 18.0], 7rWN2IdPIH, 5693894]
[paragraph, [775.0, 200.0, 330.0, 18.0], 7rWN2IdPIH, 5693894]
[paragraph, [775.0, 218.0, 330.0, 18.0], 7rWN2IdPIH, 5693894]
[paragraph, [775.0, 236.0, 330.0, 18.0], 7rWN2IdPIH, 5693894]
[paragraph, [775.0, 254.0, 330.0, 18.0], 7rWN2IdPIH, 5693894]
[paragraph, [775.0, 272.0, 330.0, 18.0], 7rWN2IdPIH, 5693894]
[paragraph, [775.0, 290.0, 330.0, 18.0], 7rWN2IdPIH, 5693894]
[paragraph, [775.0, 308.0, 330.0, 18.0], 7rWN2IdPIH, 5693894]
[paragraph, [775.0, 326.0, 330.0, 18.0], 7rWN2IdPIH, 5693894]
[paragraph, [775.0, 344.0, 330.0, 18.0], 7rWN2IdPIH, 5693894]
[paragraph, [775.0, 362.0, 330.0, 18.0], 7rWN2IdPIH, 5693894]
[paragraph, [775.0, 380.0, 330.0, 18.0], 7rWN2IdPIH, 5693894]
[paragraph, [775.0, 398.0, 330.0, 18.0], 7rWN2IdPIH, 5693894]
[paragraph, [775.0, 416.0, 330.0, 18.0], 7rWN2IdPIH, 5693894]
[section-title, [120.0, 215.0, 607.0, 30.0], HxMYMCw9h5, 5693894]
[section-title, [120.0, 245.0, 607.0, 30.0], HxMYMCw9h5, 5693894]
[section-title, [120.0, 275.0, 607.0, 30.0], HxMYMCw9h5, 5693894]
[section-title, [120.0, 305.0, 607.0, 30.0], HxMYMCw9h5, 5693894]
[author, [359.0, 389.0, 130.0, 18.0], HgTfk2C3bY, 5693894]
[paragraph, [425.0, 425.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 443.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 461.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 479.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 497.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 515.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 533.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 551.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 569.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 587.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 605.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 623.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 641.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 659.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 677.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 695.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 713.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 731.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 749.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 767.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 785.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 803.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [425.0, 821.0, 331.0, 18.0], tUt0uqVyQi, 5693894]
[paragraph, [82.0, 450.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 468.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 486.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 504.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 522.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 540.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 558.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 576.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 594.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 612.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 630.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 648.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 666.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 684.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 702.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 720.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 738.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 756.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 774.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
