[2339, 1653]
[paragraph, [248.0, 247.0, 1158.0, 36.0], shoonya_0sZMAJUU216AR0, 5686448]
[paragraph, [248.0, 283.0, 1158.0, 36.0], shoonya_0sZMAJUU216AR0, 5686448]
[paragraph, [248.0, 319.0, 1158.0, 36.0], shoonya_0sZMAJUU216AR0, 5686448]
[paragraph, [248.0, 355.0, 1158.0, 36.0], shoonya_0sZMAJUU216AR0, 5686448]
[paragraph, [248.0, 391.0, 1158.0, 36.0], shoonya_0sZMAJUU216AR0, 5686448]
[paragraph, [248.0, 427.0, 1158.0, 36.0], shoonya_0sZMAJUU216AR0, 5686448]
[paragraph, [248.0, 463.0, 1158.0, 36.0], shoonya_0sZMAJUU216AR0, 5686448]
[paragraph, [248.0, 499.0, 1158.0, 36.0], shoonya_0sZMAJUU216AR0, 5686448]
[paragraph, [248.0, 535.0, 1158.0, 36.0], shoonya_0sZMAJUU216AR0, 5686448]
[paragraph, [248.0, 571.0, 1158.0, 36.0], shoonya_0sZMAJUU216AR0, 5686448]
[paragraph, [248.0, 607.0, 1158.0, 36.0], shoonya_0sZMAJUU216AR0, 5686448]
[paragraph, [248.0, 643.0, 1158.0, 36.0], shoonya_0sZMAJUU216AR0, 5686448]
[paragraph, [248.0, 679.0, 1158.0, 36.0], shoonya_0sZMAJUU216AR0, 5686448]
[paragraph, [256.0, 732.0, 1145.0, 36.0], shoonya_3sYEBFUDBNWJUT, 5686448]
[paragraph, [256.0, 768.0, 1145.0, 36.0], shoonya_3sYEBFUDBNWJUT, 5686448]
[paragraph, [256.0, 804.0, 1145.0, 36.0], shoonya_3sYEBFUDBNWJUT, 5686448]
[paragraph, [787.0, 871.0, 617.0, 36.0], a8NteLzfDc, 5686448]
[paragraph, [243.0, 942.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [243.0, 978.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [243.0, 1014.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [243.0, 1050.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [243.0, 1086.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [243.0, 1122.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [243.0, 1158.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [243.0, 1194.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [243.0, 1230.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [243.0, 1266.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [243.0, 1302.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [243.0, 1338.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [243.0, 1374.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [243.0, 1410.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [243.0, 1446.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [243.0, 1482.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [243.0, 1518.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [243.0, 1554.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [243.0, 1590.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [243.0, 1626.0, 1163.0, 36.0], AC20hRwFNc, 5686448]
[paragraph, [248.0, 1705.0, 1159.0, 36.0], shoonya_2sR5HMAV0JJGFO, 5686448]
[paragraph, [248.0, 1741.0, 1159.0, 36.0], shoonya_2sR5HMAV0JJGFO, 5686448]
[paragraph, [248.0, 1777.0, 1159.0, 36.0], shoonya_2sR5HMAV0JJGFO, 5686448]
[paragraph, [248.0, 1813.0, 1159.0, 36.0], shoonya_2sR5HMAV0JJGFO, 5686448]
[paragraph, [248.0, 1849.0, 1159.0, 36.0], shoonya_2sR5HMAV0JJGFO, 5686448]
[paragraph, [248.0, 1885.0, 1159.0, 36.0], shoonya_2sR5HMAV0JJGFO, 5686448]
[paragraph, [248.0, 1921.0, 1159.0, 36.0], shoonya_2sR5HMAV0JJGFO, 5686448]
[paragraph, [248.0, 1957.0, 1159.0, 36.0], shoonya_2sR5HMAV0JJGFO, 5686448]
[paragraph, [248.0, 1993.0, 1159.0, 36.0], shoonya_2sR5HMAV0JJGFO, 5686448]
[paragraph, [248.0, 2029.0, 1159.0, 36.0], shoonya_2sR5HMAV0JJGFO, 5686448]
[paragraph, [248.0, 2065.0, 1159.0, 36.0], shoonya_2sR5HMAV0JJGFO, 5686448]
