[2339, 1656]
[paragraph, [806.0, 91.0, 714.0, 36.0], shoonya_6sSGSMFRGM4TM8, 5749732]
[paragraph, [806.0, 127.0, 714.0, 36.0], shoonya_6sSGSMFRGM4TM8, 5749732]
[paragraph, [806.0, 163.0, 714.0, 36.0], shoonya_6sSGSMFRGM4TM8, 5749732]
[paragraph, [806.0, 199.0, 714.0, 36.0], shoonya_6sSGSMFRGM4TM8, 5749732]
[paragraph, [806.0, 235.0, 714.0, 36.0], shoonya_6sSGSMFRGM4TM8, 5749732]
[paragraph, [806.0, 271.0, 714.0, 36.0], shoonya_6sSGSMFRGM4TM8, 5749732]
[paragraph, [806.0, 307.0, 714.0, 36.0], shoonya_6sSGSMFRGM4TM8, 5749732]
[paragraph, [806.0, 343.0, 714.0, 36.0], shoonya_6sSGSMFRGM4TM8, 5749732]
[paragraph, [806.0, 379.0, 714.0, 36.0], shoonya_6sSGSMFRGM4TM8, 5749732]
[paragraph, [150.0, 105.0, 379.0, 36.0], shoonya_9sW0U2GOD254XX, 5749732]
[paragraph, [79.0, 157.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 193.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 229.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 265.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 301.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 337.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 373.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 409.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 445.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 481.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 517.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 553.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 589.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 625.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 661.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 697.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 733.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 769.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 805.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 841.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 877.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 913.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [79.0, 949.0, 705.0, 36.0], shoonya_0sWHSCV90EZHCM, 5749732]
[paragraph, [815.0, 418.0, 708.0, 36.0], shoonya_5s93PSCNRHICBD, 5749732]
[paragraph, [815.0, 454.0, 708.0, 36.0], shoonya_5s93PSCNRHICBD, 5749732]
[paragraph, [815.0, 490.0, 708.0, 36.0], shoonya_5s93PSCNRHICBD, 5749732]
[paragraph, [815.0, 526.0, 708.0, 36.0], shoonya_5s93PSCNRHICBD, 5749732]
[paragraph, [815.0, 562.0, 708.0, 36.0], shoonya_5s93PSCNRHICBD, 5749732]
[paragraph, [815.0, 598.0, 708.0, 36.0], shoonya_5s93PSCNRHICBD, 5749732]
[paragraph, [815.0, 634.0, 708.0, 36.0], shoonya_5s93PSCNRHICBD, 5749732]
[paragraph, [819.0, 685.0, 707.0, 36.0], shoonya_8s85MH51XG5BC8, 5749732]
[paragraph, [819.0, 721.0, 707.0, 36.0], shoonya_8s85MH51XG5BC8, 5749732]
[paragraph, [819.0, 757.0, 707.0, 36.0], shoonya_8s85MH51XG5BC8, 5749732]
[paragraph, [819.0, 793.0, 707.0, 36.0], shoonya_8s85MH51XG5BC8, 5749732]
[paragraph, [819.0, 829.0, 707.0, 36.0], shoonya_8s85MH51XG5BC8, 5749732]
[paragraph, [819.0, 865.0, 707.0, 36.0], shoonya_8s85MH51XG5BC8, 5749732]
[paragraph, [819.0, 901.0, 707.0, 36.0], shoonya_8s85MH51XG5BC8, 5749732]
[paragraph, [819.0, 937.0, 707.0, 36.0], shoonya_8s85MH51XG5BC8, 5749732]
[paragraph, [819.0, 973.0, 707.0, 36.0], shoonya_8s85MH51XG5BC8, 5749732]
[paragraph, [823.0, 1010.0, 704.0, 36.0], shoonya_3sTNXYXIGA757F, 5749732]
[paragraph, [823.0, 1046.0, 704.0, 36.0], shoonya_3sTNXYXIGA757F, 5749732]
[paragraph, [823.0, 1082.0, 704.0, 36.0], shoonya_3sTNXYXIGA757F, 5749732]
[paragraph, [823.0, 1118.0, 704.0, 36.0], shoonya_3sTNXYXIGA757F, 5749732]
[paragraph, [823.0, 1154.0, 704.0, 36.0], shoonya_3sTNXYXIGA757F, 5749732]
[paragraph, [823.0, 1190.0, 704.0, 36.0], shoonya_3sTNXYXIGA757F, 5749732]
[paragraph, [823.0, 1226.0, 704.0, 36.0], shoonya_3sTNXYXIGA757F, 5749732]
[paragraph, [823.0, 1262.0, 704.0, 36.0], shoonya_3sTNXYXIGA757F, 5749732]
[paragraph, [823.0, 1298.0, 704.0, 36.0], shoonya_3sTNXYXIGA757F, 5749732]
[paragraph, [823.0, 1334.0, 704.0, 36.0], shoonya_3sTNXYXIGA757F, 5749732]
[paragraph, [84.0, 1013.0, 709.0, 36.0], shoonya_1sN43DIMYOP6VS, 5749732]
[paragraph, [84.0, 1049.0, 709.0, 36.0], shoonya_1sN43DIMYOP6VS, 5749732]
[paragraph, [84.0, 1085.0, 709.0, 36.0], shoonya_1sN43DIMYOP6VS, 5749732]
[paragraph, [84.0, 1121.0, 709.0, 36.0], shoonya_1sN43DIMYOP6VS, 5749732]
[paragraph, [84.0, 1157.0, 709.0, 36.0], shoonya_1sN43DIMYOP6VS, 5749732]
[paragraph, [84.0, 1193.0, 709.0, 36.0], shoonya_1sN43DIMYOP6VS, 5749732]
[paragraph, [84.0, 1229.0, 709.0, 36.0], shoonya_1sN43DIMYOP6VS, 5749732]
[paragraph, [84.0, 1265.0, 709.0, 36.0], shoonya_1sN43DIMYOP6VS, 5749732]
[paragraph, [84.0, 1301.0, 709.0, 36.0], shoonya_1sN43DIMYOP6VS, 5749732]
[paragraph, [84.0, 1337.0, 709.0, 36.0], shoonya_1sN43DIMYOP6VS, 5749732]
[paragraph, [84.0, 1373.0, 709.0, 36.0], shoonya_1sN43DIMYOP6VS, 5749732]
[paragraph, [84.0, 1409.0, 709.0, 36.0], shoonya_1sN43DIMYOP6VS, 5749732]
[paragraph, [84.0, 1445.0, 709.0, 36.0], shoonya_1sN43DIMYOP6VS, 5749732]
[paragraph, [84.0, 1481.0, 709.0, 36.0], shoonya_1sN43DIMYOP6VS, 5749732]
[paragraph, [84.0, 1517.0, 709.0, 36.0], shoonya_1sN43DIMYOP6VS, 5749732]
[paragraph, [84.0, 1553.0, 709.0, 36.0], shoonya_1sN43DIMYOP6VS, 5749732]
[paragraph, [84.0, 1589.0, 709.0, 36.0], shoonya_1sN43DIMYOP6VS, 5749732]
[paragraph, [84.0, 1625.0, 709.0, 36.0], shoonya_1sN43DIMYOP6VS, 5749732]
[paragraph, [84.0, 1661.0, 709.0, 36.0], shoonya_1sN43DIMYOP6VS, 5749732]
[paragraph, [828.0, 1384.0, 704.0, 36.0], shoonya_7sYC5YGGRH65HX, 5749732]
[paragraph, [828.0, 1420.0, 704.0, 36.0], shoonya_7sYC5YGGRH65HX, 5749732]
[paragraph, [828.0, 1456.0, 704.0, 36.0], shoonya_7sYC5YGGRH65HX, 5749732]
[paragraph, [828.0, 1492.0, 704.0, 36.0], shoonya_7sYC5YGGRH65HX, 5749732]
[paragraph, [828.0, 1528.0, 704.0, 36.0], shoonya_7sYC5YGGRH65HX, 5749732]
[paragraph, [828.0, 1564.0, 704.0, 36.0], shoonya_7sYC5YGGRH65HX, 5749732]
[paragraph, [828.0, 1600.0, 704.0, 36.0], shoonya_7sYC5YGGRH65HX, 5749732]
[paragraph, [831.0, 1651.0, 705.0, 36.0], shoonya_2sRWA9X5I4FGSA, 5749732]
[paragraph, [831.0, 1687.0, 705.0, 36.0], shoonya_2sRWA9X5I4FGSA, 5749732]
[paragraph, [831.0, 1723.0, 705.0, 36.0], shoonya_2sRWA9X5I4FGSA, 5749732]
