[792, 612]
[folio, [214.0, 60.0, 143.0, 18.0], qpMJpCAMGE, 6495101]
[section-title, [178.0, 96.0, 142.0, 30.0], shoonya_1sLSN6GBREZJKO, 6495101]
[author, [166.0, 138.0, 141.0, 18.0], JimpmvhwNR, 6495101]
[paragraph, [155.0, 190.0, 218.0, 18.0], BUpGcpReud, 6495101]
[paragraph, [155.0, 208.0, 218.0, 18.0], BUpGcpReud, 6495101]
[paragraph, [155.0, 226.0, 218.0, 18.0], BUpGcpReud, 6495101]
[paragraph, [155.0, 244.0, 218.0, 18.0], BUpGcpReud, 6495101]
[paragraph, [175.0, 277.0, 179.0, 18.0], 56A9Ol1_3I, 6495101]
[paragraph, [175.0, 295.0, 179.0, 18.0], 56A9Ol1_3I, 6495101]
[paragraph, [175.0, 313.0, 179.0, 18.0], 56A9Ol1_3I, 6495101]
[paragraph, [175.0, 331.0, 179.0, 18.0], 56A9Ol1_3I, 6495101]
[paragraph, [175.0, 349.0, 179.0, 18.0], 56A9Ol1_3I, 6495101]
[paragraph, [175.0, 367.0, 179.0, 18.0], 56A9Ol1_3I, 6495101]
[paragraph, [185.0, 409.0, 197.0, 18.0], FoJ-7UOA5u, 6495101]
[paragraph, [185.0, 427.0, 197.0, 18.0], FoJ-7UOA5u, 6495101]
[paragraph, [185.0, 445.0, 197.0, 18.0], FoJ-7UOA5u, 6495101]
[paragraph, [185.0, 463.0, 197.0, 18.0], FoJ-7UOA5u, 6495101]
[paragraph, [185.0, 481.0, 197.0, 18.0], FoJ-7UOA5u, 6495101]
[paragraph, [167.0, 520.0, 220.0, 18.0], whHnJhcAb2, 6495101]
[paragraph, [167.0, 538.0, 220.0, 18.0], whHnJhcAb2, 6495101]
[paragraph, [167.0, 556.0, 220.0, 18.0], whHnJhcAb2, 6495101]
[paragraph, [167.0, 574.0, 220.0, 18.0], whHnJhcAb2, 6495101]
[paragraph, [167.0, 592.0, 220.0, 18.0], whHnJhcAb2, 6495101]
[paragraph, [167.0, 610.0, 220.0, 18.0], whHnJhcAb2, 6495101]
[paragraph, [167.0, 628.0, 220.0, 18.0], whHnJhcAb2, 6495101]
[paragraph, [167.0, 646.0, 220.0, 18.0], whHnJhcAb2, 6495101]
[paragraph, [167.0, 664.0, 220.0, 18.0], whHnJhcAb2, 6495101]
[paragraph, [167.0, 682.0, 220.0, 18.0], whHnJhcAb2, 6495101]
